State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes)
Kansas,Chase,KansasChase,58,38,18,29.1,25.5,1384,81,1340,1305,44.4,2645,1478,1114,341,42772,4209,35.7,12.5,20.5,13.9,17.4,8.3,20.9
Kansas,Ford,KansasFord,79,29,11,25.3,17.7,16640,584,17896,16588,31.9,34484,8850,5763,2926,49890,3711,24.3,14.4,16.1,15.2,30,2.3,14.4
Kansas,Johnson,KansasJohnson,117,56,36,14.5,56,324544,17602,286987,298515,37.5,585502,336277,151280,177925,81121,827,51,12.8,23.9,4.9,7.4,6.1,20.9
Kansas,Leavenworth,KansasLeavenworth,77,44,32,28.3,31.5,34611,2135,42933,37109,37.6,80042,36115,21378,13753,70022,2408,37.8,19,21.7,10.2,11.4,3.3,22.6
Kansas,Neosho,KansasNeosho,106,54,39,32.5,18.1,5845,401,7923,8202,40.1,16125,6629,4795,1727,44402,2389,31,14.7,23,12.4,18.9,2.6,16.6
Kansas,Sedgwick,KansasSedgwick,114,54,38,26.3,30.9,234769,22448,253201,258863,35.2,512064,213552,117653,90820,52841,879,35.8,16.9,23.4,10.1,13.8,3.2,18.8
Kansas,Shawnee,KansasShawnee,169,58,39,31.4,30.9,85910,5433,86327,91957,38.9,178284,84061,39890,42032,54667,1174,38.2,16.8,23.6,8.7,12.8,2.9,18
Kansas,Sherman,KansasSherman,106,44,13,30.3,21.8,2795,99,3003,2963,38.8,5966,2673,2222,386,52030,3602,37.8,12.5,24.8,14.7,10.2,6.6,15.3
Kansas,Sumner,KansasSumner,117,59,40,34.9,23.3,10126,891,11581,11627,41.1,23208,10779,7998,2551,52695,2960,31.3,16.4,20.6,13.1,18.6,5.2,23.5
Kansas,Trego,KansasTrego,147,51,37,31.1,24.8,1419,51,1450,1408,49.2,2858,1603,1341,238,55197,7814,29.1,13.2,26.2,15.9,15.6,5.1,20
Kansas,Wyandotte,KansasWyandotte,116,63,44,32.1,18.1,72303,6089,81294,83051,33.7,164345,55107,18512,35566,42783,1077,23.5,21.3,23.3,12.4,19.5,2.6,21.5
Kentucky,Bell,KentuckyBell,71,46,33,38.5,9.2,7606,642,13325,13863,41.6,27188,10044,8140,1789,23558,2343,24.6,19,22.4,13.7,20.3,2.9,20.6
Kentucky,Boone,KentuckyBoone,87,50,36,27.5,32.1,66280,3791,64061,65034,37.3,129095,66953,44811,20897,72731,2787,39.4,13.2,27.8,6.7,12.8,4.4,24
Kentucky,Boyd,KentuckyBoyd,88,51,36,33.9,19.4,16086,1465,23958,24133,41.9,48091,21741,14295,7083,45543,2616,36.3,17.9,23.7,8.9,13.3,1.5,21.6
Kentucky,Bullitt,KentuckyBullitt,115,48,37,41.6,14.7,39359,2672,39627,39839,40.1,79466,41964,30708,10551,59917,1921,27.3,13,26.9,11.1,21.7,3,28.1
Kentucky,Campbell,KentuckyCampbell,93,54,39,28.2,36.3,46886,2761,45124,47143,38.1,92267,48833,28482,19373,57208,2586,39.1,15.3,25.8,7.9,11.8,3.6,22.4
Kentucky,Carter,KentuckyCarter,59,44,31,40.3,12.6,8663,923,13437,13853,41,27290,11585,8775,2642,35095,2851,24.6,19.9,26.5,13.4,15.6,2.6,30.3
Kentucky,Christian,KentuckyChristian,83,51,38,31,18.1,22662,1925,38411,33852,28.4,72263,23863,15080,8296,41849,1312,27.8,20.4,22.2,8.5,21.1,1.9,17.3
Kentucky,Daviess,KentuckyDaviess,105,54,38,34.1,22.9,42911,2799,48742,51195,38.7,99937,49240,31023,17283,48371,1723,29.9,18,23.8,9,19.3,1.5,19.2
Kentucky,Edmonson,KentuckyEdmonson,64,45,33,39.3,10.3,4247,352,6093,6029,43.8,12122,6131,4828,1227,41114,4167,25.9,21.1,21.7,15.3,16.1,1.6,29.8
Kentucky,Fayette,KentuckyFayette,84,51,38,19.6,43.6,162405,9879,156453,162281,34.4,318734,152664,58845,90566,53013,1131,42.9,18.1,22.9,6,10.1,4.4,20.9
Kentucky,Greenup,KentuckyGreenup,61,42,28,36,17.1,12064,1174,17411,18354,43.4,35765,18176,13064,4873,47517,2009,36.2,16.1,24,10.5,13.3,1.8,23.1
Kentucky,Hancock,KentuckyHancock,97,47,37,43.4,11.4,3575,233,4494,4225,39.4,8719,4587,3145,1351,49135,3514,24.1,15.7,19.2,12.1,28.9,2.3,22.5
Kentucky,Hardin,KentuckyHardin,80,51,38,30.4,22,44196,3385,53723,54372,36.3,108095,48941,29832,18101,51923,1694,32.6,17.7,25.3,8,16.4,2.8,22.2
Kentucky,Henderson,KentuckyHenderson,114,44,1,36,18.2,19643,1278,22328,23809,40.8,46137,20688,12730,7639,43458,2412,28.6,17.3,22.6,10.4,21.1,2.4,20.8
Kentucky,Jefferson,KentuckyJefferson,115,61,45,26.7,33.4,363770,26717,370844,396310,38.1,767154,386093,150619,228288,52237,561,36.9,15.9,24.7,6.4,16.1,3.9,22.2
Kentucky,Jessamine,KentuckyJessamine,77,44,31,30.5,29.5,24689,1471,25479,26943,37.9,52422,26251,17096,8567,55450,4301,35.7,17.1,22.7,10.2,14.3,5.1,23.9
Kentucky,Livingston,KentuckyLivingston,105,47,37,43.6,11.8,3268,266,4626,4637,45.7,9263,5003,4010,939,43472,4463,21.8,15.1,20.7,23,19.4,4.1,25.2
Kentucky,McCracken,KentuckyMcCracken,111,57,39,31.4,24.2,26435,2051,31193,34091,42.1,65284,33521,21820,11190,42894,2275,34,19.4,24.3,9.4,12.9,3.2,18.1
Kentucky,Morgan,KentuckyMorgan,64,44,33,41.4,12.5,4052,300,7425,5860,41.3,13285,5535,4297,1172,33523,2845,30.8,16.9,18.4,15.1,18.8,2.2,35.2
Kentucky,Oldham,KentuckyOldham,97,49,38,20.7,42.4,30867,1571,34328,31046,39,65374,37936,22651,14504,92237,2747,45.1,13.1,25.3,7.1,9.4,6.2,27.7
Kentucky,Perry,KentuckyPerry,99,48,34,33,14.4,7453,728,13273,13644,41.2,26917,10606,8118,2350,31820,3677,31.8,17,26.1,12.7,12.4,2.5,22.7
Kentucky,Pike,KentuckyPike,92,45,32,39.4,13,17574,1622,29507,30976,42.1,60483,25368,20279,4862,32972,1465,29.6,17.5,25.2,13.8,13.8,2.7,24.1
Kentucky,Pulaski,KentuckyPulaski,77,48,36,35.7,16.5,23907,1888,31517,32628,41.9,64145,31537,25441,5664,35022,2420,29.3,18.9,23.9,10.2,17.8,1.6,21
Kentucky,Simpson,KentuckySimpson,67,46,36,44.9,14.2,7979,617,8926,9137,39.5,18063,8732,5888,2681,44989,4615,25.7,15.6,25.1,8.5,25.1,2.5,19.5
Kentucky,Trigg,KentuckyTrigg,84,45,34,33.2,16.6,5611,419,7077,7267,45.8,14344,7375,5487,1791,47259,5396,30.8,16.7,21.4,10.4,20.7,3.2,26.8
Kentucky,Warren,KentuckyWarren,97,53,38,26.6,32.2,59108,4148,61873,64554,32.8,126427,55351,31790,22477,49508,2374,32.5,17.5,25.4,7.1,17.5,2.9,20.2
Kentucky,Washington,KentuckyWashington,77,46,34,42.4,18.8,5718,381,5865,6154,40.7,12019,6223,4482,1644,47843,3368,26.8,15.7,18.5,12.2,26.9,4,26.5
Maine,Androscoggin,MaineAndroscoggin,66,44,29,35.5,22.8,51486,2984,52514,54930,40.7,107444,,,,49538,1293,33.2,19.3,23.5,9.8,14.1,4.1,24.2
Maine,Aroostook,MaineAroostook,189,47,33,37.3,19.2,27642,1613,33745,34524,47.6,68269,,,,39021,1177,31.6,18.6,22.3,12.9,14.8,4.3,17.6
Maine,Cumberland,MaineCumberland,97,53,38,22.2,47.6,152368,8495,141276,149668,42.1,290944,6002,1800,4074,65702,1115,45.1,16.2,23.8,7.1,7.8,7,22.9
Maine,Hancock,MaineHancock,105,48,35,30.8,34.1,26059,1589,26374,28167,48.5,54541,1486,778,659,51438,1931,34,20.8,20.7,15.3,9.1,6.5,23.1
Maine,Kennebec,MaineKennebec,64,44,35,32.7,28.1,58332,3044,59159,62386,44.3,121545,,,,50116,1664,37.1,17.8,25.5,9.9,9.8,4.8,23.4
Maine,Knox,MaineKnox,71,45,31,32.9,33.5,18481,1054,19701,20122,48.4,39823,1003,540,415,53117,2506,33.6,17.2,23.9,15.3,10,6.6,17.4
Maine,Oxford,MaineOxford,65,44,33,42,19.2,24097,1718,28316,29009,46.6,57325,2325,1456,807,44582,1758,27.7,20.8,20.8,14.6,16,5,28.4
Maine,Penobscot,MainePenobscot,73,44,29,33.6,27.7,70710,4007,75196,76552,42.1,151748,851,306,512,47886,1189,35.5,20.2,24.5,9.9,10,4.1,22.5
Maine,Washington,MaineWashington,61,44,33,38,22,12575,833,15614,16080,48,31694,988,540,415,40328,1454,28.9,19.8,18.1,18.7,14.5,6.3,20.9
Maine,York,MaineYork,87,47,39,30,32.5,104935,5949,99029,104073,44.9,203102,9658,3352,6117,62618,1559,35.6,18.2,23.7,10,12.5,5.7,28
Maryland,Allegany,MarylandAllegany,9,3,1,41.8,18.9,28437,2398,37646,34331,41.7,71977,29130,20213,8464,42771,1485,29.9,23.4,24.8,8.8,13.1,1.7,20.9
Maryland,Anne Arundel,MarylandAnne,108,49,32,23.7,41.7,292309,18104,281176,286520,38.4,567696,293582,123337,164255,94502,1251,47,15.4,23,7.5,7.1,5.1,30.2
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,392421,435204,39.3,827625,346035,130085,210155,71810,964,43.4,16.6,24.4,7,8.6,4,29.5
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,392421,435204,39.3,827625,220296,23872,193130,46641,774,42.1,20.7,21.8,5.3,10,3.8,30.7
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,288691,326009,35.1,614700,346035,130085,210155,71810,964,43.4,16.6,24.4,7,8.6,4,29.5
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,415263,30432,288691,326009,35.1,614700,220296,23872,193130,46641,774,42.1,20.7,21.8,5.3,10,3.8,30.7
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,392421,435204,39.3,827625,346035,130085,210155,71810,964,43.4,16.6,24.4,7,8.6,4,29.5
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,392421,435204,39.3,827625,220296,23872,193130,46641,774,42.1,20.7,21.8,5.3,10,3.8,30.7
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,288691,326009,35.1,614700,346035,130085,210155,71810,964,43.4,16.6,24.4,7,8.6,4,29.5
Maryland,Baltimore,MarylandBaltimore,105,57,39,25.8,39.4,256482,24705,288691,326009,35.1,614700,220296,23872,193130,46641,774,42.1,20.7,21.8,5.3,10,3.8,30.7
Maryland,Calvert,MarylandCalvert,67,44,35,30.3,32.4,46006,2537,45307,45775,40.8,91082,48023,24957,22185,100350,4007,41,15,23,13,8.1,5.3,41.9
Maryland,Carroll,MarylandCarroll,84,49,39,29.4,36.4,88333,4740,82841,84681,42.4,167522,96848,58883,35316,90510,1770,44,15.5,22.3,10.6,7.7,4.7,35.6
Maryland,Cecil,MarylandCecil,97,49,34,36.1,23.9,48988,3095,51149,51368,40.4,102517,45853,28797,16053,70516,2476,35.2,16.3,21.5,12.9,14.1,4.6,29.3
Maryland,Charles,MarylandCharles,58,44,34,31.7,28.9,80309,5790,76071,81600,38.3,157671,81617,24227,56204,93973,2130,42.2,17,24.7,8.6,7.4,3.7,43.9
Maryland,Dorchester,MarylandDorchester,84,47,35,38.5,21.2,14923,1067,15335,16926,44.5,32261,13371,7804,5295,50532,3733,31.8,20,23.4,10.2,14.6,2.6,26.3
Maryland,Frederick,MarylandFrederick,90,49,40,24.1,41.4,124969,7898,122524,125948,39.2,248472,139768,62057,74622,88502,1557,46.1,15.5,22.3,8.8,7.4,6.1,35
Maryland,Garrett,MarylandGarrett,71,46,36,43.3,20.9,14261,1013,14561,14815,45.6,29376,15045,11654,3098,48174,2234,33.8,17.5,18.8,16.5,13.4,5.7,24.2
Maryland,Harford,MarylandHarford,119,55,38,26,36.7,130336,8001,122763,128262,40.8,251025,137829,77238,57749,83445,1295,43.3,15.2,24.5,7.9,9.1,4.4,32.1
Maryland,Howard,MarylandHoward,68,44,28,13.5,62.6,174916,9558,154285,161042,38.7,315327,173750,46779,123629,115576,1799,60.9,11.8,18.1,4.1,5.1,5.7,30.9
Maryland,Kent,MarylandKent,100,46,33,29.8,35.1,9026,638,9344,10249,47.5,19593,10015,4900,4914,56638,5150,36.5,19.8,23.3,11,9.4,11,26.7
Maryland,Montgomery,MarylandMontgomery,77,45,33,13.4,58.9,513663,34735,502389,537744,39,1040133,418018,83000,328413,103178,792,56.1,15.4,18.1,5.7,4.7,5.9,34.7
Maryland,Prince George's,MarylandPrince,105,50,37,25.8,33.1,462879,41397,436446,469756,36.8,906202,397722,35017,356543,78607,1010,38.7,20.6,22.2,9.8,8.7,2.8,36.9
Maryland,Washington,MarylandWashington,81,51,37,36.5,21.9,67799,4904,76098,73713,40.5,149811,65209,39148,24869,58260,1909,33.2,19.3,23.6,10.2,13.7,4.8,29.3
Massachusetts,Barnstable,MassachusettsBarnstable,108,45,35,23.7,43.4,97073,11055,102176,111514,52.9,213690,27051,10824,15685,68048,1279,37.9,21.2,23.4,10.6,7,6.3,23.3
Massachusetts,Berkshire,MassachusettsBerkshire,94,52,36,29.4,33.6,56016,5629,61603,65725,46.7,127328,,,,55190,1350,37.7,21.5,23,8.9,8.9,5.6,20
Massachusetts,Bristol,MassachusettsBristol,119,53,39,29.9,28.7,263456,30076,270624,288281,41,558905,,,,62514,883,36.2,18.8,23.2,9.5,12.3,3.4,28
Massachusetts,Dukes,MassachusettsDukes,126,45,37,23.6,44.9,8640,877,8475,8838,46.1,17313,,,,67535,8612,45.2,16.3,17,11.1,10.4,8.2,14.6
Massachusetts,Essex,MassachusettsEssex,97,50,37,25.1,39.9,374075,40585,376475,404549,40.8,781024,2485,790,1629,73533,773,41.2,18.7,22.5,7,10.6,5.7,29.8
Massachusetts,Franklin,MassachusettsFranklin,96,55,37,28.5,37.3,36565,2936,34601,36334,46.1,70935,19667,7073,12053,57307,2221,41.5,18.6,20.2,8.9,10.7,6.6,24.2
Massachusetts,Hampden,MassachusettsHampden,99,55,39,30.7,27.1,197372,22887,226555,242561,38.9,469116,3326,1709,1532,52205,1036,34.2,21.1,24,7.6,13,3.6,22.6
Massachusetts,Hampshire,MassachusettsHampshire,84,48,35,22.6,48.3,79477,6184,75426,85733,36.3,161159,,,,64974,1932,45.7,19.2,21.4,6.6,7.1,7.4,23.2
Massachusetts,Middlesex,MassachusettsMiddlesex,93,48,36,19,56.3,818205,64193,779666,815526,38.5,1595192,,,,92878,735,55,14.3,19.1,5.3,6.3,5.6,30.3
Massachusetts,Norfolk,MassachusettsNorfolk,71,43,32,19.2,53.6,348328,31733,335338,362911,40.9,698249,6790,2548,4037,95668,1134,52.8,14,21.6,5.6,6,4.9,33.9
Massachusetts,Plymouth,MassachusettsPlymouth,80,51,37,27.8,37.6,250579,26154,249126,263009,42.6,512135,36597,14936,20780,82081,1195,38.8,19.2,24.6,8.2,9.2,4.5,33
Massachusetts,Suffolk,MassachusettsSuffolk,84,51,37,22.1,46.1,403388,43170,382830,408936,32.7,791766,,,,61242,825,45.5,21.9,20.4,4.9,7.3,3.1,30.7
Massachusetts,Worcester,MassachusettsWorcester,90,52,38,27.8,36.4,394081,37924,405434,416846,40.1,822280,70642,21018,48030,69313,924,41.7,17.3,22.5,7.6,10.9,5.1,28.7
Minnesota,Anoka,MinnesotaAnoka,87,52,35,27.9,30.5,185714,12590,173811,173620,38.4,347431,210491,104903,100892,76796,917,36.6,15.9,24.2,9,14.2,4.5,28.1
Minnesota,Becker,MinnesotaBecker,101,46,32,31.6,25,17644,1173,16783,16990,41.8,33773,19418,12452,6592,55884,2108,32.8,17.7,18.8,13.8,16.8,7.2,22.4
Minnesota,Beltrami,MinnesotaBeltrami,73,39,23,27.8,29.2,23306,1559,22906,23211,33.7,46117,24131,12188,11426,45923,1753,33.7,22,23.4,10.3,10.6,6.1,19.8
Minnesota,Carlton,MinnesotaCarlton,84,42,24,32.1,22.1,16435,1280,18565,16975,40.7,35540,20361,9787,10094,58874,2894,31.3,23.1,19.9,9.8,16,4.9,22.2
Minnesota,Cass,MinnesotaCass,75,35,17,32.3,23.2,12905,1301,14798,14224,48.9,29022,18256,11621,6342,50162,1142,29.2,20.1,24.3,13.2,13.2,8,23.8
Minnesota,Cook,MinnesotaCook,53,21,10,24,40.4,2699,249,2632,2679,52.3,5311,3785,1203,2496,51903,3714,39.4,24.8,17.3,11.7,6.9,6.7,15.9
Minnesota,Crow Wing,MinnesotaCrow,76,42,28,29.9,24.7,29954,2337,31966,31889,44.3,63855,40073,25676,13726,53121,1367,32.9,20.3,24.1,10,12.8,5.2,21.4
Minnesota,Dakota,MinnesotaDakota,135,52,30,20.4,42.2,227375,15019,205909,212292,37.8,418201,261107,109183,145510,79995,1173,42.4,15.3,24.7,6.2,11.3,5,24.3
Minnesota,Goodhue,MinnesotaGoodhue,87,46,35,32.8,26,25099,1560,23093,23124,42.5,46217,28566,16052,11805,62431,3013,35.9,17.8,20.1,10.6,15.6,5.2,24.1
Minnesota,Hennepin,MinnesotaHennepin,156,57,38,16.4,50.1,663738,46532,610530,624948,36.4,1235478,753159,205966,532608,71154,620,48.5,15.3,22.6,4.5,9.1,5.6,23.4
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,5428,5141,50.4,10569,7200,3392,3646,56078,4936,42,18.2,15.7,9.4,14.7,6.1,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,5428,5141,50.4,10569,2405,1704,671,46943,6962,22,15.7,19.8,11.4,31,10.9,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,2037,1772,51.3,3809,7200,3392,3646,56078,4936,42,18.2,15.7,9.4,14.7,6.1,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,4889,384,2037,1772,51.3,3809,2405,1704,671,46943,6962,22,15.7,19.8,11.4,31,10.9,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,5428,5141,50.4,10569,7200,3392,3646,56078,4936,42,18.2,15.7,9.4,14.7,6.1,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,5428,5141,50.4,10569,2405,1704,671,46943,6962,22,15.7,19.8,11.4,31,10.9,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,2037,1772,51.3,3809,7200,3392,3646,56078,4936,42,18.2,15.7,9.4,14.7,6.1,21
Minnesota,Lake,MinnesotaLake,71,42,30,30.9,28.8,2292,150,2037,1772,51.3,3809,2405,1704,671,46943,6962,22,15.7,19.8,11.4,31,10.9,21
Minnesota,Lyon,MinnesotaLyon,80,48,32,31.7,26.1,13719,645,12788,13051,35.5,25839,12889,7979,4630,54181,2200,35.4,15.8,20.4,11,17.4,5.7,15.2
Minnesota,Mille Lacs,MinnesotaMille,87,44,33,38.6,14.7,11847,1090,12866,12862,40.4,25728,14666,9953,4403,53737,1711,27.8,19.1,20.2,15.4,17.5,4.9,30
Minnesota,Olmsted,MinnesotaOlmsted,111,52,35,19.9,44.9,86093,4937,74836,78229,37.2,153065,91086,39692,49492,72337,1659,49.6,15.8,19.3,6.4,8.8,4.1,17.5
Minnesota,Ramsey,MinnesotaRamsey,160,54,30,20.9,42.3,270117,20064,263843,277650,34.9,541493,294513,77324,211362,60301,638,43.6,17.6,22.3,5,11.5,5.5,23.9
Minnesota,Scott,MinnesotaScott,121,49,32,22.2,39.9,78940,4957,71406,71966,36.1,143372,87729,45871,40037,93151,3176,41.2,14.7,23.1,8.6,12.4,5.6,26
Minnesota,Stearns,MinnesotaStearns,80,47,33,28,27.5,85650,5213,78931,77888,34.3,156819,84647,50960,31883,59564,1137,32.7,17.9,24,8.8,16.6,5.8,20.4
Minnesota,Washington,MinnesotaWashington,77,42,24,21,44.3,135509,8074,125332,127985,39.3,253317,166267,73764,89164,89598,1707,46,14.7,23.1,6.5,9.8,5.1,25.8
Minnesota,Winona,MinnesotaWinona,52,27,16,27.2,30.1,26800,1393,25191,25656,34.8,50847,27108,13227,13333,53975,3093,35.1,18.7,21.1,7.3,17.7,4.4,17.9
Minnesota,Wright,MinnesotaWright,112,51,34,29.4,29.6,71523,4198,66913,65832,36.6,132745,86535,53565,30854,77953,2430,34,14.1,25.1,11.4,15.3,4.7,30
Mississippi,Bolivar,MississippiBolivar,85,56,39,24.9,23.6,10531,1006,15365,17227,35.2,32592,11631,4260,7203,28468,2121,31.1,22.3,22.7,10,13.9,2.6,18
Mississippi,DeSoto,MississippiDeSoto,100,54,37,29.2,25,85029,5469,85174,90958,36.7,176132,75013,45788,27733,62595,1212,32.7,15.1,26,10.4,15.8,2.1,24.9
Mississippi,Forrest,MississippiForrest,97,59,36,27.2,27.8,30328,2655,35944,39573,32.4,75517,26540,15326,10603,39555,2944,34,17.2,26.2,9.3,13.4,1.2,21.6
Mississippi,Hancock,MississippiHancock,88,54,38,28.1,22,17106,1586,22779,23874,44,46653,17403,13999,3095,47518,4235,34.2,18.3,23.3,13.7,10.6,2.6,29
Mississippi,Harrison,MississippiHarrison,101,60,42,29.1,23.1,79148,8262,99750,102876,36,202626,60941,41281,18499,44684,1105,28.6,23.9,24.6,11.7,11.2,2.4,22.7
Mississippi,Hinds,MississippiHinds,114,62,44,25,29,94636,9755,112877,128897,34.4,241774,81811,21242,59192,41011,1112,32.2,22.2,23.5,7.7,14.4,2.1,22.8
Mississippi,Jackson,MississippiJackson,84,55,39,31.2,21.1,52868,5567,70065,71949,38.8,142014,45486,32563,12061,50274,1619,31.9,20.2,20.9,12.4,14.7,1.7,24.5
Mississippi,Lauderdale,MississippiLauderdale,50,42,31,27.5,19.7,27416,2222,37617,39706,37.8,77323,30811,17812,12668,41340,2452,34,16.9,25.6,10.8,12.6,1.2,19.8
Mississippi,Lee,MississippiLee,54,45,35,25.9,24.4,37985,3362,40526,44389,37.2,84915,31762,21297,9910,45985,2140,31,15.4,25.1,7.5,21,2.1,19.9
Mississippi,Yalobusha,MississippiYalobusha,51,42,31,40.2,13.8,4513,387,6085,6336,42.6,12421,6506,3658,2767,37647,3944,21.7,16.2,20.4,11.6,30.1,0.2,25.4
Missouri,Andrew,MissouriAndrew,77,49,38,37.4,24.9,9355,394,8720,8683,42.4,17403,9775,7256,2351,56658,5755,35.4,14.9,22.6,10.6,16.5,3.8,22.5
Missouri,Boone,MissouriBoone,93,44,33,21.3,46.1,92311,4070,85827,90688,30.8,176515,91004,38596,49999,52005,1208,44.8,17.9,23.1,6.3,7.9,4.2,17.9
Missouri,Buchanan,MissouriBuchanan,126,53,33,37.8,21.1,41667,2160,44691,44385,37.4,89076,36713,22450,13445,48652,1906,28,19.5,23.5,8.1,21,2.3,17.4
Missouri,Callaway,MissouriCallaway,87,45,35,36.1,23.1,20410,956,22874,21966,38.6,44840,21178,14812,5868,53180,2865,31.9,18.5,23.9,11.6,14.2,3.5,23.5
Missouri,Cass,MissouriCass,105,49,36,33.9,26.3,51203,2876,50364,52314,39.8,102678,57524,37172,19035,65352,1520,35.3,15.1,24.8,12,12.8,4.5,27.9
Missouri,Cedar,MissouriCedar,99,50,36,41.2,13.6,5478,256,6961,6977,44.3,13938,7039,5786,1143,35930,3245,29,21.8,19.7,14.2,15.3,3.8,25.5
Missouri,Clay,MissouriClay,101,55,35,28.4,33.2,128194,8374,117296,121868,37.1,239164,126618,64583,59519,65675,1019,37,16.6,25.4,7.2,13.8,5.1,23.1
Missouri,Clinton,MissouriClinton,87,48,37,40,21.6,9936,628,10266,10209,40.7,20475,10894,7789,2894,57591,3851,29.2,18.2,21.8,13.8,17,3.5,31.7
Missouri,Franklin,MissouriFranklin,94,17,1,32.7,20.9,49396,3265,51339,51442,40.8,102781,53750,38034,14561,53849,1753,30.2,15.5,22.7,12.3,19.3,2.9,28.3
Missouri,Greene,MissouriGreene,116,52,37,28,30.5,142704,8062,140366,148063,36,288429,138074,81312,53307,43175,867,35.9,18.8,26.9,7.1,11.3,4.1,19.3
Missouri,Iron,MissouriIron,100,47,17,41.4,10.8,3254,246,5029,5192,45.4,10221,4592,3596,945,36457,1532,18.9,26.1,21.8,13.2,20.2,3,28.2
Missouri,Jackson,MissouriJackson,157,60,40,28.3,31.6,334471,25742,334604,357399,36.7,692003,330425,125897,198031,50652,526,36.5,17.6,25.6,7.6,12.7,4.5,23.4
Missouri,Jasper,MissouriJasper,82,52,35,33.6,23.6,52968,3186,58223,61015,36,119238,52515,37714,13539,45328,1810,30.3,17.7,24.3,9.8,17.9,3.8,17.7
Missouri,Jefferson,MissouriJefferson,141,54,38,31.6,20.4,109655,7119,110887,112415,39,223302,116629,77021,37507,60765,969,31.3,17.9,25.1,12.4,13.3,3.7,30.9
Missouri,Lincoln,MissouriLincoln,108,48,37,42.3,16.8,26926,1797,27526,28037,37,55563,28814,21702,6553,58603,3325,25.6,16,23.3,14.7,20.4,3,33.1
Missouri,Monroe,MissouriMonroe,84,43,31,48.4,12.4,3564,225,4402,4252,45.4,8654,4467,3466,931,42011,2100,24.6,18.2,24,10.5,22.7,5.1,25.3
Missouri,New Madrid,MissouriNew,200,168,117,46.7,12.1,7991,492,8558,9253,41.7,17811,7248,5447,1748,33846,2434,24,24.8,18.1,10.4,22.7,3.8,19.1
Missouri,Perry,MissouriPerry,97,47,36,43.3,17.7,9264,562,9457,9689,40.6,19146,9429,7634,1661,54935,2993,29.3,14.6,20.7,13.9,21.4,2.8,23.2
Missouri,Stoddard,MissouriStoddard,62,36,18,41.5,13.3,12450,788,14365,15147,41.4,29512,13410,11460,1814,40076,2013,26.5,15.7,24,12.3,21.5,2.8,22.1
Missouri,Taney,MissouriTaney,57,35,17,33.6,19.9,22866,3393,26504,28216,42.1,54720,26240,20426,5325,39661,1576,27.3,24.9,30.4,8.7,8.7,4.9,21.2
Montana,Cascade,MontanaCascade,115,44,18,32.8,25.7,35561,2236,41269,40477,38.2,81746,39688,23199,15384,46827,1361,35.6,19.9,23.5,11.6,9.3,3.4,15.3
Montana,Fergus,MontanaFergus,157,47,39,28.5,29.1,5578,266,5682,5591,46,11273,6487,4830,1491,47110,4545,36.9,14.7,27.5,11.8,9.1,8.7,12.4
Montana,Flathead,MontanaFlathead,190,56,35,29.4,31,45499,3858,48823,49259,42.1,98082,60132,38233,20238,51410,1582,34,18.3,26.1,12,9.6,5.8,19.1
Montana,Gallatin,MontanaGallatin,159,52,22,17.8,50.1,66898,3536,54246,50483,33.5,104729,71363,31639,36964,59397,1808,40.3,18.2,21.5,11.7,8.4,7.1,17.7
Montana,Lake,MontanaLake,174,27,6,28.5,29.6,12815,844,14744,15030,42.3,29774,16617,9319,6911,42582,2370,34.8,19.9,20.3,14.1,10.9,9.7,19.7
Montana,Lewis and Clark,MontanaLewis,164,55,40,23.6,40.1,34666,1813,33186,33891,41,67077,42485,21409,19743,60789,2019,45.2,16.3,22.8,8.6,7.2,5.9,16.4
Montana,Lincoln,MontanaLincoln,327,71,40,37.3,19.6,7278,819,9678,9680,52.6,19358,11564,8516,2812,36934,2050,28.9,22.9,20.6,16.6,11,3.6,16.8
Montana,Missoula,MontanaMissoula,176,83,47,21.7,43,60106,4017,58372,57611,35.6,115983,71969,26336,43351,49412,1947,39.3,20.2,23.3,9.4,7.8,5.9,18.1
