State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes)
Texas,Dallas,TexasDallas,135,67,42,22.6,31.5,1251192,103841,1275226,1311326,33.3,2586552,921638,307076,598576,53626,437,34,17.7,24.1,11.5,12.8,4.3,27.2
Texas,Denton,TexasDenton,142,71,40,17.8,45.1,471296,32666,397140,409907,35.2,807047,416610,221829,188023,80290,1119,46,13.9,25.6,6.3,8.2,7.1,28.9
Texas,Ector,TexasEctor,95,51,27,30.3,15.4,73736,9116,80249,78093,30.3,158342,44417,32586,11310,59528,2471,23.4,15.7,25.9,17.9,17.1,2.2,22
Texas,El Paso,TexasEl,192,84,54,23.7,23.3,333991,30094,411682,425972,32,837654,254576,81235,168801,43244,675,30.1,20.9,27,9.1,12.9,3.5,23.4
Texas,Ellis,TexasEllis,125,58,39,27.7,24.3,87937,5641,83184,85654,36.1,168838,85566,56651,27513,67371,2205,33.2,13.5,25.8,11.8,15.7,5,29.3
Texas,Freestone,TexasFreestone,10,1,0,33.2,15.3,5820,528,10163,9546,40.4,19709,8678,6966,1629,45890,4462,26.4,24.9,19.3,14.1,15.3,2.7,25.7
Texas,Galveston,TexasGalveston,143,62,40,24.9,31.1,150218,14390,161269,165820,37.5,327089,153843,93306,58247,65702,1802,41.1,17.6,22,9.4,9.9,3.7,28
Texas,Gregg,TexasGregg,86,46,32,28.2,21.3,51883,4682,60208,63286,35.4,123494,47700,32352,14657,47970,1445,27.8,18.7,25.1,12,16.5,2.8,20.4
Texas,Harris,TexasHarris,179,80,50,23.4,31.5,2088449,204310,2288295,2314228,33.3,4602523,1633671,699822,911974,57791,503,35.4,17.4,22.9,11.5,12.8,3.7,28.9
Texas,Harrison,TexasHarrison,100,52,36,34,19.1,26843,2290,32556,34089,37.9,66645,29462,21318,7812,48644,2576,32.4,15.9,20.2,13.5,18,3.8,20.9
Texas,Hidalgo,TexasHidalgo,155,65,37,23.5,18.7,318076,41893,415443,433946,29.1,849389,219939,89991,127507,37097,803,27,23.5,25.6,13,11,4.9,21.9
Texas,Hood,TexasHood,100,48,33,30,26.4,25745,1833,28004,28897,46.7,56901,32580,26487,5641,60275,2698,32.6,14.9,23.3,13.2,16.1,4.5,32.5
Texas,Howard,TexasHoward,200,71,9,33.7,12.6,12409,1093,20732,15935,36.6,36667,10043,7899,2017,50855,2162,29,18.6,22.9,14.9,14.6,1.1,18.8
Texas,Hunt,TexasHunt,87,45,32,34,19.9,40659,2847,45279,46873,37.8,92152,38517,29135,8879,49319,2246,31.7,17.3,24.3,12.7,14.1,3.6,30.8
Texas,Hutchinson,TexasHutchinson,156,113,16,34.4,14,7926,613,10797,10774,37.3,21571,8741,7659,957,50035,4099,22,17,25,18.9,17.1,1.5,18.3
Texas,Jefferson,TexasJefferson,122,63,41,31.9,19.7,93022,12570,130660,124550,36,255210,94665,47535,46022,46315,1252,28.9,19.6,23.2,13.4,14.9,1.6,19.7
Texas,Johnson,TexasJohnson,105,50,34,35.9,18.7,77541,5390,81568,81907,36.8,163475,71928,54523,16418,60458,1793,30.6,14.1,22.2,11.7,21.5,3.7,30.3
Texas,Karnes,TexasKarnes,32,17,6,36.9,15.3,6567,440,9133,6254,34.7,15387,5229,3959,1220,53051,5261,27.4,20.2,22.8,16.5,13,3.5,21.7
Texas,Kaufman,TexasKaufman,134,56,37,32.4,20.5,62886,4377,58360,60550,35.6,118910,56435,37474,18290,63926,2146,33.4,15.2,25.9,11.6,13.9,3.6,34.7
Texas,Kleberg,TexasKleberg,168,66,35,26.7,24.6,12277,1125,16052,15373,28,31425,11041,5557,5359,41700,3197,31.1,20.7,20.3,16,11.8,1.8,17.6
Texas,Lubbock,TexasLubbock,81,40,20,25.6,30.1,147629,8996,148631,152823,30.7,301454,120204,78560,39757,49078,1138,35,19.9,25.3,9.9,9.8,2.5,17.3
Texas,Maverick,TexasMaverick,160,56,27,22.6,12.7,20821,3673,28736,29234,29.6,57970,15338,6881,8324,37734,2701,21.1,26.5,22.6,14,15.8,1.3,22
Texas,McLennan,TexasMcLennan,97,50,38,27,24.2,112937,7410,121359,127070,33.2,248429,97617,59432,36550,46262,1239,32.8,18.5,24.8,10.8,13.2,3.6,19.4
Texas,Milam,TexasMilam,3,1,0,38.1,14.1,9054,696,12343,12321,41.3,24664,10523,7950,2475,41768,2688,28.9,17.8,20.5,18,14.8,4.7,27.2
Texas,Montgomery,TexasMontgomery,129,62,40,22.8,34.5,263501,21493,274604,279841,36.9,554445,271175,193224,74255,74323,1461,39.8,15.3,24,10.5,10.5,5.5,32.7
Texas,Navarro,TexasNavarro,153,68,40,29,15.9,21803,1442,23845,24738,38.6,48583,19105,13787,5097,45103,2407,27.8,20.3,20.3,12.8,18.7,4.3,25.3
Texas,Nueces,TexasNueces,159,64,40,29.3,21.8,149232,14688,178020,182466,35.3,360486,126984,64467,60749,53317,981,29.4,21.3,24.5,13,11.8,2.3,19.6
Texas,Orange,TexasOrange,103,62,41,37.2,15.5,32241,3786,41630,42417,37.8,84047,35974,29170,6354,53667,2201,29.4,15.7,23.3,14,17.5,1.7,23.9
Texas,Parker,TexasParker,115,50,35,28.8,26.4,64129,4012,64448,65354,39.7,129802,75434,61584,12789,70608,2107,38.3,14,24.3,12.1,11.3,5.1,31.7
Texas,Polk,TexasPolk,71,43,31,39.5,13.1,16755,1602,25878,21959,43.6,47837,24072,18496,5353,43267,2722,22.8,22.8,23.7,17.9,12.8,4,29.1
Texas,Potter,TexasPotter,138,67,22,32,14.9,51189,2961,62295,58604,33.8,120899,33177,22732,9867,41852,1195,24.2,22.9,22.7,12.3,17.8,2.3,17.8
Texas,Randall,TexasRandall,90,64,42,22.8,32.4,69134,3246,65083,67392,35.6,132475,64412,50597,12750,65564,1884,37.3,17.4,26.2,8.9,10.2,3,19.1
Texas,Robertson,TexasRobertson,29,1,0,35.5,16.1,6875,470,8296,8594,40.9,16890,8080,5631,2359,52189,5130,30.1,16.1,21.2,16,16.6,3.5,24.4
Texas,Rockwall,TexasRockwall,133,45,32,18.7,40.7,50009,3200,46167,47475,37.6,93642,57792,38842,18149,93269,3672,47.5,13.2,24.1,7.3,8,5.9,33.4
Texas,Rusk,TexasRusk,120,44,3,31.8,15.5,20508,1619,28379,25216,38.5,53595,21367,16511,4624,49270,2855,26.7,18.2,20.7,15.9,18.5,3.3,24.3
Texas,Smith,TexasSmith,84,46,33,23.4,26.4,101201,7343,108730,116285,36.6,225015,99521,68546,29343,50742,1276,33,19.2,23,10.7,14.1,3.4,23.8
Texas,Tarrant,TexasTarrant,159,77,45,24,32.3,1003269,79553,988765,1031212,34.3,2019977,831322,408224,409752,62532,457,36.6,16.2,25.2,9,13,4.3,27
Texas,Titus,TexasTitus,36,7,0,33.4,16.3,12412,891,16046,16684,33.8,32730,10530,7563,2852,46980,2674,22.8,17.3,21.4,10.4,28.1,1.7,18.8
Texas,Travis,TexasTravis,153,63,44,16.5,50,694433,46579,607356,595810,33.9,1203166,605034,159907,432062,68350,751,47.4,15.8,22.1,8.1,6.6,8.4,25.3
Texas,Victoria,TexasVictoria,100,47,31,30.8,20,37761,3411,44999,46971,35.7,91970,34205,23347,10371,55740,2218,30,17.3,25.3,13.2,14.1,4.1,20
Texas,Webb,TexasWebb,160,65,41,25.3,18.9,106376,9819,132906,139147,28.6,272053,68397,25898,41820,40442,1234,26.2,22.9,28,10.2,12.7,2.7,21.7
Texas,Wilson,TexasWilson,34,18,7,36.1,21.8,23077,1396,24197,24001,40.2,48198,25006,18457,6350,71942,4350,31.8,16.4,25.2,14.2,12.4,6.4,34.5
Utah,Box Elder,UtahBox,147,51,40,31,23.9,25272,1152,26887,26114,32.5,53001,26312,20984,4362,58835,2580,31.5,14.4,21,10.2,22.9,4,23.5
Utah,Cache,UtahCache,159,71,44,20.2,38.3,63497,1910,61354,60982,25.1,122336,54646,36077,15859,53812,1423,37.9,15.6,22.8,7.8,16,5.2,17.3
Utah,Carbon,UtahCarbon,93,51,43,27.1,17.1,8130,445,10055,10301,37.2,20356,8822,6255,2306,46994,2951,27.9,19.4,23.2,15,14.5,3.3,17.7
Utah,Davis,UtahDavis,155,77,44,21.2,37.8,168737,7168,171584,169037,30.8,340621,166303,101989,56216,75961,1280,40.6,14.1,26.6,7.2,11.6,5.5,22.5
Utah,Duchesne,UtahDuchesne,125,64,45,36.7,14.7,7179,603,10312,9907,31,20219,8442,7445,830,63000,1812,30.7,14.9,17.5,20,17,6.7,20.6
Utah,Garfield,UtahGarfield,74,50,42,36.2,25.9,2365,269,2594,2423,41.2,5017,2722,2149,513,51700,7983,26.4,26.8,25.1,15.8,6,7.3,14
Utah,Iron,UtahIron,86,50,40,23.6,29.8,23879,1115,24834,24857,29.1,49691,23731,18113,4673,45422,3795,31.5,19.1,26.2,10.5,12.7,3.5,17.4
Utah,Salt Lake,UtahSalt,194,87,50,22.6,35.6,609766,32591,562543,558262,32.6,1120805,522305,221536,280925,67922,923,38.8,14.8,26.5,7.9,12,5.6,22.1
Utah,Tooele,UtahTooele,159,67,42,29.3,24.2,33417,1667,32871,32314,31.3,65185,31489,21006,8936,66542,2759,32.1,16.2,23.8,11.4,16.5,4.6,27.8
Utah,Uintah,UtahUintah,119,65,45,34.9,15.8,12157,1228,18496,17827,30.3,36323,14736,12777,1601,67012,3914,28.6,12.9,24.5,17.4,16.7,3.8,19.1
Utah,Utah,UtahUtah,150,77,45,22.8,34,1555782,76433,298256,292184,24.6,590440,269877,183008,72324,67042,820,41,15.2,26.5,7.6,9.9,6.7,21.4
Utah,Utah,UtahUtah,150,77,45,22.8,34,302248,11774,298256,292184,24.6,590440,269877,183008,72324,67042,820,41,15.2,26.5,7.6,9.9,6.7,21.4
Utah,Washington,UtahWashington,112,61,44,23.4,28.1,75007,4201,79500,81037,36.4,160537,88209,65601,20065,55175,1757,30.9,20.2,27.6,9.8,11.4,6.1,18.1
Utah,Wayne,UtahWayne,66,31,8,24.6,23.4,1320,108,1397,1297,41,2694,1596,1207,362,42444,3902,30,21.4,20.8,16.9,10.9,5.7,16.3
Utah,Weber,UtahWeber,140,71,44,29.6,24.5,123697,6210,124402,123329,32.5,247731,108335,64066,39652,62036,966,32.9,14,25.3,10.4,17.4,4.6,22
Vermont,Bennington,VermontBennington,70,45,35,29.1,36.2,16004,1128,17611,18309,47,35920,7096,2473,4369,52251,3311,36.1,18.7,21.6,10.1,13.5,8,19.3
Vermont,Chittenden,VermontChittenden,98,47,36,19,51.3,88659,4451,79547,82505,36.5,162052,853,343,473,66906,2119,47.6,16,21.2,6.5,8.6,5.4,21.1
Vermont,Rutland,VermontRutland,96,51,37,34.4,30.8,27352,2031,29079,30194,46.6,59273,8000,3026,4679,52635,1977,34.2,19.5,23.1,10.8,12.5,5.2,21.1
Vermont,Windham,VermontWindham,31,19,9,29.5,38.1,19687,1327,20937,22213,47,43150,282,83,187,50831,1962,40.2,19.3,19.7,11.4,9.3,12.1,21.3
Virginia,Albemarle,VirginiaAlbemarle,66,47,35,15.8,55.1,52792,3002,50856,55499,38.8,106355,64284,20804,42466,72265,2910,54,15.5,18.7,6.2,5.6,7.6,21.9
Virginia,Arlington,VirginiaArlington,90,46,33,7.8,75.3,144307,6773,115819,115984,34.5,231803,129498,22318,105344,112138,2139,69,10.5,13.8,4.1,2.7,6.6,28.6
Virginia,Botetourt,VirginiaBotetourt,69,20,3,32.3,28.3,16363,777,16388,16834,47,33222,21071,15102,5705,64733,3179,38.4,14.2,22.4,10.5,14.5,3.8,28.3
Virginia,Bristol City,VirginiaBristol,55,43,24,29.7,25.4,6750,566,8004,8839,42.2,16843,7785,5347,2313,37844,4812,35.6,18.6,24.5,7.3,14,2.9,21.1
Virginia,Caroline,VirginiaCaroline,64,45,34,37.7,19.9,13995,1009,15138,15046,40,30184,16288,8336,7657,60925,2456,28.8,18.1,26.4,12,14.7,2.9,35.6
Virginia,Carroll,VirginiaCarroll,15,12,7,36,15,12078,1075,14963,14775,47.4,29738,15619,12659,2842,41145,2793,27.1,16.8,23.3,14.1,18.8,4.1,25.8
Virginia,Charles,VirginiaCharles,67,44,31,38.3,14.7,3375,235,3441,3554,50.3,6995,4439,1761,2624,55069,4060,23,19.7,23.7,12.8,20.8,3.2,32.7
Virginia,Chesterfield,VirginiaChesterfield,61,44,32,23.6,40.5,175116,10971,163534,175913,38.8,339447,203188,93326,106935,76969,1205,42.1,14.8,25.6,7.9,9.7,4.8,26.4
Virginia,Covington City,VirginiaCovington,84,33,10,44.4,15.6,2181,231,2742,2840,42.8,5582,2594,1580,964,35546,3357,18.3,18.6,34.5,8.9,19.7,2.5,17.8
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,591882,36515,566646,576883,37.9,1143529,596358,168401,419943,117515,1314,56.6,14.7,18.4,5.7,4.7,6.3,32.1
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,591882,36515,566646,576883,37.9,1143529,13397,4002,9192,106870,5914,53,18.1,18.6,6.8,3.6,7.2,31.2
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,591882,36515,11801,12064,38.1,23865,596358,168401,419943,117515,1314,56.6,14.7,18.4,5.7,4.7,6.3,32.1
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,591882,36515,11801,12064,38.1,23865,13397,4002,9192,106870,5914,53,18.1,18.6,6.8,3.6,7.2,31.2
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,12304,734,566646,576883,37.9,1143529,596358,168401,419943,117515,1314,56.6,14.7,18.4,5.7,4.7,6.3,32.1
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,12304,734,566646,576883,37.9,1143529,13397,4002,9192,106870,5914,53,18.1,18.6,6.8,3.6,7.2,31.2
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,12304,734,11801,12064,38.1,23865,596358,168401,419943,117515,1314,56.6,14.7,18.4,5.7,4.7,6.3,32.1
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,12304,734,11801,12064,38.1,23865,13397,4002,9192,106870,5914,53,18.1,18.6,6.8,3.6,7.2,31.2
Virginia,Fauquier,VirginiaFauquier,61,42,31,26.6,36.4,35091,1721,34283,34832,41.4,69115,43448,25106,17565,94775,3957,42.8,16.6,20.8,12.4,7.4,7.3,39.8
Virginia,Frederick,VirginiaFrederick,78,45,35,32.4,28.3,46376,2260,42405,42748,40.6,85153,48736,30755,17200,71037,1954,37.3,13.3,24.2,11.5,13.7,4.6,31.1
Virginia,Giles,VirginiaGiles,200,61,37,38.7,18.1,7255,484,8252,8562,44.5,16814,9157,6876,2156,49734,2997,25.2,20.4,20.8,12.3,21.4,1.8,24.9
Virginia,Hampton City,VirginiaHampton,64,45,34,29.1,26.9,59090,5514,65275,70308,36.1,135583,65656,18430,46220,52021,1382,34,18.5,24.1,9.8,13.6,2.4,22.4
Virginia,Hanover,VirginiaHanover,64,45,34,25.5,39.8,55136,2798,51222,53227,42.9,104449,70728,44318,25307,84955,2275,45.4,13.8,24.9,8.9,7.1,6.9,26.1
Virginia,Henrico,VirginiaHenrico,71,48,36,21.2,43.7,168617,11704,154247,171395,38.5,325642,182426,63440,116572,66447,1191,44.4,15.4,26.1,5.8,8.3,5.2,22.3
Virginia,Hopewell City,VirginiaHopewell,15,13,6,36.7,14.8,8758,1053,10375,12033,36.5,22408,9606,4018,5427,40712,2737,25.4,20.3,27.1,10.6,16.6,2.1,24
Virginia,Loudoun,VirginiaLoudoun,108,45,33,12.4,61.3,211258,11936,190737,194406,36,385143,223599,82088,138372,129588,2111,57.3,13.2,19.9,4.5,5.1,7,33.7
Virginia,Lynchburg City,VirginiaLynchburg,54,38,21,25.2,35.6,33405,2610,37515,42616,28.2,80131,36002,17097,18048,41971,1414,37.9,22.4,21.9,6.7,11.1,3.7,17.4
Virginia,Madison,VirginiaMadison,54,45,37,36.3,23.4,7026,280,6350,6789,44.8,13139,8129,5300,2698,52287,4596,32.2,17.3,24.9,13.2,12.3,5.1,30.5
Virginia,Norfolk City,VirginiaNorfolk,60,31,17,25.6,28.8,102074,9751,128293,117299,30.5,245592,89491,23443,64440,47137,930,33.6,22,22.6,10.5,11.3,3,21.2
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,11493,11463,30.8,22956,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,11493,11463,30.8,22956,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,11493,11463,30.8,22956,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,20612,17282,37,37894,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,20612,17282,37,37894,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,20612,17282,37,37894,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,227951,228798,34.9,456749,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,227951,228798,34.9,456749,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652,227951,228798,34.9,456749,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,11493,11463,30.8,22956,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,11493,11463,30.8,22956,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,11493,11463,30.8,22956,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,20612,17282,37,37894,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,20612,17282,37,37894,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,20612,17282,37,37894,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,227951,228798,34.9,456749,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,227951,228798,34.9,456749,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969,227951,228798,34.9,456749,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,11493,11463,30.8,22956,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,11493,11463,30.8,22956,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,11493,11463,30.8,22956,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,20612,17282,37,37894,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,20612,17282,37,37894,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,20612,17282,37,37894,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,227951,228798,34.9,456749,9543,4434,4973,44147,3938,30.2,27.5,22.9,9.7,9.7,3.6,21.4
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,227951,228798,34.9,456749,17401,10103,7103,68461,3433,35.7,16.7,24.8,9.3,13.4,3.1,25.7
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028,227951,228798,34.9,456749,227327,81222,142863,101059,1440,43.4,17.7,22.4,9.1,7.4,4.2,39.1
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,3851,197,4928,3950,45.8,8878,4091,2547,1513,47341,4376,32.1,16,21.9,14,16,11.1,24.7
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,3851,197,4928,3950,45.8,8878,109674,16500,91503,42356,832,41,21.1,22.3,6.4,9.1,4.2,21.9
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,3851,197,106222,117565,33.8,223787,4091,2547,1513,47341,4376,32.1,16,21.9,14,16,11.1,24.7
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,3851,197,106222,117565,33.8,223787,109674,16500,91503,42356,832,41,21.1,22.3,6.4,9.1,4.2,21.9
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,109370,10592,4928,3950,45.8,8878,4091,2547,1513,47341,4376,32.1,16,21.9,14,16,11.1,24.7
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,109370,10592,4928,3950,45.8,8878,109674,16500,91503,42356,832,41,21.1,22.3,6.4,9.1,4.2,21.9
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,109370,10592,106222,117565,33.8,223787,4091,2547,1513,47341,4376,32.1,16,21.9,14,16,11.1,24.7
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,109370,10592,106222,117565,33.8,223787,109674,16500,91503,42356,832,41,21.1,22.3,6.4,9.1,4.2,21.9
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,46231,2489,44850,48733,43.6,93583,57439,34268,22261,62134,1707,41.8,15.2,25.5,6.4,11.1,4.3,22.4
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,46231,2489,44850,48733,43.6,93583,43157,15607,26773,41483,1343,31.9,21.4,24.9,7.9,13.8,2.6,20.8
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,46231,2489,47775,51846,38.7,99621,57439,34268,22261,62134,1707,41.8,15.2,25.5,6.4,11.1,4.3,22.4
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,46231,2489,47775,51846,38.7,99621,43157,15607,26773,41483,1343,31.9,21.4,24.9,7.9,13.8,2.6,20.8
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,45388,3786,44850,48733,43.6,93583,57439,34268,22261,62134,1707,41.8,15.2,25.5,6.4,11.1,4.3,22.4
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,45388,3786,44850,48733,43.6,93583,43157,15607,26773,41483,1343,31.9,21.4,24.9,7.9,13.8,2.6,20.8
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,45388,3786,47775,51846,38.7,99621,57439,34268,22261,62134,1707,41.8,15.2,25.5,6.4,11.1,4.3,22.4
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,45388,3786,47775,51846,38.7,99621,43157,15607,26773,41483,1343,31.9,21.4,24.9,7.9,13.8,2.6,20.8
Virginia,Rockbridge,VirginiaRockbridge,49,42,31,33.7,26.7,9892,575,11185,11324,48.7,22509,12368,8047,4022,53918,3825,34.3,16.8,21.3,11,16.5,7.5,23.5
Virginia,Rockingham,VirginiaRockingham,74,44,32,35.1,26.3,39573,1952,38910,40534,41.6,79444,43646,30349,12644,57651,1698,32.3,15.3,24.6,12.1,15.7,5,21.7
Virginia,Salem City,VirginiaSalem,66,42,23,29,27.9,11938,733,11902,13617,41.3,25519,13053,7685,5148,53990,2528,37,19.2,26.5,6.3,11,4.7,19.6
Virginia,Stafford,VirginiaStafford,84,44,32,22.9,39.9,68242,4099,72540,71472,35.3,144012,79257,37636,40245,103005,2824,47.3,15.9,22.5,8.5,5.9,5.7,40.9
Virginia,Suffolk City,VirginiaSuffolk,67,44,36,27.1,29.5,41643,2903,43085,46075,38.2,89160,49482,20082,28676,68089,1784,39.1,17.4,22.4,9.2,12,3.4,28.4
Virginia,Virginia Beach City,VirginiaVirginia,71,45,23,24,38.8,4075237,271407,221285,228850,35.9,450135,227561,105087,117393,70500,1124,40,17.2,25.8,9,8,3.8,23.7
Virginia,Virginia Beach City,VirginiaVirginia,71,45,23,24,38.8,215991,14331,221285,228850,35.9,450135,227561,105087,117393,70500,1124,40,17.2,25.8,9,8,3.8,23.7
Virginia,Winchester City,VirginiaWinchester,18,12,6,24.6,35.1,14041,871,13573,14216,37.3,27789,12044,5221,6610,49330,3199,35.6,22.3,22.9,8.6,10.6,6.6,24.8
Virginia,Wythe,VirginiaWythe,61,45,34,37.9,19,12760,1067,14112,14828,44.9,28940,15046,11733,3143,46119,2969,28.8,20.9,22.8,8.3,19.2,3.4,23.4
Washington,Adams,WashingtonAdams,241,33,13,28.7,14.3,8584,677,9844,9608,28.3,19452,5109,3449,1562,48131,5933,22.8,13.9,14.1,29.2,19.9,5.7,17.8
Washington,Asotin,WashingtonAsotin,289,62,29,28,21.4,9845,538,10721,11616,45,22337,11795,7259,4233,47483,4845,30,19.5,27.3,11.1,12.1,4.1,15.4
Washington,Benton,WashingtonBenton,908,54,33,24.5,30.9,94682,8461,97139,97029,35.7,194168,100997,59746,38081,63001,1568,39.4,16.3,21.2,11.3,11.8,4.2,21.8
Washington,Chelan,WashingtonChelan,489,54,21,26.4,25.8,40497,3693,37764,37993,40.2,75757,42387,22476,19005,54975,2156,30.4,19.6,21.4,15.4,13.2,6.8,18.6
Washington,Clallam,WashingtonClallam,309,47,33,26.3,27.4,26303,2977,36857,37630,50.5,74487,48267,22732,24335,48002,1653,30.2,23.3,24.2,11,11.2,5.6,21.2
Washington,Clark,WashingtonClark,509,58,27,24.2,30.6,221896,20682,230092,235292,38.2,465384,272477,125833,139863,67832,868,36.3,17,23.7,9.6,13.5,6.6,26.4
Washington,Columbia,WashingtonColumbia,233,41,18,21.7,25.6,1599,125,1930,2071,49.4,4001,2397,1699,644,46250,5936,33.8,18.1,25.2,13.6,9.3,5.3,22.6
Washington,Cowlitz,WashingtonCowlitz,257,38,16,30.6,17,43999,4523,51937,53175,41.5,105112,59608,34215,23802,49804,1607,27.7,19.4,21.3,12.8,18.8,4.8,24.6
