,State,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
1659,Montana,"Musselshell County, MT",Musselshell,MontanaMusselshell,2185,143
1660,Montana,"Park County, MT",Park,MontanaPark,8273,665
1661,Montana,"Petroleum County, MT",Petroleum,MontanaPetroleum,255,9
1662,Montana,"Phillips County, MT",Phillips,MontanaPhillips,1798,93
1663,Montana,"Pondera County, MT",Pondera,MontanaPondera,2553,132
1664,Montana,"Powder River County, MT",Powder,MontanaPowder,946,30
1665,Montana,"Powell County, MT",Powell,MontanaPowell,2819,137
1666,Montana,"Prairie County, MT",Prairie,MontanaPrairie,439,32
1667,Montana,"Ravalli County, MT",Ravalli,MontanaRavalli,19493,1191
1668,Montana,"Richland County, MT",Richland,MontanaRichland,5556,382
1669,Montana,"Roosevelt County, MT",Roosevelt,MontanaRoosevelt,4185,266
1670,Montana,"Rosebud County, MT",Rosebud,MontanaRosebud,3530,212
1671,Montana,"Sanders County, MT",Sanders,MontanaSanders,4691,395
1672,Montana,"Sheridan County, MT",Sheridan,MontanaSheridan,1684,85
1673,Montana,"Silver Bow County, MT",Silver,MontanaSilver,16153,1142
1674,Montana,"Stillwater County, MT",Stillwater,MontanaStillwater,5062,270
1675,Montana,"Sweet Grass County, MT",Sweet,MontanaSweet,1794,67
1676,Montana,"Teton County, MT",Teton,MontanaTeton,2644,121
1677,Montana,"Toole County, MT",Toole,MontanaToole,2034,107
1678,Montana,"Treasure County, MT",Treasure,MontanaTreasure,326,12
1679,Montana,"Valley County, MT",Valley,MontanaValley,3880,176
1680,Montana,"Wheatland County, MT",Wheatland,MontanaWheatland,699,55
1681,Montana,"Wibaux County, MT",Wibaux,MontanaWibaux,431,23
1682,Montana,"Yellowstone County, MT",Yellowstone,MontanaYellowstone,78676,4527
1683,Nebraska,Nebraska,Nebraska,NebraskaNebraska,991388,43787
1684,Nebraska,"Adams County, NE",Adams,NebraskaAdams,16169,670
1685,Nebraska,"Antelope County, NE",Antelope,NebraskaAntelope,3821,88
1686,Nebraska,"Arthur County, NE",Arthur,NebraskaArthur,219,12
1687,Nebraska,"Banner County, NE",Banner,NebraskaBanner,370,10
1688,Nebraska,"Blaine County, NE",Blaine,NebraskaBlaine,246,9
1689,Nebraska,"Boone County, NE",Boone,NebraskaBoone,2864,73
1690,Nebraska,"Box Butte County, NE",Box,NebraskaBox,5148,257
1691,Nebraska,"Boyd County, NE",Boyd,NebraskaBoyd,1027,30
1692,Nebraska,"Brown County, NE",Brown,NebraskaBrown,1359,38
1693,Nebraska,"Buffalo County, NE",Buffalo,NebraskaBuffalo,26430,1089
1694,Nebraska,"Burt County, NE",Burt,NebraskaBurt,3419,137
1695,Nebraska,"Butler County, NE",Butler,NebraskaButler,4433,156
1696,Nebraska,"Cass County, NE",Cass,NebraskaCass,12851,581
1697,Nebraska,"Cedar County, NE",Cedar,NebraskaCedar,4384,122
1698,Nebraska,"Chase County, NE",Chase,NebraskaChase,2244,41
1699,Nebraska,"Cherry County, NE",Cherry,NebraskaCherry,3253,81
1700,Nebraska,"Cheyenne County, NE",Cheyenne,NebraskaCheyenne,4038,186
1701,Nebraska,"Clay County, NE",Clay,NebraskaClay,3152,104
1702,Nebraska,"Colfax County, NE",Colfax,NebraskaColfax,5457,163
1703,Nebraska,"Cuming County, NE",Cuming,NebraskaCuming,4708,122
1704,Nebraska,"Custer County, NE",Custer,NebraskaCuster,6174,174
1705,Nebraska,"Dakota County, NE",Dakota,NebraskaDakota,10089,509
1706,Nebraska,"Dawes County, NE",Dawes,NebraskaDawes,4812,140
1707,Nebraska,"Dawson County, NE",Dawson,NebraskaDawson,12846,456
1708,Nebraska,"Deuel County, NE",Deuel,NebraskaDeuel,927,29
1709,Nebraska,"Dixon County, NE",Dixon,NebraskaDixon,2850,95
1710,Nebraska,"Dodge County, NE",Dodge,NebraskaDodge,19391,709
1711,Nebraska,"Douglas County, NE",Douglas,NebraskaDouglas,284846,15294
1712,Nebraska,"Dundy County, NE",Dundy,NebraskaDundy,1133,25
1713,Nebraska,"Fillmore County, NE",Fillmore,NebraskaFillmore,3067,87
1714,Nebraska,"Franklin County, NE",Franklin,NebraskaFranklin,1422,51
1715,Nebraska,"Frontier County, NE",Frontier,NebraskaFrontier,1494,45
1716,Nebraska,"Furnas County, NE",Furnas,NebraskaFurnas,2521,72
1717,Nebraska,"Gage County, NE",Gage,NebraskaGage,10438,434
1718,Nebraska,"Garden County, NE",Garden,NebraskaGarden,1024,37
1719,Nebraska,"Garfield County, NE",Garfield,NebraskaGarfield,1124,23
1720,Nebraska,"Gosper County, NE",Gosper,NebraskaGosper,1066,28
1721,Nebraska,"Grant County, NE",Grant,NebraskaGrant,401,8
1722,Nebraska,"Greeley County, NE",Greeley,NebraskaGreeley,1196,36
1723,Nebraska,"Hall County, NE",Hall,NebraskaHall,30179,1851
1724,Nebraska,"Hamilton County, NE",Hamilton,NebraskaHamilton,4585,175
1725,Nebraska,"Harlan County, NE",Harlan,NebraskaHarlan,1681,50
1726,Nebraska,"Hayes County, NE",Hayes,NebraskaHayes,616,14
1727,Nebraska,"Hitchcock County, NE",Hitchcock,NebraskaHitchcock,1259,45
1728,Nebraska,"Holt County, NE",Holt,NebraskaHolt,5590,140
1729,Nebraska,"Hooker County, NE",Hooker,NebraskaHooker,401,11
1730,Nebraska,"Howard County, NE",Howard,NebraskaHoward,3193,147
1731,Nebraska,"Jefferson County, NE",Jefferson,NebraskaJefferson,4078,115
1732,Nebraska,"Johnson County, NE",Johnson,NebraskaJohnson,1977,81
1733,Nebraska,"Kearney County, NE",Kearney,NebraskaKearney,3655,121
1734,Nebraska,"Keith County, NE",Keith,NebraskaKeith,4400,147
1735,Nebraska,"Keya Paha County, NE",Keya,NebraskaKeya,585,12
1736,Nebraska,"Kimball County, NE",Kimball,NebraskaKimball,1905,70
1737,Nebraska,"Knox County, NE",Knox,NebraskaKnox,4517,138
1738,Nebraska,"Lancaster County, NE",Lancaster,NebraskaLancaster,169507,7499
1739,Nebraska,"Lincoln County, NE",Lincoln,NebraskaLincoln,17645,722
1740,Nebraska,"Logan County, NE",Logan,NebraskaLogan,459,12
1741,Nebraska,"Loup County, NE",Loup,NebraskaLoup,397,12
1742,Nebraska,"McPherson County, NE",McPherson,NebraskaMcPherson,431,12
1743,Nebraska,"Madison County, NE",Madison,NebraskaMadison,18898,767
1744,Nebraska,"Merrick County, NE",Merrick,NebraskaMerrick,3845,159
1745,Nebraska,"Morrill County, NE",Morrill,NebraskaMorrill,2512,93
1746,Nebraska,"Nance County, NE",Nance,NebraskaNance,1883,63
1747,Nebraska,"Nemaha County, NE",Nemaha,NebraskaNemaha,3453,128
1748,Nebraska,"Nuckolls County, NE",Nuckolls,NebraskaNuckolls,2388,66
1749,Nebraska,"Otoe County, NE",Otoe,NebraskaOtoe,8072,297
1750,Nebraska,"Pawnee County, NE",Pawnee,NebraskaPawnee,1445,41
1751,Nebraska,"Perkins County, NE",Perkins,NebraskaPerkins,1801,33
1752,Nebraska,"Phelps County, NE",Phelps,NebraskaPhelps,4805,148
1753,Nebraska,"Pierce County, NE",Pierce,NebraskaPierce,3989,136
1754,Nebraska,"Platte County, NE",Platte,NebraskaPlatte,17090,651
1755,Nebraska,"Polk County, NE",Polk,NebraskaPolk,2824,88
1756,Nebraska,"Red Willow County, NE",Red,NebraskaRed,5663,191
1757,Nebraska,"Richardson County, NE",Richardson,NebraskaRichardson,4062,135
1758,Nebraska,"Rock County, NE",Rock,NebraskaRock,855,18
1759,Nebraska,"Saline County, NE",Saline,NebraskaSaline,7047,263
1760,Nebraska,"Sarpy County, NE",Sarpy,NebraskaSarpy,92833,3943
1761,Nebraska,"Saunders County, NE",Saunders,NebraskaSaunders,10746,409
1762,Nebraska,"Scotts Bluff County, NE",Scotts,NebraskaScotts,17402,758
1763,Nebraska,"Seward County, NE",Seward,NebraskaSeward,8489,363
1764,Nebraska,"Sheridan County, NE",Sheridan,NebraskaSheridan,2643,65
1765,Nebraska,"Sherman County, NE",Sherman,NebraskaSherman,1614,53
1766,Nebraska,"Sioux County, NE",Sioux,NebraskaSioux,730,17
1767,Nebraska,"Stanton County, NE",Stanton,NebraskaStanton,3412,119
1768,Nebraska,"Thayer County, NE",Thayer,NebraskaThayer,2705,76
1769,Nebraska,"Thomas County, NE",Thomas,NebraskaThomas,403,17
1770,Nebraska,"Thurston County, NE",Thurston,NebraskaThurston,2909,161
1771,Nebraska,"Valley County, NE",Valley,NebraskaValley,2064,60
1772,Nebraska,"Washington County, NE",Washington,NebraskaWashington,10729,407
1773,Nebraska,"Wayne County, NE",Wayne,NebraskaWayne,5454,156
1774,Nebraska,"Webster County, NE",Webster,NebraskaWebster,1591,62
1775,Nebraska,"Wheeler County, NE",Wheeler,NebraskaWheeler,540,10
1776,Nebraska,"York County, NE",York,NebraskaYork,7021,244
1777,Nevada,Nevada,Nevada,NevadaNevada,1334416,196456
1778,Nevada,"Churchill County, NV",Churchill,NevadaChurchill,10451,623
1779,Nevada,"Clark County, NV",Clark,NevadaClark,958069,165513
1780,Nevada,"Douglas County, NV",Douglas,NevadaDouglas,20531,1934
1781,Nevada,"Elko County, NV",Elko,NevadaElko,25264,1527
1782,Nevada,"Esmeralda County, NV",Esmeralda,NevadaEsmeralda,385,21
1783,Nevada,"Eureka County, NV",Eureka,NevadaEureka,1004,36
1784,Nevada,"Humboldt County, NV",Humboldt,NevadaHumboldt,7641,395
1785,Nevada,"Lander County, NV",Lander,NevadaLander,2999,150
1786,Nevada,"Lincoln County, NV",Lincoln,NevadaLincoln,1910,103
1787,Nevada,"Lyon County, NV",Lyon,NevadaLyon,21077,1968
1788,Nevada,"Mineral County, NV",Mineral,NevadaMineral,1976,117
1789,Nevada,"Nye County, NV",Nye,NevadaNye,15889,1707
1790,Nevada,"Pershing County, NV",Pershing,NevadaPershing,2407,123
1791,Nevada,"Storey County, NV",Storey,NevadaStorey,1879,171
1792,Nevada,"Washoe County, NV",Washoe,NevadaWashoe,234544,19734
1793,Nevada,"White Pine County, NV",White,NevadaWhite,4403,192
1794,Nevada,"Carson City, NV",Carson,NevadaCarson,23987,2143
1795,NH,New Hampshire,New,NHNew,710817,50915
1796,NH,"Belknap County, NH",Belknap,NHBelknap,28971,2157
1797,NH,"Carroll County, NH",Carroll,NHCarroll,21358,1776
1798,NH,"Cheshire County, NH",Cheshire,NHCheshire,37407,2444
1799,NH,"Coos County, NH",Coos,NHCoos,13263,1136
1800,NH,"Grafton County, NH",Grafton,NHGrafton,45341,2813
1801,NH,"Hillsborough County, NH",Hillsborough,NHHillsborough,223343,16792
1802,NH,"Merrimack County, NH",Merrimack,NHMerrimack,77822,4800
1803,NH,"Rockingham County, NH",Rockingham,NHRockingham,172832,13147
1804,NH,"Strafford County, NH",Strafford,NHStrafford,68613,4610
1805,NH,"Sullivan County, NH",Sullivan,NHSullivan,21866,1239
1806,New Jersey,New Jersey,New,New JerseyNew,4055260,439906
1807,New Jersey,"Atlantic County, NJ",Atlantic,New JerseyAtlantic,99546,21491
1808,New Jersey,"Bergen County, NJ",Bergen,New JerseyBergen,432189,45703
1809,New Jersey,"Burlington County, NJ",Burlington,New JerseyBurlington,211788,18996
1810,New Jersey,"Camden County, NJ",Camden,New JerseyCamden,230287,25761
1811,New Jersey,"Cape May County, NJ",Cape,New JerseyCape,39206,6286
1812,New Jersey,"Cumberland County, NJ",Cumberland,New JerseyCumberland,59148,7129
1813,New Jersey,"Essex County, NJ",Essex,New JerseyEssex,330269,43674
1814,New Jersey,"Gloucester County, NJ",Gloucester,New JerseyGloucester,137052,14028
1815,New Jersey,"Hudson County, NJ",Hudson,New JerseyHudson,322277,38221
1816,New Jersey,"Hunterdon County, NJ",Hunterdon,New JerseyHunterdon,58730,4565
1817,New Jersey,"Mercer County, NJ",Mercer,New JerseyMercer,190150,15255
1818,New Jersey,"Middlesex County, NJ",Middlesex,New JerseyMiddlesex,398298,38031
1819,New Jersey,"Monmouth County, NJ",Monmouth,New JerseyMonmouth,298748,28964
1820,New Jersey,"Morris County, NJ",Morris,New JerseyMorris,232958,19630
1821,New Jersey,"Ocean County, NJ",Ocean,New JerseyOcean,252016,26397
1822,New Jersey,"Passaic County, NJ",Passaic,New JerseyPassaic,214293,30894
1823,New Jersey,"Salem County, NJ",Salem,New JerseySalem,26715,2817
1824,New Jersey,"Somerset County, NJ",Somerset,New JerseySomerset,154873,13065
1825,New Jersey,"Sussex County, NJ",Sussex,New JerseySussex,66900,6936
1826,New Jersey,"Union County, NJ",Union,New JerseyUnion,248871,27340
1827,New Jersey,"Warren County, NJ",Warren,New JerseyWarren,50947,4723
1828,New Mexico,New Mexico,New,New MexicoNew,863874,79413
1829,New Mexico,"Bernalillo County, NM",Bernalillo,New MexicoBernalillo,303820,26825
1830,New Mexico,"Catron County, NM",Catron,New MexicoCatron,1075,84
1831,New Mexico,"Chaves County, NM",Chaves,New MexicoChaves,25832,2274
1832,New Mexico,"Cibola County, NM",Cibola,New MexicoCibola,8278,842
1833,New Mexico,"Colfax County, NM",Colfax,New MexicoColfax,4824,367
1834,New Mexico,"Curry County, NM",Curry,New MexicoCurry,21068,1224
1835,New Mexico,"De Baca County, NM",De,New MexicoDe,675,35
1836,New Mexico,"Dona Ana County, NM",Dona,New MexicoDona,89080,8073
1837,New Mexico,"Eddy County, NM",Eddy,New MexicoEddy,31384,2316
1838,New Mexico,"Grant County, NM",Grant,New MexicoGrant,10819,1074
1839,New Mexico,"Guadalupe County, NM",Guadalupe,New MexicoGuadalupe,1428,103
1840,New Mexico,"Harding County, NM",Harding,New MexicoHarding,264,12
1841,New Mexico,"Hidalgo County, NM",Hidalgo,New MexicoHidalgo,1842,114
1842,New Mexico,"Lea County, NM",Lea,New MexicoLea,26281,3264
1843,New Mexico,"Lincoln County, NM",Lincoln,New MexicoLincoln,8154,789
1844,New Mexico,"Los Alamos County, NM",Los,New MexicoLos,9603,371
1845,New Mexico,"Luna County, NM",Luna,New MexicoLuna,8727,1645
1846,New Mexico,"McKinley County, NM",McKinley,New MexicoMcKinley,21557,2478
1847,New Mexico,"Mora County, NM",Mora,New MexicoMora,1898,166
1848,New Mexico,"Otero County, NM",Otero,New MexicoOtero,23556,2140
1849,New Mexico,"Quay County, NM",Quay,New MexicoQuay,2870,229
1850,New Mexico,"Rio Arriba County, NM",Rio,New MexicoRio,15455,1361
1851,New Mexico,"Roosevelt County, NM",Roosevelt,New MexicoRoosevelt,7443,491
1852,New Mexico,"Sandoval County, NM",Sandoval,New MexicoSandoval,60627,5698
1853,New Mexico,"San Juan County, NM",San,New MexicoSan,45321,5046
1854,New Mexico,"San Miguel County, NM",San,New MexicoSan,9646,870
1855,New Mexico,"Santa Fe County, NM",Santa,New MexicoSanta,65455,5891
1856,New Mexico,"Sierra County, NM",Sierra,New MexicoSierra,3749,378
1857,New Mexico,"Socorro County, NM",Socorro,New MexicoSocorro,5805,443
1858,New Mexico,"Taos County, NM",Taos,New MexicoTaos,13238,1729
1859,New Mexico,"Torrance County, NM",Torrance,New MexicoTorrance,4854,511
1860,New Mexico,"Union County, NM",Union,New MexicoUnion,1569,84
1861,New Mexico,"Valencia County, NM",Valencia,New MexicoValencia,27681,2486
1862,New York,New York,New,New YorkNew,8361006,928165
1863,New York,"Albany County, NY",Albany,New YorkAlbany,146027,11299
1864,New York,"Allegany County, NY",Allegany,New YorkAllegany,17502,1536
1865,New York,"Bronx County, NY",Bronx,New YorkBronx,494651,94436
1866,New York,"Broome County, NY",Broome,New YorkBroome,74798,7099
1867,New York,"Cattaraugus County, NY",Cattaraugus,New YorkCattaraugus,30022,3120
1868,New York,"Cayuga County, NY",Cayuga,New YorkCayuga,32618,2799
1869,New York,"Chautauqua County, NY",Chautauqua,New YorkChautauqua,48027,4702
1870,New York,"Chemung County, NY",Chemung,New YorkChemung,32328,3102
1871,New York,"Chenango County, NY",Chenango,New YorkChenango,20261,1499
1872,New York,"Clinton County, NY",Clinton,New YorkClinton,32623,2824
1873,New York,"Columbia County, NY",Columbia,New YorkColumbia,28431,1878
1874,New York,"Cortland County, NY",Cortland,New YorkCortland,20668,1785
1875,New York,"Delaware County, NY",Delaware,New YorkDelaware,17274,1340
1876,New York,"Dutchess County, NY",Dutchess,New YorkDutchess,131173,10888
1877,New York,"Erie County, NY",Erie,New YorkErie,397536,41755
1878,New York,"Essex County, NY",Essex,New YorkEssex,15174,1344
1879,New York,"Franklin County, NY",Franklin,New YorkFranklin,17622,1575
1880,New York,"Fulton County, NY",Fulton,New YorkFulton,20569,1940
1881,New York,"Genesee County, NY",Genesee,New YorkGenesee,26833,2129
1882,New York,"Greene County, NY",Greene,New YorkGreene,18598,1683
1883,New York,"Hamilton County, NY",Hamilton,New YorkHamilton,1972,169
1884,New York,"Herkimer County, NY",Herkimer,New YorkHerkimer,25227,2250
1885,New York,"Jefferson County, NY",Jefferson,New YorkJefferson,39542,3753
1886,New York,"Kings County, NY",Kings,New YorkKings,1006852,144278
1887,New York,"Lewis County, NY",Lewis,New YorkLewis,10515,874
1888,New York,"Livingston County, NY",Livingston,New YorkLivingston,27727,2104
1889,New York,"Madison County, NY",Madison,New YorkMadison,29908,2529
1890,New York,"Monroe County, NY",Monroe,New YorkMonroe,328525,30774
1891,New York,"Montgomery County, NY",Montgomery,New YorkMontgomery,20098,1934
1892,New York,"Nassau County, NY",Nassau,New YorkNassau,640035,58907
1893,New York,"New York County, NY",New,New YorkNew,777583,82035
1894,New York,"Niagara County, NY",Niagara,New YorkNiagara,87906,10199
1895,New York,"Oneida County, NY",Oneida,New YorkOneida,92473,8175
1896,New York,"Onondaga County, NY",Onondaga,New YorkOnondaga,202037,18446
1897,New York,"Ontario County, NY",Ontario,New YorkOntario,50447,3954
1898,New York,"Orange County, NY",Orange,New YorkOrange,167957,15308
1899,New York,"Orleans County, NY",Orleans,New YorkOrleans,15713,1433
1900,New York,"Oswego County, NY",Oswego,New YorkOswego,47549,4660
1901,New York,"Otsego County, NY",Otsego,New YorkOtsego,24686,1921
1902,New York,"Putnam County, NY",Putnam,New YorkPutnam,46294,3785
1903,New York,"Queens County, NY",Queens,New YorkQueens,961214,137723
1904,New York,"Rensselaer County, NY",Rensselaer,New YorkRensselaer,75155,5640
1905,New York,"Richmond County, NY",Richmond,New YorkRichmond,188608,22456
1906,New York,"Rockland County, NY",Rockland,New YorkRockland,140547,12356
1907,New York,"St. Lawrence County, NY",St.,New YorkSt.,39353,3501
1908,New York,"Saratoga County, NY",Saratoga,New YorkSaratoga,111029,7980
1909,New York,"Schenectady County, NY",Schenectady,New YorkSchenectady,70723,6202
1910,New York,"Schoharie County, NY",Schoharie,New YorkSchoharie,13412,1028
1911,New York,"Schuyler County, NY",Schuyler,New YorkSchuyler,7319,689
1912,New York,"Seneca County, NY",Seneca,New YorkSeneca,13970,1244
1913,New York,"Steuben County, NY",Steuben,New YorkSteuben,38592,3430
1914,New York,"Suffolk County, NY",Suffolk,New YorkSuffolk,699613,64951
1915,New York,"Sullivan County, NY",Sullivan,New YorkSullivan,32601,3157
1916,New York,"Tioga County, NY",Tioga,New YorkTioga,20410,1732
1917,New York,"Tompkins County, NY",Tompkins,New YorkTompkins,44967,2962
1918,New York,"Ulster County, NY",Ulster,New YorkUlster,79285,6901
1919,New York,"Warren County, NY",Warren,New YorkWarren,28308,2593
1920,New York,"Washington County, NY",Washington,New YorkWashington,25348,1954
1921,New York,"Wayne County, NY",Wayne,New YorkWayne,39749,3172
1922,New York,"Westchester County, NY",Westchester,New YorkWestchester,437772,40187
1923,New York,"Wyoming County, NY",Wyoming,New YorkWyoming,16457,1336
1924,New York,"Yates County, NY",Yates,New YorkYates,10794,752
1925,North Carolina,North Carolina,North,North CarolinaNorth,4587407,363452
1926,North Carolina,"Alamance County, NC",Alamance,North CarolinaAlamance,74625,5832
1927,North Carolina,"Alexander County, NC",Alexander,North CarolinaAlexander,16377,1317
1928,North Carolina,"Alleghany County, NC",Alleghany,North CarolinaAlleghany,3903,307
1929,North Carolina,"Anson County, NC",Anson,North CarolinaAnson,9617,805
1930,North Carolina,"Ashe County, NC",Ashe,North CarolinaAshe,11878,786
1931,North Carolina,"Avery County, NC",Avery,North CarolinaAvery,6825,462
1932,North Carolina,"Beaufort County, NC",Beaufort,North CarolinaBeaufort,18159,1228
1933,North Carolina,"Bertie County, NC",Bertie,North CarolinaBertie,7132,486
1934,North Carolina,"Bladen County, NC",Bladen,North CarolinaBladen,13439,1046
1935,North Carolina,"Brunswick County, NC",Brunswick,North CarolinaBrunswick,47641,4605
1936,North Carolina,"Buncombe County, NC",Buncombe,North CarolinaBuncombe,125114,11366
1937,North Carolina,"Burke County, NC",Burke,North CarolinaBurke,37019,2869
1938,North Carolina,"Cabarrus County, NC",Cabarrus,North CarolinaCabarrus,100873,7571
1939,North Carolina,"Caldwell County, NC",Caldwell,North CarolinaCaldwell,32931,2823
1940,North Carolina,"Camden County, NC",Camden,North CarolinaCamden,4323,251
1941,North Carolina,"Carteret County, NC",Carteret,North CarolinaCarteret,29373,1947
1942,North Carolina,"Caswell County, NC",Caswell,North CarolinaCaswell,8869,752
1943,North Carolina,"Catawba County, NC",Catawba,North CarolinaCatawba,71632,6220
1944,North Carolina,"Chatham County, NC",Chatham,North CarolinaChatham,33338,1910
1945,North Carolina,"Cherokee County, NC",Cherokee,North CarolinaCherokee,10084,868
1946,North Carolina,"Chowan County, NC",Chowan,North CarolinaChowan,5140,336
1947,North Carolina,"Clay County, NC",Clay,North CarolinaClay,3778,301
1948,North Carolina,"Cleveland County, NC",Cleveland,North CarolinaCleveland,44634,3801
1949,North Carolina,"Columbus County, NC",Columbus,North CarolinaColumbus,20662,1839
1950,North Carolina,"Craven County, NC",Craven,North CarolinaCraven,38121,2699
1951,North Carolina,"Cumberland County, NC",Cumberland,North CarolinaCumberland,114386,12001
1952,North Carolina,"Currituck County, NC",Currituck,North CarolinaCurrituck,12976,875
1953,North Carolina,"Dare County, NC",Dare,North CarolinaDare,17636,1912
1954,North Carolina,"Davidson County, NC",Davidson,North CarolinaDavidson,73311,5605
1955,North Carolina,"Davie County, NC",Davie,North CarolinaDavie,18709,1370
1956,North Carolina,"Duplin County, NC",Duplin,North CarolinaDuplin,23420,1392
1957,North Carolina,"Durham County, NC",Durham,North CarolinaDurham,159304,11118
1958,North Carolina,"Edgecombe County, NC",Edgecombe,North CarolinaEdgecombe,18511,2191
1959,North Carolina,"Forsyth County, NC",Forsyth,North CarolinaForsyth,170449,13700
1960,North Carolina,"Franklin County, NC",Franklin,North CarolinaFranklin,28909,2120
1961,North Carolina,"Gaston County, NC",Gaston,North CarolinaGaston,100744,8782
1962,North Carolina,"Gates County, NC",Gates,North CarolinaGates,4779,290
1963,North Carolina,"Graham County, NC",Graham,North CarolinaGraham,2772,305
1964,North Carolina,"Granville County, NC",Granville,North CarolinaGranville,27832,1734
1965,North Carolina,"Greene County, NC",Greene,North CarolinaGreene,9012,539
1966,North Carolina,"Guilford County, NC",Guilford,North CarolinaGuilford,234933,22064
1967,North Carolina,"Halifax County, NC",Halifax,North CarolinaHalifax,18237,1844
1968,North Carolina,"Harnett County, NC",Harnett,North CarolinaHarnett,48916,3957
1969,North Carolina,"Haywood County, NC",Haywood,North CarolinaHaywood,26503,2160
1970,North Carolina,"Henderson County, NC",Henderson,North CarolinaHenderson,48836,3618
1971,North Carolina,"Hertford County, NC",Hertford,North CarolinaHertford,8389,627
1972,North Carolina,"Hoke County, NC",Hoke,North CarolinaHoke,18049,1710
1973,North Carolina,"Hyde County, NC",Hyde,North CarolinaHyde,1614,183
1974,North Carolina,"Iredell County, NC",Iredell,North CarolinaIredell,82336,6519
1975,North Carolina,"Jackson County, NC",Jackson,North CarolinaJackson,18286,1499
1976,North Carolina,"Johnston County, NC",Johnston,North CarolinaJohnston,92056,6241
1977,North Carolina,"Jones County, NC",Jones,North CarolinaJones,3957,242
1978,North Carolina,"Lee County, NC",Lee,North CarolinaLee,23894,2071
1979,North Carolina,"Lenoir County, NC",Lenoir,North CarolinaLenoir,25892,1708
1980,North Carolina,"Lincoln County, NC",Lincoln,North CarolinaLincoln,40410,2852
1981,North Carolina,"McDowell County, NC",McDowell,North CarolinaMcDowell,19123,1432
1982,North Carolina,"Macon County, NC",Macon,North CarolinaMacon,14416,1033
1983,North Carolina,"Madison County, NC",Madison,North CarolinaMadison,8926,661
1984,North Carolina,"Martin County, NC",Martin,North CarolinaMartin,8267,617
1985,North Carolina,"Mecklenburg County, NC",Mecklenburg,North CarolinaMecklenburg,569616,47927
1986,North Carolina,"Mitchell County, NC",Mitchell,North CarolinaMitchell,5427,459
1987,North Carolina,"Montgomery County, NC",Montgomery,North CarolinaMontgomery,10573,755
1988,North Carolina,"Moore County, NC",Moore,North CarolinaMoore,37796,2938
1989,North Carolina,"Nash County, NC",Nash,North CarolinaNash,38590,3539
1990,North Carolina,"New Hanover County, NC",New,North CarolinaNew,112078,8761
1991,North Carolina,"Northampton County, NC",Northampton,North CarolinaNorthampton,6978,550
1992,North Carolina,"Onslow County, NC",Onslow,North CarolinaOnslow,59276,4623
1993,North Carolina,"Orange County, NC",Orange,North CarolinaOrange,73636,4172
1994,North Carolina,"Pamlico County, NC",Pamlico,North CarolinaPamlico,4947,295
1995,North Carolina,"Pasquotank County, NC",Pasquotank,North CarolinaPasquotank,15306,1211
1996,North Carolina,"Pender County, NC",Pender,North CarolinaPender,26157,1844
1997,North Carolina,"Perquimans County, NC",Perquimans,North CarolinaPerquimans,4521,324
1998,North Carolina,"Person County, NC",Person,North CarolinaPerson,16766,1332
1999,North Carolina,"Pitt County, NC",Pitt,North CarolinaPitt,81504,5946
2000,North Carolina,"Polk County, NC",Polk,North CarolinaPolk,8392,556
2001,North Carolina,"Randolph County, NC",Randolph,North CarolinaRandolph,59268,4725
2002,North Carolina,"Richmond County, NC",Richmond,North CarolinaRichmond,15200,1533
2003,North Carolina,"Robeson County, NC",Robeson,North CarolinaRobeson,45531,4420
2004,North Carolina,"Rockingham County, NC",Rockingham,North CarolinaRockingham,35723,3260
2005,North Carolina,"Rowan County, NC",Rowan,North CarolinaRowan,59909,5174
2006,North Carolina,"Rutherford County, NC",Rutherford,North CarolinaRutherford,22307,2281
2007,North Carolina,"Sampson County, NC",Sampson,North CarolinaSampson,26837,1661
2008,North Carolina,"Scotland County, NC",Scotland,North CarolinaScotland,10034,1373
2009,North Carolina,"Stanly County, NC",Stanly,North CarolinaStanly,27757,1873
2010,North Carolina,"Stokes County, NC",Stokes,North CarolinaStokes,19638,1353
2011,North Carolina,"Surry County, NC",Surry,North CarolinaSurry,30404,2236
2012,North Carolina,"Swain County, NC",Swain,North CarolinaSwain,6351,588
2013,North Carolina,"Transylvania County, NC",Transylvania,North CarolinaTransylvania,13278,868
2014,North Carolina,"Tyrrell County, NC",Tyrrell,North CarolinaTyrrell,1238,121
2015,North Carolina,"Union County, NC",Union,North CarolinaUnion,113926,7247
2016,North Carolina,"Vance County, NC",Vance,North CarolinaVance,15388,1731
2017,North Carolina,"Wake County, NC",Wake,North CarolinaWake,546490,37598
2018,North Carolina,"Warren County, NC",Warren,North CarolinaWarren,5919,641
2019,North Carolina,"Washington County, NC",Washington,North CarolinaWashington,4034,358
2020,North Carolina,"Watauga County, NC",Watauga,North CarolinaWatauga,26261,1736
2021,North Carolina,"Wayne County, NC",Wayne,North CarolinaWayne,47430,3278
2022,North Carolina,"Wilkes County, NC",Wilkes,North CarolinaWilkes,26544,1939
2023,North Carolina,"Wilson County, NC",Wilson,North CarolinaWilson,31380,3062
2024,North Carolina,"Yadkin County, NC",Yadkin,North CarolinaYadkin,16074,1231
2025,North Carolina,"Yancey County, NC",Yancey,North CarolinaYancey,7649,540
