State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed
Pennsylvania,Mercer,PennsylvaniaMercer,105,54,38,43,22.8,43397,4651
Pennsylvania,Monroe,PennsylvaniaMonroe,80,44,33,35.1,24.7,71996,9390
Pennsylvania,Montgomery,PennsylvaniaMontgomery,99,56,38,23.6,49.3,412925,34036
Pennsylvania,Northampton,PennsylvaniaNorthampton,117,54,38,34.5,30.3,144689,14239
Pennsylvania,Philadelphia,PennsylvaniaPhiladelphia,119,59,41,32.6,29.7,634409,89529
Pennsylvania,Somerset,PennsylvaniaSomerset,71,44,34,49.8,15.9,29567,3094
Pennsylvania,Susquehanna,PennsylvaniaSusquehanna,71,40,23,45,18.6,18323,1451
Pennsylvania,Tioga,PennsylvaniaTioga,79,47,37,45.3,19.1,17128,1703
Pennsylvania,Warren,PennsylvaniaWarren,95,24,9,45.4,19.5,17163,1505
Pennsylvania,Washington,PennsylvaniaWashington,100,58,41,37.3,30,95218,9871
Pennsylvania,Westmoreland,PennsylvaniaWestmoreland,81,50,35,36.9,29.1,160646,16077
Pennsylvania,Wyoming,PennsylvaniaWyoming,76,43,25,46.4,19.6,12144,1110
Pennsylvania,York,PennsylvaniaYork,97,57,40,39.6,24.9,214165,18647
Rhode Island,Kent,Rhode IslandKent,133,47,31,28,33.3,80562,7721
Rhode Island,Providence,Rhode IslandProvidence,112,54,40,31,29,287648,32616
Rhode Island,Washington,Rhode IslandWashington,154,49,32,22.8,46.1,60597,5139
South Carolina,Aiken,South CarolinaAiken,71,44,32,32.8,26.4,71743,3788
South Carolina,Anderson,South CarolinaAnderson,71,46,35,31.2,22.2,85475,5402
South Carolina,Berkeley,South CarolinaBerkeley,51,43,31,29.4,25,99042,5874
South Carolina,Charleston,South CarolinaCharleston,117,51,35,22.7,43.6,198552,13387
South Carolina,Chesterfield,South CarolinaChesterfield,89,49,34,41.3,10.4,20511,1323
South Carolina,Darlington,South CarolinaDarlington,49,42,32,35.1,18.4,28542,1979
South Carolina,Edgefield,South CarolinaEdgefield,115,46,33,36.7,16.7,10247,552
South Carolina,Florence,South CarolinaFlorence,95,42,28,32.9,23.6,63406,3744
South Carolina,Greenville,South CarolinaGreenville,116,55,39,23.8,35.1,241371,14613
South Carolina,Horry,South CarolinaHorry,50,44,32,32.5,23.6,134956,12741
South Carolina,Lexington,South CarolinaLexington,111,48,29,28.2,30.4,143882,6557
South Carolina,Oconee,South CarolinaOconee,0,0,0,29,25.8,33180,1876
South Carolina,Richland,South CarolinaRichland,117,49,35,22.5,39.1,188057,11661
South Carolina,Spartanburg,South CarolinaSpartanburg,112,54,40,29.3,24.5,148274,10427
South Carolina,York,South CarolinaYork,92,47,35,25.1,33.3,135143,8747
South Dakota,Brookings,South DakotaBrookings,87,55,38,25.2,40.3,17669,811
South Dakota,Brown,South DakotaBrown,75,47,23,31.6,29.4,19678,904
South Dakota,Codington,South DakotaCodington,101,53,36,36.5,21.5,14662,754
South Dakota,Custer,South DakotaCuster,119,54,41,35,23.5,3834,243
South Dakota,Hughes,South DakotaHughes,76,30,14,27.3,34.7,9574,335
South Dakota,Jackson,South DakotaJackson,90,51,39,33.5,17.8,1155,52
South Dakota,Meade,South DakotaMeade,84,47,38,28.7,27.2,13235,683
South Dakota,Minnehaha,South DakotaMinnehaha,90,52,35,26.4,33.1,108033,5135
South Dakota,Pennington,South DakotaPennington,91,62,31,27.5,31.5,54074,3020
South Dakota,Union,South DakotaUnion,141,53,36,29.5,30.6,8088,434
Tennessee,Anderson,TennesseeAnderson,64,46,35,32.9,23.3,32049,2311
Tennessee,Blount,TennesseeBlount,92,51,38,34.6,24.2,59440,4065
Tennessee,Claiborne,TennesseeClaiborne,51,44,32,38,16.1,11838,889
Tennessee,Davidson,TennesseeDavidson,116,58,41,22.1,41.7,369787,32271
Tennessee,DeKalb,TennesseeDeKalb,61,44,33,40.9,16.7,6957,694
Tennessee,Dyer,TennesseeDyer,117,42,23,38.8,16.1,14603,1276
Tennessee,Hamilton,TennesseeHamilton,151,55,40,26.9,32.2,169337,13015
Tennessee,Jefferson,TennesseeJefferson,74,48,37,39.1,16.8,22853,1844
Tennessee,Knox,TennesseeKnox,90,55,38,25.3,37.6,228282,14361
Tennessee,Lawrence,TennesseeLawrence,72,37,20,44.3,14.3,17603,1489
Tennessee,Loudon,TennesseeLoudon,97,49,34,32.4,26.4,22072,1500
Tennessee,Madison,TennesseeMadison,108,42,25,35.3,25.6,45343,3685
Tennessee,Maury,TennesseeMaury,91,42,22,35.7,23,45854,4061
Tennessee,McMinn,TennesseeMcMinn,88,47,28,40.4,16.2,21579,1814
Tennessee,Montgomery,TennesseeMontgomery,116,44,26,28.5,28.5,79666,6568
Tennessee,Putnam,TennesseePutnam,105,40,23,36.5,26.4,32661,2309
Tennessee,Roane,TennesseeRoane,91,46,26,36.3,19.8,21508,1513
Tennessee,Sevier,TennesseeSevier,105,49,40,37.2,17.4,48540,5181
Tennessee,Shelby,TennesseeShelby,152,61,44,27.5,31.6,404507,43262
Tennessee,Sullivan,TennesseeSullivan,109,54,37,34.7,23.6,64370,4982
Tennessee,Sumner,TennesseeSumner,121,52,37,30.9,28.1,95424,6645
Tennessee,Williamson,TennesseeWilliamson,71,47,37,13.3,59.8,120874,6123
Tennessee,Wilson,TennesseeWilson,64,45,33,29,32.4,71882,4812
Texas,Atascosa,TexasAtascosa,156,60,29,38.7,14.4,19979,1843
Texas,Bell,TexasBell,135,61,40,26,25.2,134459,10099
Texas,Bexar,TexasBexar,158,77,49,25.4,28,871017,71110
Texas,Bowie,TexasBowie,127,56,36,34.8,20.6,35891,2864
Texas,Brazoria,TexasBrazoria,182,51,33,25.5,30,162442,15267
Texas,Brazos,TexasBrazos,99,52,30,19.2,41.7,110366,6233
Texas,Brewster,TexasBrewster,80,50,40,21.3,40,3811,272
Texas,Cameron,TexasCameron,176,70,43,26.4,17.3,151855,17219
Texas,Collin,TexasCollin,154,54,37,15,52.3,534617,36006
Texas,Culberson,TexasCulberson,112,80,47,35,10.2,1075,75
Texas,Dallas,TexasDallas,135,67,42,22.6,31.5,1251192,103841
Texas,Denton,TexasDenton,142,71,40,17.8,45.1,471296,32666
Texas,Ector,TexasEctor,95,51,27,30.3,15.4,73736,9116
Texas,El Paso,TexasEl,192,84,54,23.7,23.3,333991,30094
Texas,Ellis,TexasEllis,125,58,39,27.7,24.3,87937,5641
Texas,Freestone,TexasFreestone,10,1,0,33.2,15.3,5820,528
Texas,Galveston,TexasGalveston,143,62,40,24.9,31.1,150218,14390
Texas,Gregg,TexasGregg,86,46,32,28.2,21.3,51883,4682
Texas,Harris,TexasHarris,179,80,50,23.4,31.5,2088449,204310
Texas,Harrison,TexasHarrison,100,52,36,34,19.1,26843,2290
Texas,Hidalgo,TexasHidalgo,155,65,37,23.5,18.7,318076,41893
Texas,Hood,TexasHood,100,48,33,30,26.4,25745,1833
Texas,Howard,TexasHoward,200,71,9,33.7,12.6,12409,1093
Texas,Hunt,TexasHunt,87,45,32,34,19.9,40659,2847
Texas,Hutchinson,TexasHutchinson,156,113,16,34.4,14,7926,613
Texas,Jefferson,TexasJefferson,122,63,41,31.9,19.7,93022,12570
Texas,Johnson,TexasJohnson,105,50,34,35.9,18.7,77541,5390
Texas,Karnes,TexasKarnes,32,17,6,36.9,15.3,6567,440
Texas,Kaufman,TexasKaufman,134,56,37,32.4,20.5,62886,4377
Texas,Kleberg,TexasKleberg,168,66,35,26.7,24.6,12277,1125
Texas,Lubbock,TexasLubbock,81,40,20,25.6,30.1,147629,8996
Texas,Maverick,TexasMaverick,160,56,27,22.6,12.7,20821,3673
Texas,McLennan,TexasMcLennan,97,50,38,27,24.2,112937,7410
Texas,Milam,TexasMilam,3,1,0,38.1,14.1,9054,696
Texas,Montgomery,TexasMontgomery,129,62,40,22.8,34.5,263501,21493
Texas,Navarro,TexasNavarro,153,68,40,29,15.9,21803,1442
Texas,Nueces,TexasNueces,159,64,40,29.3,21.8,149232,14688
Texas,Orange,TexasOrange,103,62,41,37.2,15.5,32241,3786
Texas,Parker,TexasParker,115,50,35,28.8,26.4,64129,4012
Texas,Polk,TexasPolk,71,43,31,39.5,13.1,16755,1602
Texas,Potter,TexasPotter,138,67,22,32,14.9,51189,2961
Texas,Randall,TexasRandall,90,64,42,22.8,32.4,69134,3246
Texas,Robertson,TexasRobertson,29,1,0,35.5,16.1,6875,470
Texas,Rockwall,TexasRockwall,133,45,32,18.7,40.7,50009,3200
Texas,Rusk,TexasRusk,120,44,3,31.8,15.5,20508,1619
Texas,Smith,TexasSmith,84,46,33,23.4,26.4,101201,7343
Texas,Tarrant,TexasTarrant,159,77,45,24,32.3,1003269,79553
Texas,Titus,TexasTitus,36,7,0,33.4,16.3,12412,891
Texas,Travis,TexasTravis,153,63,44,16.5,50,694433,46579
Texas,Victoria,TexasVictoria,100,47,31,30.8,20,37761,3411
Texas,Webb,TexasWebb,160,65,41,25.3,18.9,106376,9819
Texas,Wilson,TexasWilson,34,18,7,36.1,21.8,23077,1396
Utah,Box Elder,UtahBox,147,51,40,31,23.9,25272,1152
Utah,Cache,UtahCache,159,71,44,20.2,38.3,63497,1910
Utah,Carbon,UtahCarbon,93,51,43,27.1,17.1,8130,445
Utah,Davis,UtahDavis,155,77,44,21.2,37.8,168737,7168
Utah,Duchesne,UtahDuchesne,125,64,45,36.7,14.7,7179,603
Utah,Garfield,UtahGarfield,74,50,42,36.2,25.9,2365,269
Utah,Iron,UtahIron,86,50,40,23.6,29.8,23879,1115
Utah,Salt Lake,UtahSalt,194,87,50,22.6,35.6,609766,32591
Utah,San Juan,UtahSan,108,54,43,32.2,18.3,4903,554
Utah,Tooele,UtahTooele,159,67,42,29.3,24.2,33417,1667
Utah,Uintah,UtahUintah,119,65,45,34.9,15.8,12157,1228
Utah,Utah,UtahUtah,150,77,45,22.8,34,1555782,76433
Utah,Utah,UtahUtah,150,77,45,22.8,34,302248,11774
Utah,Washington,UtahWashington,112,61,44,23.4,28.1,75007,4201
Utah,Wayne,UtahWayne,66,31,8,24.6,23.4,1320,108
Utah,Weber,UtahWeber,140,71,44,29.6,24.5,123697,6210
Vermont,Bennington,VermontBennington,70,45,35,29.1,36.2,16004,1128
Vermont,Chittenden,VermontChittenden,98,47,36,19,51.3,88659,4451
Vermont,Rutland,VermontRutland,96,51,37,34.4,30.8,27352,2031
Vermont,Windham,VermontWindham,31,19,9,29.5,38.1,19687,1327
Virginia,Albemarle,VirginiaAlbemarle,66,47,35,15.8,55.1,52792,3002
Virginia,Arlington,VirginiaArlington,90,46,33,7.8,75.3,144307,6773
Virginia,Botetourt,VirginiaBotetourt,69,20,3,32.3,28.3,16363,777
Virginia,Bristol City,VirginiaBristol,55,43,24,29.7,25.4,6750,566
Virginia,Caroline,VirginiaCaroline,64,45,34,37.7,19.9,13995,1009
Virginia,Carroll,VirginiaCarroll,15,12,7,36,15,12078,1075
Virginia,Charles,VirginiaCharles,67,44,31,38.3,14.7,3375,235
Virginia,Chesterfield,VirginiaChesterfield,61,44,32,23.6,40.5,175116,10971
Virginia,Covington City,VirginiaCovington,84,33,10,44.4,15.6,2181,231
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,591882,36515
Virginia,Fairfax,VirginiaFairfax,100,54,38,12.8,61.6,12304,734
Virginia,Fauquier,VirginiaFauquier,61,42,31,26.6,36.4,35091,1721
Virginia,Frederick,VirginiaFrederick,78,45,35,32.4,28.3,46376,2260
Virginia,Giles,VirginiaGiles,200,61,37,38.7,18.1,7255,484
Virginia,Hampton City,VirginiaHampton,64,45,34,29.1,26.9,59090,5514
Virginia,Hanover,VirginiaHanover,64,45,34,25.5,39.8,55136,2798
Virginia,Henrico,VirginiaHenrico,71,48,36,21.2,43.7,168617,11704
Virginia,Hopewell City,VirginiaHopewell,15,13,6,36.7,14.8,8758,1053
Virginia,Loudoun,VirginiaLoudoun,108,45,33,12.4,61.3,211258,11936
Virginia,Lynchburg City,VirginiaLynchburg,54,38,21,25.2,35.6,33405,2610
Virginia,Madison,VirginiaMadison,54,45,37,36.3,23.4,7026,280
Virginia,Norfolk City,VirginiaNorfolk,60,31,17,25.6,28.8,102074,9751
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,9415,652
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,13928,969
Virginia,Prince Edward,VirginiaPrince,49,42,30,34.1,26.8,229901,16028
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,3851,197
Virginia,Richmond City,VirginiaRichmond,77,44,29,35.4,17.7,109370,10592
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,46231,2489
Virginia,Roanoke,VirginiaRoanoke,69,48,35,25,35.6,45388,3786
Virginia,Rockbridge,VirginiaRockbridge,49,42,31,33.7,26.7,9892,575
Virginia,Rockingham,VirginiaRockingham,74,44,32,35.1,26.3,39573,1952
Virginia,Salem City,VirginiaSalem,66,42,23,29,27.9,11938,733
Virginia,Stafford,VirginiaStafford,84,44,32,22.9,39.9,68242,4099
Virginia,Suffolk City,VirginiaSuffolk,67,44,36,27.1,29.5,41643,2903
Virginia,Virginia Beach City,VirginiaVirginia,71,45,23,24,38.8,4075237,271407
Virginia,Virginia Beach City,VirginiaVirginia,71,45,23,24,38.8,215991,14331
Virginia,Winchester City,VirginiaWinchester,18,12,6,24.6,35.1,14041,871
Virginia,Wythe,VirginiaWythe,61,45,34,37.9,19,12760,1067
Washington,Adams,WashingtonAdams,241,33,13,28.7,14.3,8584,677
Washington,Asotin,WashingtonAsotin,289,62,29,28,21.4,9845,538
Washington,Benton,WashingtonBenton,908,54,33,24.5,30.9,94682,8461
Washington,Chelan,WashingtonChelan,489,54,21,26.4,25.8,40497,3693
Washington,Clallam,WashingtonClallam,309,47,33,26.3,27.4,26303,2977
Washington,Clark,WashingtonClark,509,58,27,24.2,30.6,221896,20682
Washington,Columbia,WashingtonColumbia,233,41,18,21.7,25.6,1599,125
Washington,Cowlitz,WashingtonCowlitz,257,38,16,30.6,17,43999,4523
Washington,Franklin,WashingtonFranklin,260,34,14,25.5,17.7,38664,3833
Washington,Garfield,WashingtonGarfield,228,36,15,27.9,24.5,750,69
Washington,Grant,WashingtonGrant,283,39,16,27.2,17.7,43247,4195
Washington,Grays Harbor,WashingtonGrays,218,38,20,34,16.5,25653,3402
Washington,Jefferson,WashingtonJefferson,208,33,18,20.7,44.3,11850,1231
Washington,King,WashingtonKing,275,62,36,15,52.5,1190168,96440
Washington,Kitsap,WashingtonKitsap,221,38,18,22.2,33.2,119140,9952
Washington,Kittitas,WashingtonKittitas,459,54,18,24.9,32.3,20087,1998
Washington,Klickitat,WashingtonKlickitat,669,39,17,24.8,31.5,9002,808
Washington,Lewis,WashingtonLewis,233,34,19,29.1,17.7,31819,3284
Washington,Mason,WashingtonMason,324,41,18,31.2,17.6,23009,2508
Washington,Okanogan,WashingtonOkanogan,423,71,35,30.3,20,17822,1759
Washington,Pend Oreille,WashingtonPend,59,53,35,31,20.8,4428,530
Washington,Pierce,WashingtonPierce,231,62,40,27.2,27.2,406822,43374
Washington,Skagit,WashingtonSkagit,52,31,16,26.3,26.2,56374,6124
Washington,Snohomish,WashingtonSnohomish,225,64,30,23.3,32.8,403863,37293
Washington,Spokane,WashingtonSpokane,479,52,33,23.2,30.8,234789,22519
Washington,Stevens,WashingtonStevens,536,63,32,34.5,18.7,16799,1746
Washington,Thurston,WashingtonThurston,217,44,25,21.3,35.7,132365,11947
Washington,Walla Walla,WashingtonWalla,819,50,22,19.8,29.8,28096,2069
Washington,Whatcom,WashingtonWhatcom,212,60,29,23.4,34.3,103992,10724
Washington,Whitman,WashingtonWhitman,212,35,15,15.9,49.8,20683,1301
Washington,Yakima,WashingtonYakima,465,76,35,28.1,16.7,118071,12688
West Virginia,Berkeley,West VirginiaBerkeley,95,48,36,37.6,21.2,54709,3628
West Virginia,Brooke,West VirginiaBrooke,94,48,20,40.9,19,9012,889
West Virginia,Cabell,West VirginiaCabell,100,47,36,33.3,26,38604,3342
West Virginia,Gilmer,West VirginiaGilmer,49,41,29,44.7,17,2106,236
West Virginia,Greenbrier,West VirginiaGreenbrier,54,44,34,37.8,19.9,14416,1264
West Virginia,Hancock,West VirginiaHancock,133,49,32,41.9,17.4,11814,1317
West Virginia,Harrison,West VirginiaHarrison,78,43,26,38.6,23.3,31381,2709
West Virginia,Kanawha,West VirginiaKanawha,84,48,37,37.1,25.5,75431,7369
West Virginia,Marion,West VirginiaMarion,67,47,26,40.7,22.6,23168,2195
West Virginia,Marshall,West VirginiaMarshall,68,37,6,44.5,18,12260,1350
West Virginia,Mason,West VirginiaMason,113,29,1,45.5,14.4,9479,877
West Virginia,Mineral,West VirginiaMineral,3,1,1,49.2,15.5,11323,926
West Virginia,Monongalia,West VirginiaMonongalia,90,46,33,27.2,42.8,51146,3467
West Virginia,Ohio,West VirginiaOhio,101,51,38,34.2,32,18715,1724
West Virginia,Tucker,West VirginiaTucker,51,44,33,46.8,19.4,3013,279
West Virginia,Wood,West VirginiaWood,80,45,32,34.4,21.9,33221,3224
Wisconsin,Ashland,WisconsinAshland,71,43,32,37,19.8,7035,651
Wisconsin,Brown,WisconsinBrown,119,55,35,29.9,30.3,132013,8441
Wisconsin,Columbia,WisconsinColumbia,115,48,38,33.7,23.3,29438,1843
Wisconsin,Dane,WisconsinDane,112,59,39,17.8,51.4,304154,15279
Wisconsin,Dodge,WisconsinDodge,136,56,38,40.9,17,44729,2484
Wisconsin,Door,WisconsinDoor,150,51,36,30.3,33.7,13886,1019
Wisconsin,Eau Claire,WisconsinEau,93,54,37,25,32.3,55064,3235
Wisconsin,Fond du Lac,WisconsinFond,115,46,36,36.1,23.1,52828,3286
Wisconsin,Forest,WisconsinForest,93,47,35,39.2,14.7,3407,483
Wisconsin,Grant,WisconsinGrant,82,55,30,35.1,23.8,25875,1436
Wisconsin,Jefferson,WisconsinJefferson,136,51,38,33.4,25.4,42762,2451
Wisconsin,Kenosha,WisconsinKenosha,197,67,40,30.1,26.1,82200,6299
Wisconsin,Kewaunee,WisconsinKewaunee,97,47,34,39.9,19.4,10172,489
Wisconsin,La Crosse,WisconsinLa,93,54,37,25.4,34.9,61467,3515
Wisconsin,Manitowoc,WisconsinManitowoc,136,58,36,38.6,20.2,37911,2508
Wisconsin,Marathon,WisconsinMarathon,74,45,31,34.3,25.4,68711,3602
Wisconsin,Milwaukee,WisconsinMilwaukee,169,67,40,28.4,31,425483,37937
Wisconsin,Oneida,WisconsinOneida,72,11,0,32,27.2,16508,1292
Wisconsin,Outagamie,WisconsinOutagamie,126,59,37,31.7,29.7,97137,5649
Wisconsin,Ozaukee,WisconsinOzaukee,164,59,35,20,49,45366,2597
Wisconsin,Racine,WisconsinRacine,172,67,38,31.6,25.2,90104,7051
Wisconsin,Rock,WisconsinRock,105,49,38,36.1,22.1,78908,6027
Wisconsin,Sauk,WisconsinSauk,112,54,36,33.9,24.1,31770,2585
Wisconsin,Sheboygan,WisconsinSheboygan,159,74,39,35.9,25.1,57996,3514
Wisconsin,Taylor,WisconsinTaylor,78,49,35,43.4,15.1,10372,533
Wisconsin,Vilas,WisconsinVilas,84,46,30,30,29.1,9480,741
Wisconsin,Walworth,WisconsinWalworth,136,50,39,31.3,28.8,52906,3416
Wisconsin,Waukesha,WisconsinWaukesha,129,60,39,22.7,44.5,208246,12252
Wyoming,Albany,WyomingAlbany,177,71,46,14.7,51.8,18946,780
Wyoming,Big Horn,WyomingBig,126,46,38,29.1,19,5112,269
Wyoming,Campbell,WyomingCampbell,124,68,44,35.6,18.9,21822,1617
Wyoming,Carbon,WyomingCarbon,82,25,9,38.2,20.6,7743,368
Wyoming,Converse,WyomingConverse,129,60,42,39,17.3,7677,486
Wyoming,Fremont,WyomingFremont,158,58,45,29.7,24.3,18120,1206
Wyoming,Johnson,WyomingJohnson,93,50,40,26.8,31.7,3960,232
Wyoming,Laramie,WyomingLaramie,157,54,39,25.8,28.5,48231,2595
Wyoming,Lincoln,WyomingLincoln,71,34,15,31.8,23.7,8907,466
Wyoming,Natrona,WyomingNatrona,124,52,41,30.3,22.8,37529,3181
Wyoming,Park,WyomingPark,113,30,11,25.8,34,14549,831
Wyoming,Platte,WyomingPlatte,283,50,19,38.3,20.7,4418,233
Wyoming,Sheridan,WyomingSheridan,100,47,39,25.6,31,15409,801
Wyoming,Sublette,WyomingSublette,151,61,44,34.6,22.8,3765,294
Wyoming,Sweetwater,WyomingSweetwater,1250,76,46,33,22.5,19308,1532
Wyoming,Teton,WyomingTeton,161,54,42,14.9,57,14292,912
Wyoming,Uinta,WyomingUinta,122,51,40,41.5,16,8730,582
Wyoming,Weston,WyomingWeston,119,49,40,37.4,20,3688,148
