,State,Area name,First Word of Each County,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
1104,MA,Worcester ,Worcester,27.8,36.4
1105,MI,Michigan,Michigan,28.9,29.1
1106,MI,Alcona ,Alcona,39.3,16.9
1107,MI,Alger ,Alger,45.2,17.4
1108,MI,Allegan ,Allegan,37.9,22.6
1109,MI,Alpena ,Alpena,33.7,18.0
1110,MI,Antrim ,Antrim,31.5,28.8
1111,MI,Arenac ,Arenac,41.9,12.6
1112,MI,Baraga ,Baraga,40.6,15.8
1113,MI,Barry ,Barry,37.7,21.1
1114,MI,Bay ,Bay,34.6,19.3
1115,MI,Benzie ,Benzie,31.2,30.3
1116,MI,Berrien ,Berrien,28.1,27.8
1117,MI,Branch ,Branch,41.5,14.4
1118,MI,Calhoun ,Calhoun,36.8,21.0
1119,MI,Cass ,Cass,33.2,19.2
1120,MI,Charlevoix ,Charlevoix,29.7,31.1
1121,MI,Cheboygan ,Cheboygan,38.0,20.7
1122,MI,Chippewa ,Chippewa,34.1,21.2
1123,MI,Clare ,Clare,36.6,12.6
1124,MI,Clinton ,Clinton,26.8,32.1
1125,MI,Crawford ,Crawford,33.0,19.4
1126,MI,Delta ,Delta,33.8,21.0
1127,MI,Dickinson ,Dickinson,33.2,25.7
1128,MI,Eaton ,Eaton,27.7,27.8
1129,MI,Emmet ,Emmet,24.7,33.4
1130,MI,Genesee ,Genesee,31.6,21.2
1131,MI,Gladwin ,Gladwin,39.3,13.5
1132,MI,Gogebic ,Gogebic,37.3,19.4
1133,MI,Grand Traverse ,Grand,24.0,36.0
1134,MI,Gratiot ,Gratiot,40.4,15.4
1135,MI,Hillsdale ,Hillsdale,38.9,17.3
1136,MI,Houghton ,Houghton,33.1,32.6
1137,MI,Huron ,Huron,41.6,16.0
1138,MI,Ingham ,Ingham,22.0,38.9
1139,MI,Ionia ,Ionia,39.1,16.4
1140,MI,Iosco ,Iosco,38.3,15.9
1141,MI,Iron ,Iron,41.9,18.5
1142,MI,Isabella ,Isabella,31.8,29.1
1143,MI,Jackson ,Jackson,32.6,22.2
1144,MI,Kalamazoo ,Kalamazoo,22.0,38.8
1145,MI,Kalkaska ,Kalkaska,42.1,11.9
1146,MI,Kent ,Kent,24.1,35.7
1147,MI,Keweenaw ,Keweenaw,35.4,32.0
1148,MI,Lake ,Lake,40.6,11.9
1149,MI,Lapeer ,Lapeer,35.8,18.3
1150,MI,Leelanau ,Leelanau,21.6,44.7
1151,MI,Lenawee ,Lenawee,36.9,21.0
1152,MI,Livingston ,Livingston,25.8,35.4
1153,MI,Luce ,Luce,36.8,18.4
1154,MI,Mackinac ,Mackinac,34.0,23.3
1155,MI,Macomb ,Macomb,29.7,24.9
1156,MI,Manistee ,Manistee,35.6,20.3
1157,MI,Marquette ,Marquette,30.9,32.9
1158,MI,Mason ,Mason,34.5,23.1
1159,MI,Mecosta ,Mecosta,36.0,22.7
1160,MI,Menominee ,Menominee,42.5,16.3
1161,MI,Midland ,Midland,28.9,35.2
1162,MI,Missaukee ,Missaukee,41.9,14.0
1163,MI,Monroe ,Monroe,35.2,20.5
1164,MI,Montcalm ,Montcalm,40.4,13.3
1165,MI,Montmorency ,Montmorency,42.9,13.7
1166,MI,Muskegon ,Muskegon,34.0,19.7
1167,MI,Newaygo ,Newaygo,40.4,16.6
1168,MI,Oakland ,Oakland,18.6,47.2
1169,MI,Oceana ,Oceana,36.3,19.5
1170,MI,Ogemaw ,Ogemaw,38.2,12.2
1171,MI,Ontonagon ,Ontonagon,43.4,16.5
1172,MI,Osceola ,Osceola,43.8,14.2
1173,MI,Oscoda ,Oscoda,37.4,10.6
1174,MI,Otsego ,Otsego,33.1,23.6
1175,MI,Ottawa ,Ottawa,28.2,34.1
1176,MI,Presque Isle ,Presque,38.2,17.9
1177,MI,Roscommon ,Roscommon,38.4,15.5
1178,MI,Saginaw ,Saginaw,33.3,20.8
1179,MI,St. Clair ,St.,34.0,18.6
1180,MI,St. Joseph ,St.,36.6,16.2
1181,MI,Sanilac ,Sanilac,41.2,14.2
1182,MI,Schoolcraft ,Schoolcraft,44.1,15.6
1183,MI,Shiawassee ,Shiawassee,37.3,17.0
1184,MI,Tuscola ,Tuscola,42.4,13.5
1185,MI,Van Buren ,Van,31.3,21.7
1186,MI,Washtenaw ,Washtenaw,14.6,55.9
1187,MI,Wayne ,Wayne,30.1,23.9
1188,MI,Wexford ,Wexford,36.4,18.2
1189,MN,Minnesota,Minnesota,24.6,36.1
1190,MN,Aitkin ,Aitkin,36.9,18.1
1191,MN,Anoka ,Anoka,27.9,30.5
1192,MN,Becker ,Becker,31.6,25.0
1193,MN,Beltrami ,Beltrami,27.8,29.2
1194,MN,Benton ,Benton,29.9,23.6
1195,MN,Big Stone ,Big,45.0,15.4
1196,MN,Blue Earth ,Blue,26.5,34.8
1197,MN,Brown ,Brown,36.1,22.2
1198,MN,Carlton ,Carlton,32.1,22.1
1199,MN,Carver ,Carver,18.2,48.9
1200,MN,Cass ,Cass,32.3,23.2
1201,MN,Chippewa ,Chippewa,34.1,19.0
1202,MN,Chisago ,Chisago,33.8,21.5
1203,MN,Clay ,Clay,23.7,34.2
1204,MN,Clearwater ,Clearwater,34.9,17.1
1205,MN,Cook ,Cook,24.0,40.4
1206,MN,Cottonwood ,Cottonwood,36.0,20.0
1207,MN,Crow Wing ,Crow,29.9,24.7
1208,MN,Dakota ,Dakota,20.4,42.2
1209,MN,Dodge ,Dodge,33.3,25.7
1210,MN,Douglas ,Douglas,29.1,26.0
1211,MN,Faribault ,Faribault,37.7,18.6
1212,MN,Fillmore ,Fillmore,34.1,22.2
1213,MN,Freeborn ,Freeborn,35.0,17.1
1214,MN,Goodhue ,Goodhue,32.8,26.0
1215,MN,Grant ,Grant,33.3,18.8
1216,MN,Hennepin ,Hennepin,16.4,50.1
1217,MN,Houston ,Houston,34.2,24.8
1218,MN,Hubbard ,Hubbard,31.2,27.4
1219,MN,Isanti ,Isanti,34.6,18.5
1220,MN,Itasca ,Itasca,30.0,23.1
1221,MN,Jackson ,Jackson,32.7,22.6
1222,MN,Kanabec ,Kanabec,39.4,14.7
1223,MN,Kandiyohi ,Kandiyohi,25.9,23.3
1224,MN,Kittson ,Kittson,36.2,25.9
1225,MN,Koochiching ,Koochiching,35.7,15.5
1226,MN,Lac qui Parle ,Lac,37.0,18.8
1227,MN,Lake ,Lake,30.9,28.8
1228,MN,Lake of the Woods ,Lake,38.6,16.7
1229,MN,Le Sueur ,Le,35.8,23.0
1230,MN,Lincoln ,Lincoln,38.3,19.3
1231,MN,Lyon ,Lyon,31.7,26.1
1232,MN,McLeod ,McLeod,36.0,17.6
1233,MN,Mahnomen ,Mahnomen,36.7,13.2
1234,MN,Marshall ,Marshall,36.9,19.1
1235,MN,Martin ,Martin,37.9,20.5
1236,MN,Meeker ,Meeker,35.3,19.5
1237,MN,Mille Lacs ,Mille,38.6,14.7
1238,MN,Morrison ,Morrison,38.3,17.3
1239,MN,Mower ,Mower,32.0,22.2
1240,MN,Murray ,Murray,36.3,20.7
1241,MN,Nicollet ,Nicollet,25.2,33.8
1242,MN,Nobles ,Nobles,31.3,15.3
1243,MN,Norman ,Norman,36.9,19.1
1244,MN,Olmsted ,Olmsted,19.9,44.9
1245,MN,Otter Tail ,Otter,29.5,24.9
1246,MN,Pennington ,Pennington,33.1,19.3
1247,MN,Pine ,Pine,40.7,14.9
1248,MN,Pipestone ,Pipestone,35.5,21.3
1249,MN,Polk ,Polk,30.6,25.3
1250,MN,Pope ,Pope,30.4,22.9
1251,MN,Ramsey ,Ramsey,20.9,42.3
1252,MN,Red Lake ,Red,37.5,16.2
1253,MN,Redwood ,Redwood,37.4,19.1
1254,MN,Renville ,Renville,36.6,15.2
1255,MN,Rice ,Rice,31.4,28.3
1256,MN,Rock ,Rock,33.0,23.8
1257,MN,Roseau ,Roseau,35.1,20.3
1258,MN,St. Louis ,St.,27.2,29.3
1259,MN,Scott ,Scott,22.2,39.9
1260,MN,Sherburne ,Sherburne,28.5,26.6
1261,MN,Sibley ,Sibley,39.2,16.4
1262,MN,Stearns ,Stearns,28.0,27.5
1263,MN,Steele ,Steele,33.7,26.0
1264,MN,Stevens ,Stevens,31.4,30.5
1265,MN,Swift ,Swift,32.7,19.6
1266,MN,Todd ,Todd,36.7,15.1
1267,MN,Traverse ,Traverse,35.4,17.5
1268,MN,Wabasha ,Wabasha,33.0,23.7
1269,MN,Wadena ,Wadena,37.1,13.8
1270,MN,Waseca ,Waseca,36.4,21.4
1271,MN,Washington ,Washington,21.0,44.3
1272,MN,Watonwan ,Watonwan,41.3,15.5
1273,MN,Wilkin ,Wilkin,28.7,23.8
1274,MN,Winona ,Winona,27.2,30.1
1275,MN,Wright ,Wright,29.4,29.6
1276,MN,Yellow Medicine ,Yellow,35.4,17.2
1277,MS,Mississippi,Mississippi,30.4,22.0
1278,MS,Adams ,Adams,33.0,17.4
1279,MS,Alcorn ,Alcorn,32.2,17.1
1280,MS,Amite ,Amite,39.3,12.6
1281,MS,Attala ,Attala,32.4,13.9
1282,MS,Benton ,Benton,33.4,11.5
1283,MS,Bolivar ,Bolivar,24.9,23.6
1284,MS,Calhoun ,Calhoun,37.3,11.8
1285,MS,Carroll ,Carroll,35.4,12.2
1286,MS,Chickasaw ,Chickasaw,38.4,12.4
1287,MS,Choctaw ,Choctaw,35.9,19.1
1288,MS,Claiborne ,Claiborne,28.0,24.0
1289,MS,Clarke ,Clarke,39.4,12.5
1290,MS,Clay ,Clay,34.3,20.4
1291,MS,Coahoma ,Coahoma,25.2,16.5
1292,MS,Copiah ,Copiah,34.4,14.5
1293,MS,Covington ,Covington,36.6,14.7
1294,MS,DeSoto ,DeSoto,29.2,25.0
1295,MS,Forrest ,Forrest,27.2,27.8
1296,MS,Franklin ,Franklin,35.4,12.0
1297,MS,George ,George,36.6,13.8
1298,MS,Greene ,Greene,33.7,9.7
1299,MS,Grenada ,Grenada,27.8,21.3
1300,MS,Hancock ,Hancock,28.1,22.0
1301,MS,Harrison ,Harrison,29.1,23.1
1302,MS,Hinds ,Hinds,25.0,29.0
1303,MS,Holmes ,Holmes,41.0,10.2
1304,MS,Humphreys ,Humphreys,33.8,12.8
1305,MS,Issaquena ,Issaquena,31.9,3.2
1306,MS,Itawamba ,Itawamba,31.1,13.2
1307,MS,Jackson ,Jackson,31.2,21.1
1308,MS,Jasper ,Jasper,38.5,15.1
1309,MS,Jefferson ,Jefferson,37.9,15.9
1310,MS,Jefferson Davis ,Jefferson,36.6,14.1
1311,MS,Jones ,Jones,29.9,20.8
1312,MS,Kemper ,Kemper,38.3,14.7
1313,MS,Lafayette ,Lafayette,18.7,45.6
1314,MS,Lamar ,Lamar,24.2,34.1
1315,MS,Lauderdale ,Lauderdale,27.5,19.7
1316,MS,Lawrence ,Lawrence,33.6,17.6
1317,MS,Leake ,Leake,36.6,14.3
1318,MS,Lee ,Lee,25.9,24.4
1319,MS,Leflore ,Leflore,38.2,18.5
1320,MS,Lincoln ,Lincoln,37.6,16.2
1321,MS,Lowndes ,Lowndes,32.0,23.4
1322,MS,Madison ,Madison,17.0,48.4
1323,MS,Marion ,Marion,39.3,12.3
1324,MS,Marshall ,Marshall,38.8,13.8
1325,MS,Monroe ,Monroe,36.0,16.7
1326,MS,Montgomery ,Montgomery,33.3,19.3
1327,MS,Neshoba ,Neshoba,35.6,11.6
1328,MS,Newton ,Newton,30.9,16.4
1329,MS,Noxubee ,Noxubee,29.6,15.6
1330,MS,Oktibbeha ,Oktibbeha,21.7,42.6
1331,MS,Panola ,Panola,36.6,14.9
1332,MS,Pearl River ,Pearl,30.4,16.7
1333,MS,Perry ,Perry,40.4,10.7
1334,MS,Pike ,Pike,35.9,16.6
1335,MS,Pontotoc ,Pontotoc,29.1,18.1
1336,MS,Prentiss ,Prentiss,34.5,12.4
1337,MS,Quitman ,Quitman,31.1,10.3
1338,MS,Rankin ,Rankin,26.7,29.0
1339,MS,Scott ,Scott,37.5,11.4
1340,MS,Sharkey ,Sharkey,27.9,19.5
1341,MS,Simpson ,Simpson,30.1,16.2
1342,MS,Smith ,Smith,39.2,12.2
1343,MS,Stone ,Stone,35.9,15.8
1344,MS,Sunflower ,Sunflower,32.2,15.4
1345,MS,Tallahatchie ,Tallahatchie,28.8,10.3
1346,MS,Tate ,Tate,35.4,15.8
1347,MS,Tippah ,Tippah,36.2,15.2
1348,MS,Tishomingo ,Tishomingo,38.9,11.4
1349,MS,Tunica ,Tunica,33.4,16.9
1350,MS,Union ,Union,33.7,13.4
1351,MS,Walthall ,Walthall,43.8,14.4
1352,MS,Warren ,Warren,30.5,22.4
1353,MS,Washington ,Washington,32.3,17.9
1354,MS,Wayne ,Wayne,38.4,15.3
1355,MS,Webster ,Webster,36.6,18.5
1356,MS,Wilkinson ,Wilkinson,40.6,13.7
1357,MS,Winston ,Winston,35.7,14.7
1358,MS,Yalobusha ,Yalobusha,40.2,13.8
1359,MS,Yazoo ,Yazoo,38.6,13.4
1360,MO,Missouri,Missouri,30.6,29.2
1361,MO,Adair ,Adair,34.4,31.0
1362,MO,Andrew ,Andrew,37.4,24.9
1363,MO,Atchison ,Atchison,39.0,23.1
1364,MO,Audrain ,Audrain,45.8,14.7
1365,MO,Barry ,Barry,41.3,14.6
1366,MO,Barton ,Barton,41.1,19.9
1367,MO,Bates ,Bates,44.2,16.1
1368,MO,Benton ,Benton,40.3,13.0
1369,MO,Bollinger ,Bollinger,47.3,8.9
1370,MO,Boone ,Boone,21.3,46.1
1371,MO,Buchanan ,Buchanan,37.8,21.1
1372,MO,Butler ,Butler,37.3,13.3
1373,MO,Caldwell ,Caldwell,43.7,18.1
1374,MO,Callaway ,Callaway,36.1,23.1
1375,MO,Camden ,Camden,37.9,21.1
1376,MO,Cape Girardeau ,Cape,31.2,31.5
1377,MO,Carroll ,Carroll,44.3,16.7
1378,MO,Carter ,Carter,43.2,15.5
1379,MO,Cass ,Cass,33.9,26.3
1380,MO,Cedar ,Cedar,41.2,13.6
1381,MO,Chariton ,Chariton,49.4,17.2
1382,MO,Christian ,Christian,29.4,28.6
1383,MO,Clark ,Clark,43.5,12.8
1384,MO,Clay ,Clay,28.4,33.2
1385,MO,Clinton ,Clinton,40.0,21.6
1386,MO,Cole ,Cole,29.7,33.3
1387,MO,Cooper ,Cooper,37.5,22.1
1388,MO,Crawford ,Crawford,39.1,11.5
1389,MO,Dade ,Dade,44.8,12.7
1390,MO,Dallas ,Dallas,44.5,12.9
1391,MO,Daviess ,Daviess,41.0,18.5
1392,MO,DeKalb ,DeKalb,47.1,13.8
1393,MO,Dent ,Dent,41.4,15.3
1394,MO,Douglas ,Douglas,44.0,10.8
1395,MO,Dunklin ,Dunklin,38.2,13.8
1396,MO,Franklin ,Franklin,32.7,20.9
1397,MO,Gasconade ,Gasconade,38.5,19.2
1398,MO,Gentry ,Gentry,42.5,19.1
1399,MO,Greene ,Greene,28.0,30.5
1400,MO,Grundy ,Grundy,39.0,17.1
1401,MO,Harrison ,Harrison,46.0,16.5
1402,MO,Henry ,Henry,40.7,15.9
1403,MO,Hickory ,Hickory,44.5,9.0
1404,MO,Holt ,Holt,43.3,19.7
1405,MO,Howard ,Howard,37.1,25.2
1406,MO,Howell ,Howell,38.9,18.0
1407,MO,Iron ,Iron,41.4,10.8
1408,MO,Jackson ,Jackson,28.3,31.6
1409,MO,Jasper ,Jasper,33.6,23.6
1410,MO,Jefferson ,Jefferson,31.6,20.4
1411,MO,Johnson ,Johnson,30.7,28.9
1412,MO,Knox ,Knox,43.2,17.2
1413,MO,Laclede ,Laclede,40.8,14.6
1414,MO,Lafayette ,Lafayette,43.5,20.3
1415,MO,Lawrence ,Lawrence,38.7,16.0
1416,MO,Lewis ,Lewis,45.9,13.6
1417,MO,Lincoln ,Lincoln,42.3,16.8
1418,MO,Linn ,Linn,45.7,16.9
1419,MO,Livingston ,Livingston,39.8,18.8
1420,MO,McDonald ,McDonald,41.3,11.5
1421,MO,Macon ,Macon,45.1,16.3
1422,MO,Madison ,Madison,36.5,15.6
1423,MO,Maries ,Maries,40.0,15.8
1424,MO,Marion ,Marion,37.0,22.4
1425,MO,Mercer ,Mercer,47.3,18.9
1426,MO,Miller ,Miller,40.6,19.4
1427,MO,Mississippi ,Mississippi,41.8,11.5
1428,MO,Moniteau ,Moniteau,40.1,20.5
1429,MO,Monroe ,Monroe,48.4,12.4
1430,MO,Montgomery ,Montgomery,44.7,14.0
1431,MO,Morgan ,Morgan,38.1,13.3
1432,MO,New Madrid ,New,46.7,12.1
1433,MO,Newton ,Newton,34.5,20.0
1434,MO,Nodaway ,Nodaway,37.7,28.6
1435,MO,Oregon ,Oregon,43.0,14.6
1436,MO,Osage ,Osage,43.7,18.9
1437,MO,Ozark ,Ozark,43.4,11.0
1438,MO,Pemiscot ,Pemiscot,43.3,12.7
1439,MO,Perry ,Perry,43.3,17.7
1440,MO,Pettis ,Pettis,34.8,18.0
1441,MO,Phelps ,Phelps,30.4,29.1
1442,MO,Pike ,Pike,47.6,15.6
1443,MO,Platte ,Platte,22.1,43.1
1444,MO,Polk ,Polk,39.0,19.9
1445,MO,Pulaski ,Pulaski,27.5,28.3
1446,MO,Putnam ,Putnam,42.8,19.3
1447,MO,Ralls ,Ralls,49.0,14.9
1448,MO,Randolph ,Randolph,36.3,15.1
1449,MO,Ray ,Ray,45.1,14.6
1450,MO,Reynolds ,Reynolds,40.4,13.7
1451,MO,Ripley ,Ripley,42.3,10.2
1452,MO,St. Charles ,St.,24.6,38.9
1453,MO,St. Clair ,St.,41.1,13.9
1454,MO,Ste. Genevieve ,Ste.,39.3,19.7
1455,MO,St. Francois ,St.,37.2,14.3
1456,MO,St. Louis ,St.,21.2,43.6
1457,MO,Saline ,Saline,37.8,19.4
1458,MO,Schuyler ,Schuyler,46.2,12.6
1459,MO,Scotland ,Scotland,41.5,14.2
1460,MO,Scott ,Scott,41.6,16.3
1461,MO,Shannon ,Shannon,44.9,14.9
1462,MO,Shelby ,Shelby,43.4,18.1
1463,MO,Stoddard ,Stoddard,41.5,13.3
1464,MO,Stone ,Stone,32.9,18.6
1465,MO,Sullivan ,Sullivan,50.2,11.7
1466,MO,Taney ,Taney,33.6,19.9
1467,MO,Texas ,Texas,38.6,13.5
1468,MO,Vernon ,Vernon,40.5,18.9
1469,MO,Warren ,Warren,37.6,19.1
1470,MO,Washington ,Washington,37.4,9.9
1471,MO,Wayne ,Wayne,39.0,9.6
1472,MO,Webster ,Webster,37.3,16.8
1473,MO,Worth ,Worth,43.6,20.0
1474,MO,Wright ,Wright,45.5,10.2
1475,MO,St. Louis city,St.,23.9,36.3
1476,MT,Montana,Montana,28.8,32.0
1477,MT,Beaverhead ,Beaverhead,28.8,35.4
1478,MT,Big Horn ,Big,35.2,18.1
1479,MT,Blaine ,Blaine,27.4,22.9
1480,MT,Broadwater ,Broadwater,32.2,27.1
1481,MT,Carbon ,Carbon,31.1,30.4
1482,MT,Carter ,Carter,32.7,20.2
1483,MT,Cascade ,Cascade,32.8,25.7
1484,MT,Chouteau ,Chouteau,33.9,28.3
1485,MT,Custer ,Custer,28.7,24.6
1486,MT,Daniels ,Daniels,37.0,24.0
1487,MT,Dawson ,Dawson,34.2,22.2
1488,MT,Deer Lodge ,Deer,38.1,20.4
1489,MT,Fallon ,Fallon,37.5,19.0
1490,MT,Fergus ,Fergus,28.5,29.1
1491,MT,Flathead ,Flathead,29.4,31.0
1492,MT,Gallatin ,Gallatin,17.8,50.1
1493,MT,Garfield ,Garfield,44.1,14.3
1494,MT,Glacier ,Glacier,39.2,21.4
1495,MT,Golden Valley ,Golden,40.7,22.7
1496,MT,Granite ,Granite,31.5,28.9
1497,MT,Hill ,Hill,30.2,25.4
1498,MT,Jefferson ,Jefferson,26.5,35.0
1499,MT,Judith Basin ,Judith,32.2,26.6
1500,MT,Lake ,Lake,28.5,29.6
1501,MT,Lewis and Clark ,Lewis,23.6,40.1
1502,MT,Liberty ,Liberty,21.5,15.2
1503,MT,Lincoln ,Lincoln,37.3,19.6
1504,MT,McCone ,McCone,38.8,17.2
1505,MT,Madison ,Madison,30.8,31.2
1506,MT,Meagher ,Meagher,40.3,29.3
1507,MT,Mineral ,Mineral,37.0,16.1
1508,MT,Missoula ,Missoula,21.7,43.0
1509,MT,Musselshell ,Musselshell,42.8,16.3
1510,MT,Park ,Park,29.9,31.5
1511,MT,Petroleum ,Petroleum,39.4,32.6
1512,MT,Phillips ,Phillips,39.5,17.2
1513,MT,Pondera ,Pondera,33.5,24.0
1514,MT,Powder River ,Powder,29.7,24.4
1515,MT,Powell ,Powell,37.8,20.4
1516,MT,Prairie ,Prairie,30.7,22.2
1517,MT,Ravalli ,Ravalli,30.4,27.8
1518,MT,Richland ,Richland,35.2,18.9
1519,MT,Roosevelt ,Roosevelt,31.6,17.4
1520,MT,Rosebud ,Rosebud,30.7,17.8
1521,MT,Sanders ,Sanders,41.9,17.9
1522,MT,Sheridan ,Sheridan,32.1,23.9
1523,MT,Silver Bow ,Silver,32.0,27.2
1524,MT,Stillwater ,Stillwater,35.5,25.0
1525,MT,Sweet Grass ,Sweet,36.6,25.4
1526,MT,Teton ,Teton,31.8,24.9
1527,MT,Toole ,Toole,40.0,15.2
1528,MT,Treasure ,Treasure,31.5,25.4
1529,MT,Valley ,Valley,34.5,21.5
1530,MT,Wheatland ,Wheatland,34.2,19.6
1531,MT,Wibaux ,Wibaux,37.2,23.4
1532,MT,Yellowstone ,Yellowstone,30.2,32.1
1533,MT,Yellowstone National Park,Yellowstone,,
1534,NE,Nebraska,Nebraska,26.1,31.9
1535,NE,Adams ,Adams,28.1,24.3
1536,NE,Antelope ,Antelope,33.8,18.4
1537,NE,Arthur ,Arthur,25.9,26.2
1538,NE,Banner ,Banner,25.6,23.3
1539,NE,Blaine ,Blaine,31.0,23.0
1540,NE,Boone ,Boone,37.6,21.1
1541,NE,Box Butte ,Box,33.0,17.1
1542,NE,Boyd ,Boyd,43.9,16.7
1543,NE,Brown ,Brown,40.8,20.7
1544,NE,Buffalo ,Buffalo,25.6,34.6
1545,NE,Burt ,Burt,35.7,21.3
1546,NE,Butler ,Butler,37.6,21.4
1547,NE,Cass ,Cass,29.9,27.7
1548,NE,Cedar ,Cedar,35.4,21.0
1549,NE,Chase ,Chase,25.8,21.0
1550,NE,Cherry ,Cherry,31.5,22.9
1551,NE,Cheyenne ,Cheyenne,27.6,25.4
1552,NE,Clay ,Clay,34.4,19.9
1553,NE,Colfax ,Colfax,28.9,15.4
1554,NE,Cuming ,Cuming,35.1,23.8
1555,NE,Custer ,Custer,30.0,24.0
1556,NE,Dakota ,Dakota,35.3,13.0
1557,NE,Dawes ,Dawes,25.7,36.9
1558,NE,Dawson ,Dawson,31.6,15.8
1559,NE,Deuel ,Deuel,33.6,15.9
1560,NE,Dixon ,Dixon,35.3,21.2
1561,NE,Dodge ,Dodge,35.2,19.0
1562,NE,Douglas ,Douglas,21.4,39.7
1563,NE,Dundy ,Dundy,24.3,23.3
1564,NE,Fillmore ,Fillmore,33.5,21.4
1565,NE,Franklin ,Franklin,35.3,17.3
1566,NE,Frontier ,Frontier,29.2,21.5
1567,NE,Furnas ,Furnas,33.0,17.4
1568,NE,Gage ,Gage,35.7,20.8
1569,NE,Garden ,Garden,31.9,22.5
1570,NE,Garfield ,Garfield,31.3,25.5
1571,NE,Gosper ,Gosper,27.5,29.5
1572,NE,Grant ,Grant,35.8,26.8
1573,NE,Greeley ,Greeley,34.3,16.3
1574,NE,Hall ,Hall,31.3,21.5
1575,NE,Hamilton ,Hamilton,30.0,25.0
1576,NE,Harlan ,Harlan,27.2,22.4
1577,NE,Hayes ,Hayes,26.3,18.3
1578,NE,Hitchcock ,Hitchcock,33.5,17.6
1579,NE,Holt ,Holt,33.0,22.4
1580,NE,Hooker ,Hooker,35.2,26.4
1581,NE,Howard ,Howard,36.2,21.1
1582,NE,Jefferson ,Jefferson,37.3,17.8
1583,NE,Johnson ,Johnson,42.8,17.5
1584,NE,Kearney ,Kearney,29.2,26.7
1585,NE,Keith ,Keith,31.7,20.5
1586,NE,Keya Paha ,Keya,32.1,25.0
1587,NE,Kimball ,Kimball,36.3,16.1
1588,NE,Knox ,Knox,33.8,21.6
1589,NE,Lancaster ,Lancaster,21.5,39.5
1590,NE,Lincoln ,Lincoln,28.5,23.2
1591,NE,Logan ,Logan,30.1,19.6
1592,NE,Loup ,Loup,29.4,25.3
1593,NE,McPherson ,McPherson,23.8,22.0
1594,NE,Madison ,Madison,30.4,23.0
1595,NE,Merrick ,Merrick,35.3,17.8
1596,NE,Morrill ,Morrill,32.3,19.5
1597,NE,Nance ,Nance,37.7,18.3
1598,NE,Nemaha ,Nemaha,29.9,27.8
1599,NE,Nuckolls ,Nuckolls,34.0,20.9
1600,NE,Otoe ,Otoe,35.3,23.4
1601,NE,Pawnee ,Pawnee,40.6,17.1
1602,NE,Perkins ,Perkins,25.8,28.1
1603,NE,Phelps ,Phelps,29.9,23.5
1604,NE,Pierce ,Pierce,33.3,23.2
1605,NE,Platte ,Platte,29.8,21.8
1606,NE,Polk ,Polk,31.0,21.8
1607,NE,Red Willow ,Red,32.6,19.1
1608,NE,Richardson ,Richardson,36.2,19.0
1609,NE,Rock ,Rock,34.0,23.2
1610,NE,Saline ,Saline,33.3,17.8
1611,NE,Sarpy ,Sarpy,21.7,39.8
1612,NE,Saunders ,Saunders,31.0,25.4
1613,NE,Scotts Bluff ,Scotts,28.7,22.9
1614,NE,Seward ,Seward,28.6,28.9
1615,NE,Sheridan ,Sheridan,32.8,22.8
1616,NE,Sherman ,Sherman,36.2,20.2
1617,NE,Sioux ,Sioux,29.4,30.6
1618,NE,Stanton ,Stanton,31.6,17.8
1619,NE,Thayer ,Thayer,35.6,18.8
1620,NE,Thomas ,Thomas,22.8,24.7
1621,NE,Thurston ,Thurston,32.9,16.4
1622,NE,Valley ,Valley,34.2,24.2
1623,NE,Washington ,Washington,31.6,29.9
1624,NE,Wayne ,Wayne,27.5,32.4
1625,NE,Webster ,Webster,35.5,23.0
1626,NE,Wheeler ,Wheeler,32.5,19.4
1627,NE,York ,York,27.9,28.4
1628,NV,Nevada,Nevada,28.1,24.7
1629,NV,Churchill ,Churchill,31.6,18.8
1630,NV,Clark ,Clark,28.5,24.5
1631,NV,Douglas ,Douglas,24.4,29.4
1632,NV,Elko ,Elko,32.8,16.6
1633,NV,Esmeralda ,Esmeralda,40.6,16.1
1634,NV,Eureka ,Eureka,47.4,8.8
1635,NV,Humboldt ,Humboldt,30.8,16.8
1636,NV,Lander ,Lander,38.0,12.4
1637,NV,Lincoln ,Lincoln,34.3,19.6
1638,NV,Lyon ,Lyon,32.8,14.4
1639,NV,Mineral ,Mineral,35.7,14.9
1640,NV,Nye ,Nye,38.9,10.7
1641,NV,Pershing ,Pershing,37.2,11.1
1642,NV,Storey ,Storey,27.8,31.4
1643,NV,Washoe ,Washoe,23.5,30.8
1644,NV,White Pine ,White,41.5,13.2
1645,NV,Carson City,Carson,26.0,22.2
1646,NH,New Hampshire,New,27.4,37.0
1647,NH,Belknap ,Belknap,29.5,32.6
1648,NH,Carroll ,Carroll,29.5,34.3
1649,NH,Cheshire ,Cheshire,31.4,33.1
1650,NH,Coos ,Coos,39.0,18.2
1651,NH,Grafton ,Grafton,26.5,40.6
1652,NH,Hillsborough ,Hillsborough,25.8,38.1
1653,NH,Merrimack ,Merrimack,27.7,35.6
1654,NH,Rockingham ,Rockingham,25.4,41.4
1655,NH,Strafford ,Strafford,27.6,35.8
1656,NH,Sullivan ,Sullivan,36.4,28.1
1657,NJ,New Jersey,New,27.2,39.7
1658,NJ,Atlantic ,Atlantic,32.0,28.1
