State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Total Votes 2020,Votes 2020 Donald Trump,Votes 2020  Joe Biden,Income,Professional,Service,Office,Construction,Production,WorkAtHome,Mean Commute (minutes),Batteries,CoalIntegratedGasificationCombinedCycle,ConventionalHydroelectric,ConventionalSteamCoal,Flywheels,Geothermal,HydroelectricPumpedStorage,LandfillGas,MunicipalSolidWaste,NaturalGasFiredCombinedCycle,NaturalGasFiredCombustionTurbine,NaturalGasInternalCombustionEngine,NaturalGasSteamTurbine,NaturalGaswithCompressedAirStorage,Nuclear,OffshoreWindTurbine,OnshoreWindTurbine,OtherGases,OtherNaturalGas,OtherWasteBiomass,PetroleumCoke,PetroleumLiquids,SolarPhotovoltaic,SolarThermalwithEnergyStorage,SolarThermalwithoutEnergyStorage,Wood/WoodWasteBiomass,Percent of people in poverty 2019
Ohio,Wood,OhioWood,80,46,34,30.7,33.5,4.809781855,3.691169934,4.806146043,4.819155529,34.8,5.113729493,4.818621726,4.5417664,4.474172541,58033,37.1,17.5,21.7,7.3,16.4,3,20.1,0,0,37,2,0,0,0,0,0,0,8,0,4,0,0,0,4,0,0,0,0,0,1,0,0,3,11.2
Oklahoma,Adair,OklahomaAdair,151,49,33,46.6,11.6,3.897846932,2.688419822,4.040167036,4.047041103,37.6,4.344647666,3.851747419,3.747023177,3.142076461,33366,23.9,17.6,19.4,14,25.2,3.2,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,23.6
Oklahoma,Canadian,OklahomaCanadian,84,49,36,29.8,27.4,4.854196695,3.657438323,4.832010465,4.837512683,35.9,5.135800283,4.791971201,4.638988159,4.223807338,69220,36.7,15.4,25.3,10.5,12.1,3.6,23.8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,8.1
Oklahoma,Cleveland,OklahomaCleveland,121,64,43,24.7,33.4,5.129367596,3.902220528,5.140328883,5.141731895,33.9,5.442060951,5.078377057,4.823976051,4.69746474,60632,40.1,17.1,25.2,8.7,9,3.1,23.3,0,0,0,2,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,6,21,0,0,0,11.7
Oklahoma,Comanche,OklahomaComanche,107,58,40,32.8,22.2,4.653482657,3.510410948,4.803354676,4.770675314,33,5.088352296,4.551828011,4.320250172,4.138207933,49569,34.1,20.5,22.8,9.5,13.2,10.2,16.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,17.6
Oklahoma,Dewey,OklahomaDewey,99,57,39,41.5,24,3.41564098,2.117271296,3.388988785,3.39252109,40.2,3.691788524,3.372727941,3.327154512,2.330413773,52930,30.4,16.6,18.4,20.7,13.9,9.2,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11.6
Oklahoma,Grant,OklahomaGrant,65,44,19,36.9,24.6,3.430397591,1.963787827,3.350248018,3.338057875,43.3,3.645225712,3.34752516,3.282395505,2.447158031,54460,36.8,9.5,20,17.1,16.6,2.5,18.1,0,0,52,4,0,0,6,0,0,2,0,12,0,0,0,0,6,0,0,0,0,21,6,0,0,1,11.2
Washington,Grant,WashingtonGrant,283,39,16,27.2,17.7,4.635955986,3.622731965,4.682136047,4.66988379,32.7,4.97708312,4.56676736,4.38813674,4.063408425,52382,27.8,16,16.6,26.1,13.5,6.2,18.9,0,0,52,4,0,0,6,0,0,2,0,12,0,0,0,0,6,0,0,0,0,21,6,0,0,1,13.9
Wisconsin,Grant,WisconsinGrant,82,55,30,35.1,23.8,4.412880358,3.15715444,4.430075056,4.396338857,35.7,4.71456445,4.408375661,4.150510833,4.041313715,50522,30,18.3,22.2,11.9,17.7,5.9,20.3,0,0,52,4,0,0,6,0,0,2,0,12,0,0,0,0,6,0,0,0,0,21,6,0,0,1,13.4
Oklahoma,Kay,OklahomaKay,113,58,42,32.4,18.9,4.2328437,3.086359831,4.347817713,4.354204511,38.6,4.652052848,4.236763922,4.108362035,3.606381365,44067,28.2,18.6,23.5,12.8,16.9,2.2,17.5,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,16.1
Oklahoma,Mayes,OklahomaMayes,51,44,31,39.5,14.3,4.266701967,2.991226076,4.310374642,4.312706146,40.3,4.612571954,4.220787776,4.105476121,3.554004321,45302,27.4,17.5,22.3,14.5,18.3,4.6,23.3,0,0,11,1,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7
Oklahoma,Muskogee,OklahomaMuskogee,27,6,0,34.4,20.4,4.441585174,3.249931757,4.527745869,4.548696449,37.9,4.839377476,4.399344848,4.218167748,3.904553263,41329,29.7,19.5,23.4,10.1,17.2,3.3,20.5,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7
Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,6.239280455,5.055229208,5.582926546,5.601289521,34.5,5.893235076,5.469439079,5.161517733,5.151443401,50762,36.5,17.2,25,10.7,10.6,3.7,21.2,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9
Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,5.557627488,4.39375064,5.582926546,5.601289521,34.5,5.893235076,5.469439079,5.161517733,5.151443401,50762,36.5,17.2,25,10.7,10.6,3.7,21.2,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9
Oklahoma,Osage,OklahomaOsage,90,49,36,38.1,18,4.283504757,3.120573931,4.374289988,4.373573981,42.1,4.674962128,4.31255815,4.149865453,3.778295991,47683,31.9,17.2,22.2,12.3,16.5,2.7,24.4,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,1,0,0,0,0,6,0,0,0,0,14.9
Oklahoma,Ottawa,OklahomaOttawa,154,60,37,36.3,14.5,4.132931749,2.912753304,4.190891717,4.205366788,38.1,4.499219552,4.058350092,3.931712067,3.429106008,38472,28.1,21.5,21.7,12.1,16.7,1.9,20,0,0,0,3,0,0,0,12,0,6,2,18,0,0,1,0,0,0,0,2,0,5,1,0,0,0,18.5
Oklahoma,Pittsburg,OklahomaPittsburg,141,56,39,38.2,16.1,4.19002338,3.104828404,4.353781635,4.338436571,40.6,4.647206869,4.253434935,4.141481129,3.576110894,44941,29.1,18.9,23.4,13.3,15.3,2,20.9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7
Oklahoma,Sequoyah,OklahomaSequoyah,141,47,33,38.6,14.4,4.188394071,3.050766311,4.309246797,4.321743378,41,4.61657003,4.187125728,4.083251717,3.482158695,37455,28,21.1,21.3,12.2,17.4,2.2,25.4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6
Oklahoma,Tulsa,OklahomaTulsa,129,58,42,25.4,31.8,5.481052592,4.328012439,5.496457754,5.517356913,35.5,5.808063031,5.425987189,5.177749988,5.03741056,52017,37.3,16.6,25.1,9.2,11.9,4,19.7,0,0,2,0,0,0,0,0,1,6,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,14.3
Pennsylvania,Allegheny,PennsylvaniaAllegheny,128,79,47,27,41.6,5.762370923,4.758662139,5.772050188,5.80204199,40.8,6.088334932,5.84993326,5.440838267,5.624286222,56333,45,16.8,23.7,6.1,8.3,4.7,26.7,0,0,0,1,0,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10.8
Pennsylvania,Armstrong,PennsylvaniaArmstrong,122,54,39,49,16.7,4.45296648,3.487703863,4.518553419,4.522809253,46.3,4.821716545,4.557639515,4.435908041,3.924589386,47527,28.3,19,21.2,13.6,17.9,3.5,29.7,0,0,9,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11.1
Pennsylvania,Beaver,PennsylvaniaBeaver,142,62,42,36.8,24.7,4.871835534,3.930337636,4.908211488,4.934230722,45.1,5.222445928,4.968870372,4.733261481,4.576882441,53981,33.8,17.4,25.4,8.8,14.6,4,25.6,0,0,7,0,0,5,0,0,0,0,0,0,0,0,2,0,5,0,0,2,0,0,11,0,0,0,11.7
Pennsylvania,Berks,PennsylvaniaBerks,102,58,40,36.7,24.9,5.282039491,4.301962726,5.311505925,5.325841877,39.9,5.619763047,5.297235102,5.025064068,4.951968584,59580,31.8,16.7,23.3,8.7,19.4,3.9,24.9,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10.2
Pennsylvania,Blair,PennsylvaniaBlair,87,54,38,45,21.3,4.732819803,3.711975854,4.782608768,4.8008751,43.4,5.092867957,4.797848981,4.650443522,4.241172787,45664,31.2,18.6,25.3,8.8,16,2.9,20.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14.9
Pennsylvania,Bradford,PennsylvaniaBradford,81,48,37,47,18.7,4.414839698,3.323664536,4.480093218,4.492732459,44.5,4.787488813,4.479186474,4.334172173,3.905472062,50900,28.4,16.2,19.8,13.6,21.9,4.4,22.5,0,0,0,0,0,0,0,1,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3
Pennsylvania,Bucks,PennsylvaniaBucks,115,46,33,28.2,41.3,5.492314694,4.449015316,5.487679845,5.503772984,43.8,5.796830949,5.590053418,5.265169365,5.302880485,82031,43.1,13.9,25.2,7.8,9.9,5.1,29.8,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,5.7
Pennsylvania,Cambria,PennsylvaniaCambria,89,56,38,45.4,21.1,4.706478812,3.729407797,4.820726763,4.83486558,45.1,5.128883702,4.848804701,4.682072838,4.337439293,44943,33.1,19.8,22.9,9.8,14.3,2.8,24.1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14.9
Pennsylvania,Centre,PennsylvaniaCentre,90,51,38,29.4,45.5,4.857060978,3.649432223,4.92927584,4.883496769,31.7,5.208019219,4.889245661,4.560755242,4.602645893,56466,46.8,18.1,19.7,6.5,8.9,4.9,20.4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15.9
Pennsylvania,Chester,PennsylvaniaChester,143,55,39,20.8,53,5.418402394,4.256116147,5.406107373,5.418980381,40.4,5.713621568,5.492271358,5.103269929,5.253010707,92417,49.7,13.7,21.9,7.3,7.4,7,27.9,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5.9
Pennsylvania,Clearfield,PennsylvaniaClearfield,54,42,31,49.5,15.1,4.509296632,3.515211304,4.622265845,4.583323488,44.7,4.904261002,4.59244325,4.462158321,3.982180746,45188,26.7,19.7,21.1,11.7,20.7,2.4,24.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,13.7
Pennsylvania,Dauphin,PennsylvaniaDauphin,116,61,40,33.2,30.8,5.119457149,4.106088858,5.123407323,5.151219645,39.8,5.43856608,5.159813745,4.813941084,4.888724127,57071,38.4,17.9,25.2,6,12.4,4.1,22,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11.3
Pennsylvania,Elk,PennsylvaniaElk,67,44,34,48,19.6,4.125058151,3.272073788,4.188168859,4.181414796,46.9,4.485834953,4.223054413,4.078927834,3.651084089,49876,26.3,14,18.6,8.4,32.8,3.7,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.8
Pennsylvania,Indiana,PennsylvaniaIndiana,112,48,36,43.2,23,4.534508388,3.535040813,4.631798771,4.632659713,39.8,4.933259451,4.614855049,4.448505354,4.101540873,46306,30,19.5,22.7,12.5,15.3,3,23,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14
Pennsylvania,Lackawanna,PennsylvaniaLackawanna,81,50,38,36.9,28.3,4.972526818,3.998346537,5.010639117,5.037322892,42.3,5.325215905,5.056809601,4.711815662,4.786211767,48380,35.1,17.2,24.8,8.3,14.7,3.7,20.9,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
Pennsylvania,Lebanon,PennsylvaniaLebanon,115,55,30,44,20.7,4.819938569,3.756103372,4.832502526,4.849265817,41.2,5.141995043,4.850584976,4.66527134,4.373757685,57698,30.1,18.4,24,9.5,18,4,23.1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.4
Pennsylvania,Lehigh,PennsylvaniaLehigh,93,52,37,32.9,29.9,5.238246887,4.262640904,5.248098384,5.268489045,39.2,5.55944337,5.255957185,4.915331229,4.98176879,60116,35.1,16.6,24.7,7.1,16.6,4.5,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,11.5
Pennsylvania,Luzerne,PennsylvaniaLuzerne,54,43,31,39,22.9,5.14669535,4.232767474,5.195822192,5.206588433,43,5.502268669,5.181062871,4.93513932,4.80685803,49290,31,17.8,25.9,7.9,17.3,3.3,22.1,0,0,0,0,1,0,0,0,0,5,5,0,0,0,2,0,1,0,0,0,0,4,1,0,0,0,15.2
Pennsylvania,Lycoming,PennsylvaniaLycoming,109,51,37,38.9,23.4,4.707314634,3.691346764,4.751717797,4.76642772,41.4,5.060165031,4.772475737,4.617409267,4.229451454,50634,30.4,19.9,24.1,9.2,16.5,3.1,20.2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,13.6
Pennsylvania,Philadelphia,PennsylvaniaPhiladelphia,119,59,41,32.6,29.7,5.802369335,4.951963734,5.872472697,5.919067104,34.3,6.197424472,5.850812203,5.108311273,5.760629779,40649,37.7,23.1,22.4,5.9,10.9,3.5,32.9,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,0,0,0,4,0,12,1,0,0,0,23
Pennsylvania,Somerset,PennsylvaniaSomerset,71,44,34,49.8,15.9,4.470807261,3.490520309,4.59148756,4.555227499,45.9,4.874765843,4.602732627,4.492830206,3.931610406,46132,28.3,19.6,20.8,12.6,18.7,4.8,24.2,4,0,40,0,0,0,0,5,0,0,1,2,0,0,0,0,9,0,2,0,0,8,21,0,0,5,12.5
Pennsylvania,Susquehanna,PennsylvaniaSusquehanna,71,40,23,45,18.6,4.262996582,3.161667412,4.31793804,4.312727284,48.2,4.616370472,4.32888904,4.172573744,3.784189205,52014,27.2,17.4,21.3,14.8,19.3,5.4,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
Pennsylvania,Tioga,PennsylvaniaTioga,79,47,37,45.3,19.1,4.233706654,3.231214648,4.31209269,4.316180099,44.3,4.615171199,4.324014798,4.197280558,3.695306522,50017,29.4,18.5,20.6,12.1,19.4,4.8,23.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,13.4
Pennsylvania,Westmoreland,PennsylvaniaWestmoreland,81,50,35,36.9,29.1,5.205869916,4.206205012,5.23867575,5.258876629,46.8,5.549923628,5.30640787,5.10922746,4.851863492,56702,36.2,16.7,23.4,9,14.7,3.9,26.3,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.5
Pennsylvania,Wyoming,PennsylvaniaWyoming,76,43,25,46.4,19.6,4.084361759,3.045322979,4.142608436,4.136752266,44.2,4.440720217,4.171960354,3.997211583,3.672467313,55965,25.2,17.7,24,14.4,18.7,6,25.6,0,0,0,0,0,0,0,0,0,2,2,5,1,0,0,0,6,0,0,1,0,0,1,0,0,0,9.9
Rhode Island,Providence,Rhode IslandProvidence,112,54,40,31,29,5.458861359,4.513430698,5.489234051,5.513281541,37.3,5.802454213,4.75466935,4.007961033,4.662105901,52530,35,20.7,24,7.3,13,3.4,24.4,0,0,5,0,0,0,0,9,0,17,2,1,5,0,0,0,8,0,0,1,0,0,19,0,0,0,14
South Carolina,Aiken,South CarolinaAiken,71,44,32,32.8,26.4,4.855779533,3.57840997,4.90721782,4.935315771,41,5.222523987,4.930363128,4.71255711,4.508866251,47713,34,16.9,22.9,10.7,15.5,2.9,24.9,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,12.5
South Carolina,Anderson,South CarolinaAnderson,71,46,35,31.2,22.2,4.931839109,3.73255458,4.975730427,5.006166425,40.7,5.292244992,4.982691752,4.829721781,4.434073654,45551,32.3,16.6,23.7,9.9,17.5,2.8,22.9,0,0,10,1,0,0,0,7,0,6,7,0,1,0,0,0,4,0,0,0,0,8,4,0,0,0,12.9
Tennessee,Anderson,TennesseeAnderson,64,46,35,32.9,23.3,4.505814483,3.363799945,4.567073442,4.589625713,43.3,4.879525945,4.550558536,4.364794807,4.069409071,47206,33.6,19,23.6,10.1,13.7,3,23.3,0,0,10,1,0,0,0,7,0,6,7,0,1,0,0,0,4,0,0,0,0,8,4,0,0,0,15.3
South Carolina,Berkeley,South CarolinaBerkeley,51,43,31,29.4,25,4.995819402,3.768933942,5.016987402,5.021503532,36,5.320281333,5.018941706,4.758889193,4.655359369,56697,33.1,17.6,24,11.3,13.8,3.6,27.3,0,0,11,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.7
South Carolina,Charleston,South CarolinaCharleston,117,51,35,22.7,43.6,5.297874266,4.126683263,5.281467445,5.308600692,37.6,5.596275929,5.340160442,4.969867679,5.084522658,57882,41.7,19.2,23,7.4,8.7,6.3,23.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.7
South Carolina,Chesterfield,South CarolinaChesterfield,89,49,34,41.3,10.4,4.311986835,3.121559844,4.354914786,4.368881656,42.3,4.662984361,4.275909969,4.052963129,3.871047261,38469,22.7,16.3,22.1,12.7,26.2,1.2,23.9,0,0,1,2,0,0,0,48,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,19.9
Virginia,Chesterfield,VirginiaChesterfield,61,44,32,23.6,40.5,5.243325829,4.040246215,5.21360806,5.245297935,38.8,5.530771975,5.307898056,4.970002652,5.029119874,76969,42.1,14.8,25.6,7.9,9.7,4.8,26.4,0,0,1,2,0,0,0,48,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6.6
South Carolina,Darlington,South CarolinaDarlington,49,42,32,35.1,18.4,4.455484402,3.296445794,4.500963351,4.550961752,41.4,4.827711662,4.510772821,4.226135722,4.182414652,36217,31.1,17.5,23.8,8.9,18.7,2.5,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,2,19.6
South Carolina,Florence,South CarolinaFlorence,95,42,28,32.9,23.6,4.802130356,3.57333584,4.810225795,4.869008646,39,5.141641009,4.809627042,4.513417383,4.493499875,43310,34.7,19,24.2,7.8,14.4,3.4,23.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,17
South Carolina,Greenville,South CarolinaGreenville,116,55,39,23.8,35.1,5.38268509,4.164739384,5.383551479,5.409170326,38.1,5.697579776,5.411880541,5.176152056,5.0129637,53739,37.9,16.4,23.8,7,14.8,4.4,22.2,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,10.7
South Carolina,Horry,South CarolinaHorry,50,44,32,32.5,23.6,5.130192198,4.105203516,5.190611798,5.219623815,45.2,5.506390017,5.254654402,5.074893203,4.772174961,46475,27.6,25.8,28.1,10.2,8.3,4,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,12.7
South Carolina,Lexington,South CarolinaLexington,111,48,29,28.2,30.4,5.158006466,3.816705184,5.144558641,5.166788178,39,5.456845618,5.160072173,4.967627527,4.692855728,57482,37,15,25.8,10.3,12,3.9,25.5,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,11.9
South Carolina,Oconee,South CarolinaOconee,0,0,0,29,25.8,4.520876382,3.273232834,4.577503289,4.589893776,45.3,4.884772714,4.609252815,4.472727203,4.017617573,43978,30.3,19.3,21.3,11.1,18,3.3,24.6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,13.1
South Carolina,Spartanburg,South CarolinaSpartanburg,112,54,40,29.3,24.5,5.171065004,4.018159374,5.165941369,5.192177026,38.2,5.480287274,5.172179521,4.971090213,4.723669072,47575,31.2,15.4,23.8,8.7,20.9,2.5,22.7,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,12.9
South Dakota,Brookings,South DakotaBrookings,87,55,38,25.2,40.3,4.247211971,2.909020854,4.243980066,4.222742476,26.7,4.534521072,4.16337012,3.903089987,3.78604121,53473,36.6,17.4,22.2,10.1,13.6,5.5,14.9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11.9
South Dakota,Codington,South DakotaCodington,101,53,36,36.5,21.5,4.166193215,2.877371346,4.148602655,4.143420785,38.8,4.447049444,4.119288889,3.952211058,3.583991799,52025,27.4,15.7,27.9,10.2,18.7,5.4,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9.7
South Dakota,Hughes,South DakotaHughes,76,30,14,27.3,34.7,3.981093423,2.525044807,3.935003151,3.954580163,38,4.245931954,3.940665872,3.742096402,3.470263447,59741,43.1,14.2,24.3,11.1,7.2,2.1,10.8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.9
South Dakota,Meade,South DakotaMeade,84,47,38,28.7,27.2,4.121723946,2.834420704,4.156821636,4.116441698,36.2,4.4381308,4.135768515,3.994537104,3.516535374,54286,31.9,18,22.6,14.4,13.1,7.7,20.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7
South Dakota,Minnehaha,South DakotaMinnehaha,90,52,35,26.4,33.1,5.033556436,3.710540448,4.973520389,4.966911043,34.7,5.271258285,4.96532402,4.692397417,4.607261961,57322,34.6,16.3,26.1,9.3,13.7,3.4,17.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
South Dakota,Pennington,South DakotaPennington,91,62,31,27.5,31.5,4.732988497,3.480006943,4.74028372,4.734831821,38.6,5.038596321,4.759803776,4.544849072,4.313993695,52245,32.1,19.7,27.5,11.3,9.3,4.1,17.3,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
Tennessee,Blount,TennesseeBlount,92,51,38,34.6,24.2,4.774078801,3.60906055,4.794418331,4.820549544,43.4,5.108710441,4.821552829,4.67389599,4.251248762,51172,32.8,15.9,26.3,10.5,14.5,4,24.8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
Tennessee,Claiborne,TennesseeClaiborne,51,44,32,38,16.1,4.073278336,2.948901761,4.186419489,4.210906814,43,4.499865711,4.111766433,4.025223915,3.342620043,35428,29,16.8,18.3,13.9,22,3.8,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.7
Tennessee,Loudon,TennesseeLoudon,97,49,34,32.4,26.4,4.343841687,3.176091259,4.401986099,4.421208934,47.5,4.712733859,4.467977875,4.336139399,3.8409212,55431,27.4,19.8,22.8,11.5,18.5,4.8,23.4,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
Tennessee,McMinn,TennesseeMcMinn,88,47,28,40.4,16.2,4.334031315,3.258637283,4.407169876,4.435143326,42.7,4.722411783,4.358220473,4.25947442,3.63918756,39990,27,16.6,20.6,9.9,25.8,3.3,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14.5
Tennessee,Roane,TennesseeRoane,91,46,26,36.3,19.8,4.332600028,3.179838928,4.413819265,4.43081653,46.3,4.723431042,4.413534454,4.283188116,3.780605306,45407,31.8,18.6,23.3,8.1,18.2,3.3,27.4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6
Tennessee,Sevier,TennesseeSevier,105,49,40,37.2,17.4,4.686099772,3.714413592,4.674686653,4.690249256,42.7,4.983567656,4.639227429,4.528170821,3.939269586,44473,25.7,25,28.4,9.1,11.8,4.8,24.8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9
Tennessee,Williamson,TennesseeWilliamson,71,47,37,13.3,59.8,5.082332894,3.786964259,5.029469005,5.047769253,39.2,5.339745509,5.142802288,4.936860436,4.700366186,103543,54.4,11.5,24.3,4.5,5.2,9,27.3,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.3
Texas,Atascosa,TexasAtascosa,156,60,29,38.7,14.4,4.300573747,3.265525335,4.387354227,4.387923467,35.4,4.688668936,4.257318513,4.079904468,3.768268016,55194,25.8,21.1,19.7,18.7,14.7,5.9,30.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7
Texas,Bexar,TexasBexar,158,77,49,25.4,28,5.940026631,4.851930679,5.97773732,5.989376391,33.4,6.284625841,5.878533859,5.482689255,5.644264246,53999,34.8,19.6,26,9.7,10,4.2,25,2,0,0,4,0,0,0,17,0,3,8,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,15.2
Texas,Brazoria,TexasBrazoria,182,51,33,25.5,30,5.210698328,4.183753706,5.25299858,5.24288664,35.6,5.549002035,5.187625052,4.953948054,4.790847904,76426,41.7,14,20.2,11.2,12.8,2.8,29.8,4,0,0,0,0,0,0,0,0,12,10,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,8.6
Texas,Brazos,TexasBrazos,99,52,30,19.2,41.7,5.042835303,3.794697127,5.045612412,5.03390202,26.2,5.340826681,4.92815508,4.676291129,4.547060547,43907,41.1,18,22.9,8.7,9.3,3.4,17,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Texas,Brewster,TexasBrewster,80,50,40,21.3,40,3.581038949,2.434568904,3.658774321,3.668199484,43.3,3.964542466,3.681693392,3.389343311,3.352375495,38906,35.8,26.3,18,11.3,8.6,4.8,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.1
