,Unnamed: 0_x,State_x,County,Abbreviation,Year,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Unnamed: 0_y,State_y,Area_name,First Word of Each County,Abbreivation,# Employed,# Unemployed
373,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1183,Louisiana,"St. Martin Parish, LA",St.,LouisianaSt.,20268,1789
374,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1184,Louisiana,"St. Mary Parish, LA",St.,LouisianaSt.,17722,1794
375,357,Louisiana,St. Bernard,LouisianaSt.,2020,91,55,40,32.6,11.6,1185,Louisiana,"St. Tammany Parish, LA",St.,LouisianaSt.,108590,7876
853,363,Louisiana,Tangipahoa,LouisianaTangipahoa,2020,64,49,26,37.2,20.0,1186,Louisiana,"Tangipahoa Parish, LA",Tangipahoa,LouisianaTangipahoa,51012,5377
854,364,Louisiana,Terrebonne,LouisianaTerrebonne,2020,74,50,27,38.9,15.6,1188,Louisiana,"Terrebonne Parish, LA",Terrebonne,LouisianaTerrebonne,42663,3561
855,365,Louisiana,West Baton Rouge,LouisianaWest,2020,101,58,38,37.2,22.0,1194,Louisiana,"West Baton Rouge Parish, LA",West,LouisianaWest,12530,972
856,365,Louisiana,West Baton Rouge,LouisianaWest,2020,101,58,38,37.2,22.0,1195,Louisiana,"West Carroll Parish, LA",West,LouisianaWest,3270,367
857,365,Louisiana,West Baton Rouge,LouisianaWest,2020,101,58,38,37.2,22.0,1196,Louisiana,"West Feliciana Parish, LA",West,LouisianaWest,4989,287
864,366,Maine,Androscoggin,MaineAndroscoggin,2020,66,44,29,35.5,22.8,1199,Maine,"Androscoggin County, ME",Androscoggin,MaineAndroscoggin,51486,2984
865,367,Maine,Aroostook,MaineAroostook,2020,189,47,33,37.3,19.2,1200,Maine,"Aroostook County, ME",Aroostook,MaineAroostook,27642,1613
866,368,Maine,Cumberland,MaineCumberland,2020,97,53,38,22.2,47.6,1201,Maine,"Cumberland County, ME",Cumberland,MaineCumberland,152368,8495
867,369,Maine,Hancock,MaineHancock,2020,105,48,35,30.8,34.1,1203,Maine,"Hancock County, ME",Hancock,MaineHancock,26059,1589
868,370,Maine,Kennebec,MaineKennebec,2020,64,44,35,32.7,28.1,1204,Maine,"Kennebec County, ME",Kennebec,MaineKennebec,58332,3044
869,371,Maine,Knox,MaineKnox,2020,71,45,31,32.9,33.5,1205,Maine,"Knox County, ME",Knox,MaineKnox,18481,1054
870,372,Maine,Oxford,MaineOxford,2020,65,44,33,42.0,19.2,1207,Maine,"Oxford County, ME",Oxford,MaineOxford,24097,1718
871,373,Maine,Penobscot,MainePenobscot,2020,73,44,29,33.6,27.7,1208,Maine,"Penobscot County, ME",Penobscot,MainePenobscot,70710,4007
872,374,Maine,Washington,MaineWashington,2020,61,44,33,38.0,22.0,1213,Maine,"Washington County, ME",Washington,MaineWashington,12575,833
873,375,Maine,York,MaineYork,2020,87,47,39,30.0,32.5,1214,Maine,"York County, ME",York,MaineYork,104935,5949
874,376,Maryland,Allegany,MarylandAllegany,2020,9,3,1,41.8,18.9,1216,Maryland,"Allegany County, MD",Allegany,MarylandAllegany,28437,2398
875,377,Maryland,Anne Arundel,MarylandAnne,2020,108,49,32,23.7,41.7,1217,Maryland,"Anne Arundel County, MD",Anne,MarylandAnne,292309,18104
876,378,Maryland,Baltimore,MarylandBaltimore,2020,105,57,39,25.8,39.4,1218,Maryland,"Baltimore County, MD",Baltimore,MarylandBaltimore,415263,30432
877,378,Maryland,Baltimore,MarylandBaltimore,2020,105,57,39,25.8,39.4,1239,Maryland,"Baltimore city, MD",Baltimore,MarylandBaltimore,256482,24705
884,380,Maryland,Calvert,MarylandCalvert,2020,67,44,35,30.3,32.4,1219,Maryland,"Calvert County, MD",Calvert,MarylandCalvert,46006,2537
885,381,Maryland,Carroll,MarylandCarroll,2020,84,49,39,29.4,36.4,1221,Maryland,"Carroll County, MD",Carroll,MarylandCarroll,88333,4740
886,382,Maryland,Cecil,MarylandCecil,2020,97,49,34,36.1,23.9,1222,Maryland,"Cecil County, MD",Cecil,MarylandCecil,48988,3095
887,383,Maryland,Charles,MarylandCharles,2020,58,44,34,31.7,28.9,1223,Maryland,"Charles County, MD",Charles,MarylandCharles,80309,5790
888,384,Maryland,Dorchester,MarylandDorchester,2020,84,47,35,38.5,21.2,1224,Maryland,"Dorchester County, MD",Dorchester,MarylandDorchester,14923,1067
889,385,Maryland,Frederick,MarylandFrederick,2020,90,49,40,24.1,41.4,1225,Maryland,"Frederick County, MD",Frederick,MarylandFrederick,124969,7898
890,386,Maryland,Garrett,MarylandGarrett,2020,71,46,36,43.3,20.9,1226,Maryland,"Garrett County, MD",Garrett,MarylandGarrett,14261,1013
891,387,Maryland,Harford,MarylandHarford,2020,119,55,38,26.0,36.7,1227,Maryland,"Harford County, MD",Harford,MarylandHarford,130336,8001
892,388,Maryland,Howard,MarylandHoward,2020,68,44,28,13.5,62.6,1228,Maryland,"Howard County, MD",Howard,MarylandHoward,174916,9558
893,389,Maryland,Kent,MarylandKent,2020,100,46,33,29.8,35.1,1229,Maryland,"Kent County, MD",Kent,MarylandKent,9026,638
894,390,Maryland,Montgomery,MarylandMontgomery,2020,77,45,33,13.4,58.9,1230,Maryland,"Montgomery County, MD",Montgomery,MarylandMontgomery,513663,34735
895,391,Maryland,Prince George's,MarylandPrince,2020,105,50,37,25.8,33.1,1231,Maryland,"Prince George's County, MD",Prince,MarylandPrince,462879,41397
896,392,Maryland,Washington,MarylandWashington,2020,81,51,37,36.5,21.9,1236,Maryland,"Washington County, MD",Washington,MarylandWashington,67799,4904
897,393,Massachusetts,Barnstable,MassachusettsBarnstable,2020,108,45,35,23.7,43.4,1241,Massachusetts,"Barnstable County, MA",Barnstable,MassachusettsBarnstable,97073,11055
898,394,Massachusetts,Berkshire,MassachusettsBerkshire,2020,94,52,36,29.4,33.6,1242,Massachusetts,"Berkshire County, MA",Berkshire,MassachusettsBerkshire,56016,5629
899,395,Massachusetts,Bristol,MassachusettsBristol,2020,119,53,39,29.9,28.7,1243,Massachusetts,"Bristol County, MA",Bristol,MassachusettsBristol,263456,30076
900,396,Massachusetts,Dukes,MassachusettsDukes,2020,126,45,37,23.6,44.9,1244,Massachusetts,"Dukes County, MA",Dukes,MassachusettsDukes,8640,877
901,397,Massachusetts,Essex,MassachusettsEssex,2020,97,50,37,25.1,39.9,1245,Massachusetts,"Essex County, MA",Essex,MassachusettsEssex,374075,40585
902,398,Massachusetts,Franklin,MassachusettsFranklin,2020,96,55,37,28.5,37.3,1246,Massachusetts,"Franklin County, MA",Franklin,MassachusettsFranklin,36565,2936
903,399,Massachusetts,Hampden,MassachusettsHampden,2020,99,55,39,30.7,27.1,1247,Massachusetts,"Hampden County, MA",Hampden,MassachusettsHampden,197372,22887
904,400,Massachusetts,Hampshire,MassachusettsHampshire,2020,84,48,35,22.6,48.3,1248,Massachusetts,"Hampshire County, MA",Hampshire,MassachusettsHampshire,79477,6184
905,401,Massachusetts,Middlesex,MassachusettsMiddlesex,2020,93,48,36,19.0,56.3,1249,Massachusetts,"Middlesex County, MA",Middlesex,MassachusettsMiddlesex,818205,64193
906,402,Massachusetts,Norfolk,MassachusettsNorfolk,2020,71,43,32,19.2,53.6,1251,Massachusetts,"Norfolk County, MA",Norfolk,MassachusettsNorfolk,348328,31733
907,403,Massachusetts,Plymouth,MassachusettsPlymouth,2020,80,51,37,27.8,37.6,1252,Massachusetts,"Plymouth County, MA",Plymouth,MassachusettsPlymouth,250579,26154
908,404,Massachusetts,Suffolk,MassachusettsSuffolk,2020,84,51,37,22.1,46.1,1253,Massachusetts,"Suffolk County, MA",Suffolk,MassachusettsSuffolk,403388,43170
909,405,Massachusetts,Worcester,MassachusettsWorcester,2020,90,52,38,27.8,36.4,1254,Massachusetts,"Worcester County, MA",Worcester,MassachusettsWorcester,394081,37924
910,433,Minnesota,Anoka,MinnesotaAnoka,2020,87,52,35,27.9,30.5,1341,Minnesota,"Anoka County, MN",Anoka,MinnesotaAnoka,185714,12590
911,434,Minnesota,Becker,MinnesotaBecker,2020,101,46,32,31.6,25.0,1342,Minnesota,"Becker County, MN",Becker,MinnesotaBecker,17644,1173
912,435,Minnesota,Beltrami,MinnesotaBeltrami,2020,73,39,23,27.8,29.2,1343,Minnesota,"Beltrami County, MN",Beltrami,MinnesotaBeltrami,23306,1559
913,436,Minnesota,Carlton,MinnesotaCarlton,2020,84,42,24,32.1,22.1,1348,Minnesota,"Carlton County, MN",Carlton,MinnesotaCarlton,16435,1280
914,437,Minnesota,Cass,MinnesotaCass,2020,75,35,17,32.3,23.2,1350,Minnesota,"Cass County, MN",Cass,MinnesotaCass,12905,1301
915,438,Minnesota,Cook,MinnesotaCook,2020,53,21,10,24.0,40.4,1355,Minnesota,"Cook County, MN",Cook,MinnesotaCook,2699,249
916,439,Minnesota,Crow Wing,MinnesotaCrow,2020,76,42,28,29.9,24.7,1357,Minnesota,"Crow Wing County, MN",Crow,MinnesotaCrow,29954,2337
917,440,Minnesota,Dakota,MinnesotaDakota,2020,135,52,30,20.4,42.2,1358,Minnesota,"Dakota County, MN",Dakota,MinnesotaDakota,227375,15019
918,441,Minnesota,Goodhue,MinnesotaGoodhue,2020,87,46,35,32.8,26.0,1364,Minnesota,"Goodhue County, MN",Goodhue,MinnesotaGoodhue,25099,1560
919,442,Minnesota,Hennepin,MinnesotaHennepin,2020,156,57,38,16.4,50.1,1366,Minnesota,"Hennepin County, MN",Hennepin,MinnesotaHennepin,663738,46532
920,443,Minnesota,Lake,MinnesotaLake,2020,71,42,30,30.9,28.8,1377,Minnesota,"Lake County, MN",Lake,MinnesotaLake,4889,384
921,443,Minnesota,Lake,MinnesotaLake,2020,71,42,30,30.9,28.8,1378,Minnesota,"Lake of the Woods County, MN",Lake,MinnesotaLake,2292,150
924,444,Minnesota,Lyon,MinnesotaLyon,2020,80,48,32,31.7,26.1,1381,Minnesota,"Lyon County, MN",Lyon,MinnesotaLyon,13719,645
925,445,Minnesota,Mille Lacs,MinnesotaMille,2020,87,44,33,38.6,14.7,1387,Minnesota,"Mille Lacs County, MN",Mille,MinnesotaMille,11847,1090
926,446,Minnesota,Olmsted,MinnesotaOlmsted,2020,111,52,35,19.9,44.9,1394,Minnesota,"Olmsted County, MN",Olmsted,MinnesotaOlmsted,86093,4937
927,447,Minnesota,Ramsey,MinnesotaRamsey,2020,160,54,30,20.9,42.3,1401,Minnesota,"Ramsey County, MN",Ramsey,MinnesotaRamsey,270117,20064
928,449,Minnesota,Scott,MinnesotaScott,2020,121,49,32,22.2,39.9,1409,Minnesota,"Scott County, MN",Scott,MinnesotaScott,78940,4957
929,450,Minnesota,Stearns,MinnesotaStearns,2020,80,47,33,28.0,27.5,1412,Minnesota,"Stearns County, MN",Stearns,MinnesotaStearns,85650,5213
930,451,Minnesota,Washington,MinnesotaWashington,2020,77,42,24,21.0,44.3,1421,Minnesota,"Washington County, MN",Washington,MinnesotaWashington,135509,8074
931,452,Minnesota,Winona,MinnesotaWinona,2020,52,27,16,27.2,30.1,1424,Minnesota,"Winona County, MN",Winona,MinnesotaWinona,26800,1393
932,453,Minnesota,Wright,MinnesotaWright,2020,112,51,34,29.4,29.6,1425,Minnesota,"Wright County, MN",Wright,MinnesotaWright,71523,4198
933,454,Mississippi,Bolivar,MississippiBolivar,2020,85,56,39,24.9,23.6,1433,Mississippi,"Bolivar County, MS",Bolivar,MississippiBolivar,10531,1006
934,455,Mississippi,DeSoto,MississippiDeSoto,2020,100,54,37,29.2,25.0,1444,Mississippi,"DeSoto County, MS",DeSoto,MississippiDeSoto,85029,5469
935,456,Mississippi,Forrest,MississippiForrest,2020,97,59,36,27.2,27.8,1445,Mississippi,"Forrest County, MS",Forrest,MississippiForrest,30328,2655
936,457,Mississippi,Hancock,MississippiHancock,2020,88,54,38,28.1,22.0,1450,Mississippi,"Hancock County, MS",Hancock,MississippiHancock,17106,1586
937,458,Mississippi,Harrison,MississippiHarrison,2020,101,60,42,29.1,23.1,1451,Mississippi,"Harrison County, MS",Harrison,MississippiHarrison,79148,8262
938,459,Mississippi,Hinds,MississippiHinds,2020,114,62,44,25.0,29.0,1452,Mississippi,"Hinds County, MS",Hinds,MississippiHinds,94636,9755
939,460,Mississippi,Jackson,MississippiJackson,2020,84,55,39,31.2,21.1,1457,Mississippi,"Jackson County, MS",Jackson,MississippiJackson,52868,5567
940,461,Mississippi,Lauderdale,MississippiLauderdale,2020,50,42,31,27.5,19.7,1465,Mississippi,"Lauderdale County, MS",Lauderdale,MississippiLauderdale,27416,2222
941,462,Mississippi,Lee,MississippiLee,2020,54,45,35,25.9,24.4,1468,Mississippi,"Lee County, MS",Lee,MississippiLee,37985,3362
942,463,Mississippi,Yalobusha,MississippiYalobusha,2020,51,42,31,40.2,13.8,1508,Mississippi,"Yalobusha County, MS",Yalobusha,MississippiYalobusha,4513,387
943,464,Missouri,Andrew,MissouriAndrew,2020,77,49,38,37.4,24.9,1512,Missouri,"Andrew County, MO",Andrew,MissouriAndrew,9355,394
944,465,Missouri,Boone,MissouriBoone,2020,93,44,33,21.3,46.1,1520,Missouri,"Boone County, MO",Boone,MissouriBoone,92311,4070
945,466,Missouri,Buchanan,MissouriBuchanan,2020,126,53,33,37.8,21.1,1521,Missouri,"Buchanan County, MO",Buchanan,MissouriBuchanan,41667,2160
946,467,Missouri,Callaway,MissouriCallaway,2020,87,45,35,36.1,23.1,1524,Missouri,"Callaway County, MO",Callaway,MissouriCallaway,20410,956
947,468,Missouri,Cass,MissouriCass,2020,105,49,36,33.9,26.3,1529,Missouri,"Cass County, MO",Cass,MissouriCass,51203,2876
948,469,Missouri,Cedar,MissouriCedar,2020,99,50,36,41.2,13.6,1530,Missouri,"Cedar County, MO",Cedar,MissouriCedar,5478,256
949,470,Missouri,Clay,MissouriClay,2020,101,55,35,28.4,33.2,1534,Missouri,"Clay County, MO",Clay,MissouriClay,128194,8374
950,471,Missouri,Clinton,MissouriClinton,2020,87,48,37,40.0,21.6,1535,Missouri,"Clinton County, MO",Clinton,MissouriClinton,9936,628
951,472,Missouri,Franklin,MissouriFranklin,2020,94,17,1,32.7,20.9,1546,Missouri,"Franklin County, MO",Franklin,MissouriFranklin,49396,3265
952,473,Missouri,Greene,MissouriGreene,2020,116,52,37,28.0,30.5,1549,Missouri,"Greene County, MO",Greene,MissouriGreene,142704,8062
953,474,Missouri,Iron,MissouriIron,2020,100,47,17,41.4,10.8,1557,Missouri,"Iron County, MO",Iron,MissouriIron,3254,246
954,475,Missouri,Jackson,MissouriJackson,2020,157,60,40,28.3,31.6,1558,Missouri,"Jackson County, MO",Jackson,MissouriJackson,334471,25742
955,476,Missouri,Jasper,MissouriJasper,2020,82,52,35,33.6,23.6,1559,Missouri,"Jasper County, MO",Jasper,MissouriJasper,52968,3186
956,477,Missouri,Jefferson,MissouriJefferson,2020,141,54,38,31.6,20.4,1560,Missouri,"Jefferson County, MO",Jefferson,MissouriJefferson,109655,7119
957,478,Missouri,Lincoln,MissouriLincoln,2020,108,48,37,42.3,16.8,1567,Missouri,"Lincoln County, MO",Lincoln,MissouriLincoln,26926,1797
958,479,Missouri,Monroe,MissouriMonroe,2020,84,43,31,48.4,12.4,1579,Missouri,"Monroe County, MO",Monroe,MissouriMonroe,3564,225
959,480,Missouri,New Madrid,MissouriNew,2020,200,168,117,46.7,12.1,1582,Missouri,"New Madrid County, MO",New,MissouriNew,7991,492
960,481,Missouri,Perry,MissouriPerry,2020,97,47,36,43.3,17.7,1589,Missouri,"Perry County, MO",Perry,MissouriPerry,9264,562
961,485,Missouri,St. Louis City,MissouriSt.,2020,155,67,46,24.6,38.9,1602,Missouri,"St. Charles County, MO",St.,MissouriSt.,212786,11735
962,485,Missouri,St. Louis City,MissouriSt.,2020,155,67,46,24.6,38.9,1603,Missouri,"St. Clair County, MO",St.,MissouriSt.,3534,230
963,485,Missouri,St. Louis City,MissouriSt.,2020,155,67,46,24.6,38.9,1605,Missouri,"St. Francois County, MO",St.,MissouriSt.,24562,1852
964,485,Missouri,St. Louis City,MissouriSt.,2020,155,67,46,24.6,38.9,1606,Missouri,"St. Louis County, MO",St.,MissouriSt.,491901,32820
965,485,Missouri,St. Louis City,MissouriSt.,2020,155,67,46,24.6,38.9,1625,Missouri,"St. Louis city, MO",St.,MissouriSt.,139334,12958
986,486,Missouri,Stoddard,MissouriStoddard,2020,62,36,18,41.5,13.3,1613,Missouri,"Stoddard County, MO",Stoddard,MissouriStoddard,12450,788
987,487,Missouri,Taney,MissouriTaney,2020,57,35,17,33.6,19.9,1616,Missouri,"Taney County, MO",Taney,MissouriTaney,22866,3393
988,488,Montana,Cascade,MontanaCascade,2020,115,44,18,32.8,25.7,1633,Montana,"Cascade County, MT",Cascade,MontanaCascade,35561,2236
989,489,Montana,Fergus,MontanaFergus,2020,157,47,39,28.5,29.1,1640,Montana,"Fergus County, MT",Fergus,MontanaFergus,5578,266
990,490,Montana,Flathead,MontanaFlathead,2020,190,56,35,29.4,31.0,1641,Montana,"Flathead County, MT",Flathead,MontanaFlathead,45499,3858
991,491,Montana,Gallatin,MontanaGallatin,2020,159,52,22,17.8,50.1,1642,Montana,"Gallatin County, MT",Gallatin,MontanaGallatin,66898,3536
992,492,Montana,Lake,MontanaLake,2020,174,27,6,28.5,29.6,1650,Montana,"Lake County, MT",Lake,MontanaLake,12815,844
993,493,Montana,Lewis and Clark,MontanaLewis,2020,164,55,40,23.6,40.1,1651,Montana,"Lewis and Clark County, MT",Lewis,MontanaLewis,34666,1813
994,494,Montana,Lincoln,MontanaLincoln,2020,327,71,40,37.3,19.6,1653,Montana,"Lincoln County, MT",Lincoln,MontanaLincoln,7278,819
995,495,Montana,Missoula,MontanaMissoula,2020,176,83,47,21.7,43.0,1658,Montana,"Missoula County, MT",Missoula,MontanaMissoula,60106,4017
996,496,Montana,Phillips,MontanaPhillips,2020,140,64,35,39.5,17.2,1662,Montana,"Phillips County, MT",Phillips,MontanaPhillips,1798,93
997,497,Montana,Powder River,MontanaPowder,2020,157,66,40,29.7,24.4,1664,Montana,"Powder River County, MT",Powder,MontanaPowder,946,30
998,498,Montana,Powell,MontanaPowell,2020,11,7,3,37.8,20.4,1665,Montana,"Powell County, MT",Powell,MontanaPowell,2819,137
999,499,Montana,Ravalli,MontanaRavalli,2020,176,54,11,30.4,27.8,1667,Montana,"Ravalli County, MT",Ravalli,MontanaRavalli,19493,1191
1000,500,Montana,Richland,MontanaRichland,2020,68,46,36,35.2,18.9,1668,Montana,"Richland County, MT",Richland,MontanaRichland,5556,382
1001,501,Montana,Roosevelt,MontanaRoosevelt,2020,55,26,9,31.6,17.4,1669,Montana,"Roosevelt County, MT",Roosevelt,MontanaRoosevelt,4185,266
1002,502,Montana,Rosebud,MontanaRosebud,2020,153,48,37,30.7,17.8,1670,Montana,"Rosebud County, MT",Rosebud,MontanaRosebud,3530,212
1003,503,Montana,Sanders,MontanaSanders,2020,236,51,23,41.9,17.9,1671,Montana,"Sanders County, MT",Sanders,MontanaSanders,4691,395
1004,504,Montana,Sheridan,MontanaSheridan,2020,53,20,10,32.1,23.9,1672,Montana,"Sheridan County, MT",Sheridan,MontanaSheridan,1684,85
1005,505,Montana,Silver Bow,MontanaSilver,2020,173,56,19,32.0,27.2,1673,Montana,"Silver Bow County, MT",Silver,MontanaSilver,16153,1142
1006,506,Montana,Yellowstone,MontanaYellowstone,2020,160,48,23,30.2,32.1,1682,Montana,"Yellowstone County, MT",Yellowstone,MontanaYellowstone,78676,4527
1008,507,Nebraska,Cass,NebraskaCass,2020,71,32,14,29.9,27.7,1696,Nebraska,"Cass County, NE",Cass,NebraskaCass,12851,581
1009,508,Nebraska,Douglas,NebraskaDouglas,2020,156,55,36,21.4,39.7,1711,Nebraska,"Douglas County, NE",Douglas,NebraskaDouglas,284846,15294
1010,509,Nebraska,Hall,NebraskaHall,2020,85,43,20,31.3,21.5,1723,Nebraska,"Hall County, NE",Hall,NebraskaHall,30179,1851
1011,510,Nebraska,Knox,NebraskaKnox,2020,84,48,35,33.8,21.6,1737,Nebraska,"Knox County, NE",Knox,NebraskaKnox,4517,138
1012,511,Nebraska,Lancaster,NebraskaLancaster,2020,74,45,30,21.5,39.5,1738,Nebraska,"Lancaster County, NE",Lancaster,NebraskaLancaster,169507,7499
1013,512,Nebraska,Sarpy,NebraskaSarpy,2020,149,52,29,21.7,39.8,1760,Nebraska,"Sarpy County, NE",Sarpy,NebraskaSarpy,92833,3943
1014,513,Nebraska,Scotts Bluff,NebraskaScotts,2020,122,55,27,28.7,22.9,1762,Nebraska,"Scotts Bluff County, NE",Scotts,NebraskaScotts,17402,758
1015,514,Nebraska,Thomas,NebraskaThomas,2020,71,29,11,22.8,24.7,1769,Nebraska,"Thomas County, NE",Thomas,NebraskaThomas,403,17
1016,515,Nebraska,Washington,NebraskaWashington,2020,72,42,23,31.6,29.9,1772,Nebraska,"Washington County, NE",Washington,NebraskaWashington,10729,407
1017,516,Nevada,Carson City,NevadaCarson,2020,192,67,41,26.0,22.2,1794,Nevada,"Carson City, NV",Carson,NevadaCarson,23987,2143
1018,517,Nevada,Churchill,NevadaChurchill,2020,147,50,40,31.6,18.8,1778,Nevada,"Churchill County, NV",Churchill,NevadaChurchill,10451,623
1019,518,Nevada,Clark,NevadaClark,2020,174,93,61,28.5,24.5,1779,Nevada,"Clark County, NV",Clark,NevadaClark,958069,165513
1020,519,Nevada,Douglas,NevadaDouglas,2020,249,60,17,24.4,29.4,1780,Nevada,"Douglas County, NV",Douglas,NevadaDouglas,20531,1934
1021,520,Nevada,Elko,NevadaElko,2020,154,47,18,32.8,16.6,1781,Nevada,"Elko County, NV",Elko,NevadaElko,25264,1527
1022,521,Nevada,Lyon,NevadaLyon,2020,331,59,38,32.8,14.4,1787,Nevada,"Lyon County, NV",Lyon,NevadaLyon,21077,1968
1023,522,Nevada,Nye,NevadaNye,2020,200,40,21,38.9,10.7,1789,Nevada,"Nye County, NV",Nye,NevadaNye,15889,1707
1024,523,Nevada,Washoe,NevadaWashoe,2020,240,85,46,23.5,30.8,1792,Nevada,"Washoe County, NV",Washoe,NevadaWashoe,234544,19734
1025,524,Nevada,White Pine,NevadaWhite,2020,136,61,44,41.5,13.2,1793,Nevada,"White Pine County, NV",White,NevadaWhite,4403,192
1026,532,New Jersey,Atlantic,New JerseyAtlantic,2020,90,47,34,32.0,28.1,1807,New Jersey,"Atlantic County, NJ",Atlantic,New JerseyAtlantic,99546,21491
1027,533,New Jersey,Bergen,New JerseyBergen,2020,119,58,39,22.7,49.3,1808,New Jersey,"Bergen County, NJ",Bergen,New JerseyBergen,432189,45703
1028,534,New Jersey,Camden,New JerseyCamden,2020,87,58,40,29.5,32.5,1810,New Jersey,"Camden County, NJ",Camden,New JerseyCamden,230287,25761
1029,535,New Jersey,Cumberland,New JerseyCumberland,2020,71,52,38,39.4,15.6,1812,New Jersey,"Cumberland County, NJ",Cumberland,New JerseyCumberland,59148,7129
1030,536,New Jersey,Essex,New JerseyEssex,2020,127,58,39,28.0,35.5,1813,New Jersey,"Essex County, NJ",Essex,New JerseyEssex,330269,43674
1031,537,New Jersey,Gloucester,New JerseyGloucester,2020,101,49,36,32.0,33.0,1814,New Jersey,"Gloucester County, NJ",Gloucester,New JerseyGloucester,137052,14028
1032,538,New Jersey,Hudson,New JerseyHudson,2020,90,54,37,25.1,42.3,1815,New Jersey,"Hudson County, NJ",Hudson,New JerseyHudson,322277,38221
1033,539,New Jersey,Hunterdon,New JerseyHunterdon,2020,85,52,38,21.0,52.7,1816,New Jersey,"Hunterdon County, NJ",Hunterdon,New JerseyHunterdon,58730,4565
1034,540,New Jersey,Mercer,New JerseyMercer,2020,112,54,38,24.6,42.6,1817,New Jersey,"Mercer County, NJ",Mercer,New JerseyMercer,190150,15255
1035,541,New Jersey,Middlesex,New JerseyMiddlesex,2020,112,53,37,25.3,43.6,1818,New Jersey,"Middlesex County, NJ",Middlesex,New JerseyMiddlesex,398298,38031
1036,542,New Jersey,Monmouth,New JerseyMonmouth,2020,93,48,37,23.4,46.0,1819,New Jersey,"Monmouth County, NJ",Monmouth,New JerseyMonmouth,298748,28964
1037,543,New Jersey,Morris,New JerseyMorris,2020,84,47,35,20.1,54.1,1820,New Jersey,"Morris County, NJ",Morris,New JerseyMorris,232958,19630
1038,544,New Jersey,Ocean,New JerseyOcean,2020,84,48,35,34.0,30.0,1821,New Jersey,"Ocean County, NJ",Ocean,New JerseyOcean,252016,26397
1039,545,New Jersey,Passaic,New JerseyPassaic,2020,100,47,36,34.5,28.2,1822,New Jersey,"Passaic County, NJ",Passaic,New JerseyPassaic,214293,30894
1040,546,New Jersey,Union,New JerseyUnion,2020,111,56,38,28.6,36.0,1826,New Jersey,"Union County, NJ",Union,New JerseyUnion,248871,27340
1041,547,New Jersey,Warren,New JerseyWarren,2020,100,50,34,30.6,33.0,1827,New Jersey,"Warren County, NJ",Warren,New JerseyWarren,50947,4723
1042,548,New Mexico,Bernalillo,New MexicoBernalillo,2020,214,77,54,23.2,34.4,1829,New Mexico,"Bernalillo County, NM",Bernalillo,New MexicoBernalillo,303820,26825
1043,549,New Mexico,Catron,New MexicoCatron,2020,79,31,11,47.1,15.7,1830,New Mexico,"Catron County, NM",Catron,New MexicoCatron,1075,84
1044,550,New Mexico,Chaves,New MexicoChaves,2020,75,39,19,27.7,18.0,1831,New Mexico,"Chaves County, NM",Chaves,New MexicoChaves,25832,2274
1045,551,New Mexico,Dona Ana,New MexicoDona,2020,400,88,53,22.7,27.1,1836,New Mexico,"Dona Ana County, NM",Dona,New MexicoDona,89080,8073
1046,552,New Mexico,Eddy,New MexicoEddy,2020,115,80,46,36.6,16.2,1837,New Mexico,"Eddy County, NM",Eddy,New MexicoEddy,31384,2316
1047,553,New Mexico,Lea,New MexicoLea,2020,76,50,39,31.5,13.6,1842,New Mexico,"Lea County, NM",Lea,New MexicoLea,26281,3264
1048,554,New Mexico,Lincoln,New MexicoLincoln,2020,51,29,13,29.9,25.8,1843,New Mexico,"Lincoln County, NM",Lincoln,New MexicoLincoln,8154,789
1049,555,New Mexico,Los Alamos,New MexicoLos,2020,53,19,11,8.8,67.4,1844,New Mexico,"Los Alamos County, NM",Los,New MexicoLos,9603,371
1050,556,New Mexico,Luna,New MexicoLuna,2020,360,40,19,34.4,12.5,1845,New Mexico,"Luna County, NM",Luna,New MexicoLuna,8727,1645
1051,557,New Mexico,Rio Arriba,New MexicoRio,2020,90,54,44,32.2,19.3,1850,New Mexico,"Rio Arriba County, NM",Rio,New MexicoRio,15455,1361
1052,558,New Mexico,San Juan,New MexicoSan,2020,109,64,45,30.5,14.9,1853,New Mexico,"San Juan County, NM",San,New MexicoSan,45321,5046
1053,558,New Mexico,San Juan,New MexicoSan,2020,109,64,45,30.5,14.9,1854,New Mexico,"San Miguel County, NM",San,New MexicoSan,9646,870
1056,559,New Mexico,Sandoval,New MexicoSandoval,2020,119,61,44,25.5,30.5,1852,New Mexico,"Sandoval County, NM",Sandoval,New MexicoSandoval,60627,5698
1057,560,New Mexico,Santa Fe,New MexicoSanta,2020,101,58,44,22.3,41.0,1855,New Mexico,"Santa Fe County, NM",Santa,New MexicoSanta,65455,5891
1058,561,New Mexico,Socorro,New MexicoSocorro,2020,49,28,12,37.4,22.0,1857,New Mexico,"Socorro County, NM",Socorro,New MexicoSocorro,5805,443
1059,562,New Mexico,Taos,New MexicoTaos,2020,64,43,20,28.2,28.7,1858,New Mexico,"Taos County, NM",Taos,New MexicoTaos,13238,1729
