,county,state,Abbreviation,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
1687,Logan,New Dakota,New DakotaLogan,1076,930,128,57379,4488,39.7,18,14.2,17.5,10.7,16.7,14.4
1688,Logan,Nebraska,NebraskaLogan,450,407,38,50278,12533,28,12.9,18.2,24.4,16.4,15.8,27.8
1689,Logan,Ohio,OhioLogan,22985,17625,4990,53051,1732,27.4,12.5,19.7,8.9,31.6,5.1,22
1690,Logan,Oklahoma,OklahomaLogan,21574,15608,5455,59133,4642,35,18.5,22.3,13.4,10.8,6.3,28.5
1691,Logan,West Virginia ,West Virginia Logan,13026,10534,2333,37859,3152,27.4,18.7,24.9,16.4,12.5,1.6,25.1
1692,Long,Georgia,GeorgiaLong,5656,3528,2033,53083,4971,29,18.6,21.3,13.1,18.1,1.4,30.2
1693,Lonoke,Arkansas,ArkansasLonoke,30660,22884,6684,57290,2075,34.6,16.6,23.4,11.7,13.7,2.6,27.3
1694,Lorain,Ohio,OhioLorain,151988,76719,72792,54987,963,33.6,17.9,24.1,8.5,16,3.3,24.2
1695,Los,New Mexico,New MexicoLos,12293,4278,7554,110190,6543,67.7,12.6,13,4.2,2.5,2.9,15.7
1696,Los,California,CaliforniaLos,4139895,1107090,2947568,61015,262,36.4,19,24.1,7.6,12.8,5.3,30.9
1697,Loudon,Tennessee,TennesseeLoudon,29375,21684,6933,55431,1837,27.4,19.8,22.8,11.5,18.5,4.8,23.4
1698,Loudoun,Virginia,VirginiaLoudoun,223599,82088,138372,129588,2111,57.3,13.2,19.9,4.5,5.1,7,33.7
1699,Louisa,Iowa,IowaLouisa,5326,3500,1726,54393,4017,23.5,15.2,18.5,13,29.7,5.3,24.3
1700,Louisa,Virginia,VirginiaLouisa,21858,13294,8269,56946,4745,35,16.5,23.9,11.9,12.7,5.6,36.3
1701,Loup,Nebraska,NebraskaLoup,454,370,75,58625,6306,49.5,10.8,10.5,15.6,13.6,33,26.7
1702,Love,Oklahoma,OklahomaLove,4076,3305,711,49409,5797,24.2,22.9,23.4,11.6,18,5.8,23.1
1703,Loving,Texas,TexasLoving,66,60,4,80938,32455,33.3,0,12.8,5.1,48.7,7.7,22.4
1704,Lowndes,Alabama,AlabamaLowndes,6830,1835,4968,29785,4076,23,17.4,21.6,11.5,26.5,1.8,30.3
1705,Lowndes,Georgia,GeorgiaLowndes,46355,25691,20117,39911,1705,30.9,20,28.4,8.8,11.8,2.6,19.2
1706,Lowndes,Mississippi,MississippiLowndes,26993,13699,12913,43198,2630,29.6,17.1,24.2,9.6,19.5,2.8,20.8
1707,Lubbock,Texas,TexasLubbock,120204,78560,39757,49078,1138,35,19.9,25.3,9.9,9.8,2.5,17.3
1708,Lucas,Iowa,IowaLucas,4630,3287,1284,47325,3761,26.9,16.5,28.5,11.9,16.2,4.9,19.8
1709,Lucas,Ohio,OhioLucas,194882,79628,111989,44820,790,33.7,19.4,23,7,16.9,2.9,20.6
1710,Luce,Michigan,MichiganLuce,3101,2109,842,41221,2374,29.5,25.9,23.4,8.4,12.9,4.9,13.6
1711,Lumpkin,Georgia,GeorgiaLumpkin,15531,12163,3126,43039,2966,28.8,20.8,24.1,11,15.3,3.5,28.7
1712,Luna,New Mexico,New MexicoLuna,8104,4407,3565,27602,1859,21.7,24.1,21.9,15.6,16.7,4.5,17.8
1713,Lunenburg,Virginia,VirginiaLunenburg,6038,3586,2413,39537,3382,23.1,21.2,19.8,15.7,20.2,4.8,29.1
1714,Luzerne,Pennsylvania,PennsylvaniaLuzerne,151727,86127,64100,49290,817,31,17.8,25.9,7.9,17.3,3.3,22.1
1715,Lycoming,Pennsylvania,PennsylvaniaLycoming,59221,41439,16961,50634,1359,30.4,19.9,24.1,9.2,16.5,3.1,20.2
1716,Lyman,South Dakota,South DakotaLyman,1597,1042,525,47113,4914,35.9,16.5,23.5,14.9,9.2,6.1,11.8
1717,Lynchburg,Virginia,VirginiaLynchburg,36002,17097,18048,41971,1414,37.9,22.4,21.9,6.7,11.1,3.7,17.4
1718,Lynn,Texas,TexasLynn,2293,1853,428,44922,3955,31.1,14.3,24.7,19.8,10.1,2.7,19.1
1719,Lyon,Iowa,IowaLyon,6852,5707,1067,62012,2497,37.7,15.6,19.3,13,14.5,7.2,16.2
1720,Lyon,Kansas,KansasLyon,13622,7381,5878,42992,2717,30.9,18.5,19.8,11,19.8,3.6,17
1721,Lyon,Kentucky,KentuckyLyon,4228,3100,1092,50268,4267,25.6,20.3,24.5,12.9,16.8,1.2,20.3
1722,Lyon,Minnesota,MinnesotaLyon,12889,7979,4630,54181,2200,35.4,15.8,20.4,11,17.4,5.7,15.2
1723,Lyon,Nevada,NevadaLyon,29392,20302,8264,50920,1612,25.1,20.6,23.5,13.4,17.4,3.1,29.6
1724,Mackinac,Michigan,MichiganMackinac,7015,4304,2632,42559,1988,24.6,25.7,23.9,12,13.8,6.8,20.7
1725,Macomb,Michigan,MichiganMacomb,496523,264535,225561,58175,616,34.4,17.6,24.5,7.4,16.1,2.5,27.4
1726,Macon,Alabama,AlabamaMacon,8697,1539,7084,32308,2946,29.4,24,19.5,7.6,19.6,1.6,22.5
1727,Macon,Georgia,GeorgiaMacon,4662,1783,2857,30851,3027,19.6,20.6,19.1,11.1,29.6,4.7,27.3
1728,Macon,Illinois,IllinoisMacon,48934,28373,19633,49052,1793,32,20.2,23.3,8.4,16.1,3.2,17.9
1729,Macon,Missouri,MissouriMacon,7834,6075,1661,38903,2263,27.9,17.3,21.2,14.2,19.4,3.3,20
1730,Macon,North Carolina,North CarolinaMacon,20589,14152,6213,40659,2141,28.9,25.6,22.6,13.2,9.7,4,21.4
1731,Macon,Tennessee,TennesseeMacon,9486,8095,1307,35533,2673,24.8,16.2,21,13,25,2.1,34.6
1732,Macoupin,Illinois,IllinoisMacoupin,23919,16058,7313,53890,2348,31,17.3,23.9,11.2,16.7,5.2,27.6
1733,Madera,California,CaliforniaMadera,52029,28458,22438,48210,2108,23.9,17.3,22,23,13.8,3.6,25.6
1734,Madison,Alabama,AlabamaMadison,193955,102395,86885,61318,1430,46.3,15.2,21.6,6.4,10.5,3.4,21.3
1735,Madison,Arkansas,ArkansasMadison,7315,5630,1555,42894,3325,29.3,14.9,20,14.8,21.1,4,31.7
1736,Madison,Florida,FloridaMadison,9380,5576,3747,31816,2625,27.6,18.4,26,9.7,18.3,2.9,27
1737,Madison,Georgia,GeorgiaMadison,14937,11326,3411,47653,3252,29.7,15.1,22,13.8,19.3,4,26
1738,Madison,Iowa,IowaMadison,9806,6507,3134,60077,4365,37.8,15.9,20,12.7,13.6,7,28.2
1739,Madison,Idaho,IdahoMadison,17112,13559,2666,33620,2136,39,19.2,23.4,8.8,9.6,5.5,14.1
1740,Madison,Illinois,IllinoisMadison,135686,75272,56845,56536,1150,34.9,17.8,24.5,8.8,14,3.8,24.8
1741,Madison,Indiana,IndianaMadison,51633,31153,19459,45432,1143,29.2,20.8,24,8.7,17.3,3.7,25.9
1742,Madison,Kentucky,KentuckyMadison,43903,27353,15580,46674,2049,36.3,19.6,22.4,7.3,14.4,3.1,22.6
1743,Madison,Missouri,MissouriMadison,5671,4581,1017,37484,6275,20.9,21.1,21.7,18.6,17.6,2.9,25.4
1744,Madison,Mississippi,MississippiMadison,45832,26188,18931,68600,2636,46.3,11.8,24.3,6.8,10.8,1.9,22.1
1745,Madison,Montana,MontanaMadison,6107,4186,1770,47900,3493,33.8,22.6,17.3,17.9,8.3,11.6,21.4
1746,Madison,North Carolina,North CarolinaMadison,13000,7928,4878,40563,2334,31.1,21.1,18.6,14.9,14.3,7.7,28.9
1747,Madison,Nebraska,NebraskaMadison,15407,11678,3393,49865,1887,29.1,16.9,21.9,12.4,19.6,4,14.2
1748,Madison,New York,New YorkMadison,27698,16553,10417,58365,1967,36.6,18.5,22.3,10.4,12.2,4.7,23.3
1749,Madison,Ohio,OhioMadison,19309,13445,5558,62897,1726,32.1,16.8,21,11.6,18.5,4.1,25.3
1750,Madison,Tennessee,TennesseeMadison,42847,23922,18309,44496,2056,32.8,19.2,25.2,6.8,16,2.9,18.6
1751,Madison,Texas,TexasMadison,5289,4165,1084,44004,4196,28.6,23.2,19.7,14.9,13.6,3.3,23.4
1752,Madison,Virginia,VirginiaMadison,8129,5300,2698,52287,4596,32.2,17.3,24.9,13.2,12.3,5.1,30.5
1753,Madison,Lousiana,LousianaMadison,4670,1930,2654,29424,3063,25.6,31.1,19.9,10.3,13.1,0.5,13
1754,Magoffin,Kentucky,KentuckyMagoffin,5446,4174,1213,29578,3866,32.1,16.6,13.6,21.7,16.1,1.4,31.8
1755,Mahaska,Iowa,IowaMahaska,11381,8297,2894,50568,1801,32.9,15.7,21.5,11.1,18.8,4.9,18.3
1756,Mahnomen,Minnesota,MinnesotaMahnomen,2303,1143,1112,42439,2382,27.3,28.9,19.1,14,10.8,7.1,20.6
1757,Mahoning,Ohio,OhioMahoning,116565,58601,56346,43251,939,32,18.9,24.9,8.3,15.8,3.1,21.9
1758,Major,Oklahoma,OklahomaMajor,3467,3084,320,52056,2596,28.4,13.3,22.6,20,15.7,3.3,23
1759,Malheur,Oregan,OreganMalheur,11653,8101,3202,37112,2868,26.5,22.1,18.6,15.8,17,5.6,18.9
1760,Manassas,Virginia,VirginiaManassas,6071,2062,3913,79131,7001,36.7,15.4,24.4,14.3,9.2,5,37.3
1761,Manassas,Virginia,VirginiaManassas,16892,6256,10356,77551,3453,33.7,20.1,23.6,14.1,8.5,4,34.1
1762,Manatee,Florida,FloridaManatee,216879,124966,90127,53408,1088,33.1,20.7,26.9,9.7,9.6,7.5,25.4
1763,Manistee,Michigan,MichiganManistee,14654,8321,6107,44882,2234,29.4,24.6,22.5,9.8,13.8,3.7,20.8
1764,Manitowoc,Wisconsin,WisconsinManitowoc,44829,27218,16818,51053,1209,28.2,17.1,20.5,9.8,24.5,3.8,18.7
1765,Marathon,Wisconsin,WisconsinMarathon,76751,44624,30808,56509,1350,34.1,14.1,24.4,8.8,18.6,5,19.5
1766,Marengo,Alabama,AlabamaMarengo,10882,5337,5476,32255,3045,29.6,17.6,20.5,11.4,20.9,2.8,25.5
1767,Maricopa,Arizona,ArizonaMaricopa,2063663,993691,1038364,58580,350,37.4,18.1,26.7,8.4,9.5,6.4,25.8
1768,Maries,Missouri,MissouriMaries,4774,3890,814,41715,3999,24.6,17.1,19.6,13.5,25.2,7.8,31
1769,Marin,California,CaliforniaMarin,151603,23662,125172,104703,1763,53.8,14.4,21.4,5.7,4.6,10.7,31.7
1770,Marinette,Wisconsin,WisconsinMarinette,22979,15304,7366,44958,1772,26.1,16.5,21.1,12.3,24,2.9,19.8
1771,Marion,Alabama,AlabamaMarion,13786,12190,1457,35719,2063,25.6,16.4,23.7,11.6,22.8,2.4,23.2
1772,Marion,Arkansas,ArkansasMarion,7481,5767,1526,36113,2636,26,21.7,21.1,11.5,19.7,4.5,22.1
1773,Marion,Florida,FloridaMarion,204621,127825,74848,41964,878,28.5,22.6,28.7,10,10.2,6.4,25.4
1774,Marion,Georgia,GeorgiaMarion,3624,2275,1311,39015,5043,28.5,13.5,20.9,18.5,18.6,3.2,32.3
1775,Marion,Iowa,IowaMarion,19217,12657,6170,57917,2942,35.8,16.2,20.2,7.9,19.9,5.2,19
1776,Marion,Illinois,IllinoisMarion,17214,12540,4396,44679,2207,26.2,22.4,19.6,8.5,23.3,2.3,20.4
1777,Marion,Indiana,IndianaMarion,390405,133968,247265,44869,575,34.9,17.7,25,7.5,14.9,3.2,23.3
1778,Marion,Kansas,KansasMarion,5969,4377,1463,50212,2917,30.6,15.4,21.5,11.9,20.7,5.4,20
1779,Marion,Kentucky,KentuckyMarion,8928,6113,2722,40005,4274,27.6,19.1,14.9,9.2,29.2,4,20.4
1780,Marion,Missouri,MissouriMarion,13370,9910,3201,44098,2536,30.3,18.6,20.6,12.3,18.2,4.2,18.6
1781,Marion,Mississippi,MississippiMarion,11338,7783,3421,30998,2383,28.2,15.7,24.4,17.4,14.3,3.7,30.8
1782,Marion,Ohio,OhioMarion,27126,18526,8089,44708,1991,28,17.5,20.4,8.9,25.3,2.4,22
1783,Marion,Oregan,OreganMarion,164156,78424,80138,53828,1048,30.5,18.8,24.3,12.9,13.5,4.6,23.2
1784,Marion,South Carolina,South CarolinaMarion,14704,5711,8872,31129,2196,25.7,21,22.1,9.4,21.8,1.9,30.3
1785,Marion,Tennessee,TennesseeMarion,13204,9873,3165,45366,3152,28,13.2,24.9,14,20,4.3,28.1
1786,Marion,Texas,TexasMarion,4844,3459,1331,36938,3112,28.7,19.1,21.8,13,17.4,5.3,31.4
1787,Marion,West Virginia ,West Virginia Marion,25794,16300,8901,48158,1899,34,19.1,22,12.8,12.1,4,23.8
1788,Mariposa,California,CaliforniaMariposa,10280,5950,4088,51385,3637,30.5,32.7,20.6,8,8.2,9.2,30.9
1789,Marlboro,South Carolina,South CarolinaMarlboro,11446,5044,6290,33921,1434,23.2,17.5,21.1,9.5,28.7,1.8,25.2
1790,Marquette,Michigan,MichiganMarquette,37460,16288,20465,48491,1702,32.5,22.9,23.4,11.3,9.9,3.4,17.6
1791,Marquette,Wisconsin,WisconsinMarquette,9065,5719,3239,49052,1428,23.2,18.1,20,12.7,26,4.1,30
1792,Marshall,Alabama,AlabamaMarshall,39492,33094,5880,41104,1311,28.3,15.6,22.1,13.1,20.9,2.4,23.9
1793,Marshall,Iowa,IowaMarshall,18122,9564,8171,52752,1749,26.5,18.1,19.6,10.3,25.5,3.5,17.5
1794,Marshall,Illinois,IllinoisMarshall,6343,4196,2004,55173,2308,29.4,19.4,20.3,11.4,19.5,3.6,27.7
1795,Marshall,Indiana,IndianaMarshall,19915,13841,5712,51869,2198,26.6,13.8,20.3,9.3,30,3.5,22.4
1796,Marshall,Kansas,KansasMarshall,5023,3662,1239,50420,2613,30.7,14.4,21.1,10.8,23,4.5,15.5
1797,Marshall,Kentucky,KentuckyMarshall,17601,13297,4071,49126,2746,28.6,15.2,22.3,12.3,21.5,2.6,23.2
1798,Marshall,Minnesota,MinnesotaMarshall,5101,3721,1295,57289,2745,32.6,14.2,20.8,13.4,19,8,23.3
1799,Marshall,Mississippi,MississippiMarshall,13064,6591,6283,41134,2932,23.2,14.3,24.9,12.6,25.1,6,28.2
1800,Marshall,Oklahoma,OklahomaMarshall,6064,4891,1100,45671,2781,24,17.8,23.4,11.2,23.6,2.2,23.8
1801,Marshall,South Dakota,South DakotaMarshall,2178,1287,858,60948,4258,36,13,17.2,16.6,17.2,8.8,17.1
1802,Marshall,Tennessee,TennesseeMarshall,14862,11029,3603,46837,3183,25.4,13.8,23.9,11,25.9,2.2,30.1
1803,Marshall,West Virginia ,West Virginia Marshall,13666,10137,3348,42473,3682,28.2,21.3,21.7,14.3,14.4,2.2,25
1804,Martin,Florida,FloridaMartin,98911,61152,36878,55588,1532,36.9,21.1,25.8,9.5,6.8,8.4,26.3
1805,Martin,Indiana,IndianaMartin,5155,4029,1011,49372,2903,29.5,15.1,17,12.6,25.8,4.6,26.4
1806,Martin,Kentucky,KentuckyMartin,3930,3496,403,29239,7144,28.9,14.1,29.5,17,10.5,0.3,35.5
1807,Martin,Minnesota,MinnesotaMartin,11038,7476,3304,53627,3587,32.5,18,22,12.1,15.5,6.8,17
1808,Martin,North Carolina,North CarolinaMartin,12536,6529,5910,35969,3249,28.3,19.5,23.7,10.6,17.9,2.4,24
1809,Martin,Texas,TexasMartin,2160,1857,288,71115,10287,29.3,13.6,19.8,24.9,12.4,3.3,17.9
1810,Martinsville,Virginia,VirginiaMartinsville,6004,2165,3766,33545,4045,25.2,19.8,23.4,5.7,25.8,3.1,19.9
1811,Mason,Illinois,IllinoisMason,6756,4645,1984,44695,3786,28.4,17.5,22.7,13.1,18.2,2.6,26.9
1812,Mason,Kentucky,KentuckyMason,7958,5477,2362,43082,4017,29.1,15.4,23.2,13.5,18.9,2.9,25.8
1813,Mason,Michigan,MichiganMason,17249,10207,6802,45524,1693,30.1,20.2,23.7,9.3,16.6,4.3,17.6
1814,Mason,Texas,TexasMason,2700,2108,566,40949,3689,21,24.1,23.5,23.8,7.6,4.5,20.2
1815,Mason,Washington,WashingtonMason,36432,18342,16999,53087,2046,28.6,19.9,22.1,17.1,12.2,5.3,32.1
1816,Mason,West Virginia ,West Virginia Mason,11149,8422,2511,38977,3951,23.5,21.6,19.3,12.5,23.2,1.7,32.2
1817,Massac,Illinois,IllinoisMassac,6803,4989,1719,42168,3400,26.8,20.9,24.5,12.6,15.2,2.4,20.7
1818,Matagorda,Texas,TexasMatagorda,13710,9836,3726,44896,4175,23.9,18.9,21.8,18.2,17.3,2.1,21.7
1819,Mathews,Virginia,VirginiaMathews,5824,3900,1824,63622,9637,29.9,14.2,27.3,12,16.6,5.4,32.5
1820,Maui,Hawaii,HawaiiMaui,71025,22111,47301,72762,1654,29,28.4,23.6,10.4,8.6,5.6,21.2
1821,Maury,Tennessee,TennesseeMaury,46561,31408,14386,52080,1627,32.4,16.5,24.9,10.3,15.8,3.4,29.3
1822,Maverick,Texas,TexasMaverick,15338,6881,8324,37734,2701,21.1,26.5,22.6,14,15.8,1.3,22
1823,Mayes,Oklahoma,OklahomaMayes,16626,12749,3581,45302,1766,27.4,17.5,22.3,14.5,18.3,4.6,23.3
1824,McClain,Oklahoma,OklahomaMcClain,19236,15295,3582,62081,2502,35.7,16.6,22.7,14.5,10.5,5.7,26.7
1825,McCone,Montana,MontanaMcCone,1128,956,155,46193,3425,53.4,5.6,18.5,16.5,5.9,20.3,16.7
1826,McCook,South Dakota,South DakotaMcCook,2900,2068,769,60808,2338,33.2,16.6,24,15.1,11.2,7.8,24.7
1827,McCormick,South Carolina,South CarolinaMcCormick,5697,2958,2687,40622,2704,24.2,22.5,22.2,9.4,21.7,1.9,26.6
1828,McCracken,Kentucky,KentuckyMcCracken,33521,21820,11190,42894,2275,34,19.4,24.3,9.4,12.9,3.2,18.1
1829,McCreary,Kentucky,KentuckyMcCreary,6435,5664,725,19264,1762,22.4,20.6,23,12.4,21.7,1,28.2
1830,McCulloch,Texas,TexasMcCulloch,3430,2898,490,42367,7500,23.2,21,22.1,19.7,13.9,1.8,15.9
1831,McCurtain,Oklahoma,OklahomaMcCurtain,11467,9485,1858,34250,1429,23.3,18.7,19.9,14.7,23.4,1,21.8
1832,McDonald,Missouri,MissouriMcDonald,9050,7465,1437,41207,2694,20,16.1,22.8,14.5,26.6,3.7,25.9
1833,McDonough,Illinois,IllinoisMcDonough,12290,7009,4973,42911,3068,32.2,22.1,24.5,8.4,12.7,3.7,15.6
1834,McDowell,North Carolina,North CarolinaMcDowell,22910,16852,5813,38776,1998,25.5,19.5,19.7,10.4,24.9,3.7,23
1835,McDowell,West Virginia ,West Virginia McDowell,6527,5148,1333,25595,1577,24.3,26.2,21.4,15.4,12.7,2.4,24.8
1836,McDuffie,Georgia,GeorgiaMcDuffie,10455,6169,4168,40469,4618,29,17.7,21.2,11,21,2.3,26.5
1837,McHenry,Illinois,IllinoisMcHenry,162766,81479,77208,82230,1657,36.6,15.6,26.7,8.4,12.7,5.9,33.6
1838,McHenry,New Dakota,New DakotaMcHenry,3003,2364,564,61788,3074,34.6,13.6,18.9,19.5,13.4,7,26.5
1839,McIntosh,Georgia,GeorgiaMcIntosh,6696,4016,2612,43285,4280,23,17.9,27,13.2,18.9,5.3,29.1
1840,McIntosh,New Dakota,New DakotaMcIntosh,1455,1153,261,46012,4721,37.8,19.3,17.1,16.3,9.5,8.8,11.5
1841,McIntosh,Oklahoma,OklahomaMcIntosh,8335,6172,2031,38163,2682,26.3,19.4,21.3,13.1,19.9,4.9,27
1842,McKean,Pennsylvania,PennsylvaniaMcKean,19427,14067,5076,45866,1426,29.4,21,17.9,10.9,20.7,3.1,21.1
1843,McKenzie,New Dakota,New DakotaMcKenzie,5419,4482,814,79316,9257,33.6,10.9,20.3,16.3,18.9,8.1,17.4
1844,McKinley,New Mexico,New MexicoMcKinley,26406,7782,17969,30336,1354,29.4,25.1,22,9.7,13.8,9.5,22.1
1845,McLean,Illinois,IllinoisMcLean,87013,40365,43719,64573,1837,43.4,16.9,25.1,5.8,8.8,3.6,18
1846,McLean,Kentucky,KentuckyMcLean,4782,3633,1074,44242,7198,25.1,13,21.8,16.3,23.8,2.5,27
1847,McLean,New Dakota,New DakotaMcLean,5536,4198,1230,63926,4841,34.1,15.4,17.3,19.3,14,12.3,23.1
1848,McLennan,Texas,TexasMcLennan,97617,59432,36550,46262,1239,32.8,18.5,24.8,10.8,13.2,3.6,19.4
1849,McLeod,Minnesota,MinnesotaMcLeod,20888,13986,6413,59869,2044,30.2,17.6,20,11.6,20.5,3.3,22.5
1850,McMinn,Tennessee,TennesseeMcMinn,22815,18175,4357,39990,2047,27,16.6,20.6,9.9,25.8,3.3,23.8
1851,McMullen,Texas,TexasMcMullen,516,460,53,71389,19963,30.7,14.9,27.7,11.4,15.3,6.1,21.6
1852,McNairy,Tennessee,TennesseeMcNairy,11267,9085,1943,34353,2880,27.9,14.9,22.4,10.3,24.6,5.4,26.9
1853,McPherson,Kansas,KansasMcPherson,13868,9562,3977,56946,3025,36.1,17.1,18.4,9.9,18.5,3.3,13.5
1854,McPherson,Nebraska,NebraskaMcPherson,302,275,17,60714,10396,33.3,12,26.7,9.8,18.2,20.2,30.1
1855,McPherson,South Dakota,South DakotaMcPherson,1324,1075,222,41674,5079,35.7,18.7,19.8,15.3,10.6,15.6,18.4
1856,Meade,Kansas,KansasMeade,1807,1508,261,54167,2579,37.5,14.5,15.3,21.7,11,7.8,15.3
1857,Meade,Kentucky,KentuckyMeade,14110,10184,3632,53732,2389,29.6,16,19.6,16.4,18.4,2.9,30.7
1858,Meade,South Dakota,South DakotaMeade,13670,9875,3285,54286,3943,31.9,18,22.6,14.4,13.1,7.7,20.5
1859,Meagher,Montana,MontanaMeagher,1110,833,258,41343,4810,35.5,19.5,15.3,17.8,11.9,16,13.4
1860,Mecklenburg,North Carolina,North CarolinaMecklenburg,566192,178921,377501,61695,596,43.4,15.9,24.5,6.7,9.5,6.7,25.8
1861,Mecklenburg,Virginia,VirginiaMecklenburg,16204,9266,6803,41126,2130,32.2,20.3,22.1,9.2,16.2,4.1,24.7
1862,Mecosta,Michigan,MichiganMecosta,21077,13265,7373,43470,1558,28.1,22.7,21.1,8.3,19.9,5.4,23.8
1863,Medina,Ohio,OhioMedina,104378,63451,39326,71595,1509,40,14.4,24.8,8,12.8,4.3,27.1
1864,Medina,Texas,TexasMedina,22568,15599,6731,59305,2261,31.1,18.9,22,15.4,12.6,3,31.5
1865,Meeker,Minnesota,MinnesotaMeeker,13496,9358,3867,59611,2064,32.2,15.7,18.2,12.6,21.5,4.1,24.4
1866,Meigs,Ohio,OhioMeigs,10764,8163,2452,42105,2658,27.5,19,21.5,15.3,16.6,4.1,30.9
1867,Meigs,Tennessee,TennesseeMeigs,5529,4464,1008,39786,3531,22.3,16.3,18.7,13.6,29.1,1.5,31
1868,Mellette,South Dakota,South DakotaMellette,769,449,298,31165,2323,42.9,17.8,12.6,15.4,11.2,11.2,21.9
1869,Menard,Illinois,IllinoisMenard,6889,4722,2003,62368,2953,38.7,16.7,24,12.5,8.2,4.9,27.6
1870,Menard,Texas,TexasMenard,1023,819,196,37917,11237,30.9,16.9,13.5,29.3,9.5,3.7,29.3
1871,Mendocino,California,CaliforniaMendocino,25171,6312,18303,46528,1787,32.5,22,22.6,14.4,8.5,8.1,19.8
1872,Menifee,Kentucky,KentuckyMenifee,3102,2311,750,39688,5955,20.5,16.9,20.1,9.8,32.7,2.5,30.9
1873,Menominee,Michigan,MichiganMenominee,12622,8120,4314,44480,1955,24.8,18.5,21.6,10.5,24.7,4.3,20.8
1874,Menominee,Wisconsin,WisconsinMenominee,1590,278,1303,38080,3612,22,37.4,19.9,7.8,12.9,8.2,16.9
1875,Merced,California,CaliforniaMerced,81356,35240,44260,46338,1301,23.4,19,21.6,19.1,17,3.4,27
1876,Mercer,Illinois,IllinoisMercer,8750,5328,3212,55649,2472,29.9,14.1,22.7,12.7,20.6,4.2,26.7
1877,Mercer,Kentucky,KentuckyMercer,11735,8506,3033,47574,2789,29.7,17,21,12.6,19.7,4.8,26.4
1878,Mercer,Missouri,MissouriMercer,1779,1541,222,43314,3418,32.4,14,18.9,12.9,21.7,8.9,21.7
1879,Mercer,New Dakota,New DakotaMercer,4675,3856,704,80337,5043,27.4,18,19.2,19.8,15.6,4.6,17.8
1880,Mercer,New Jersey,New JerseyMercer,158252,45926,109514,77027,1571,44.7,17.2,22.5,6.1,9.4,5,28.3
1881,Mercer,Ohio,OhioMercer,23426,19145,3981,57052,2526,27,13.7,19.3,10.9,29.1,2.3,17.5
1882,Mercer,Pennsylvania,PennsylvaniaMercer,56420,35282,20426,47340,1186,30.6,21.2,22.8,8.4,17.1,4.9,20.8
1883,Mercer,West Virginia ,West Virginia Mercer,25134,19237,5556,37763,2087,30.8,20.5,26.9,9.9,11.9,2.2,21.6
1884,Meriwether,Georgia,GeorgiaMeriwether,10877,6524,4287,36368,4391,23.7,16,19.8,16.5,24,2.1,33
1885,Merrick,Nebraska,NebraskaMerrick,4267,3407,740,53536,1715,29.3,17.2,20.8,13.9,18.7,5.6,19.5
1886,Merrimack,New Hampshire,New HampshireMerrimack,16697,7669,8725,69856,1417,39.3,16.5,24,9.2,10.9,6.6,26.3
1887,Mesa,Colorado,ColoradoMesa,85368,53344,30106,51971,1350,33.8,18.4,23.7,12.5,11.6,6.2,20.2
1888,Metcalfe,Kentucky,KentuckyMetcalfe,5014,3957,973,35594,4852,24.9,15.2,20.2,12.4,27.3,6.8,25.2
1889,Miami,Indiana,IndianaMiami,14493,10925,3235,46666,2064,24.6,18.1,20,10.6,26.6,1.9,24.1
1890,Miami,Kansas,KansasMiami,17624,12116,5133,63501,3546,35.6,13.1,24.5,13.4,13.5,6.8,27.9
1891,Miami,Ohio,OhioMiami,56968,40531,15420,54568,1561,31.7,16,21.7,8.7,21.8,3.3,20.9
1892,Miami-Dade,Florida,FloridaMiami-Dade,1158600,532734,617647,46338,365,31.7,21.1,27.4,9.4,10.3,4.9,31.3
1893,Middlesex,Connecticut,ConnecticutMiddlesex,,,,81673,1923,45.4,15.2,23.5,7.9,8,5.6,26.1
1894,Middlesex,Massachusetts,MassachusettsMiddlesex,,,,92878,735,55,14.3,19.1,5.3,6.3,5.6,30.3
1895,Middlesex,New Jersey,New JerseyMiddlesex,298231,109625,184898,83133,856,45.1,13.9,23.2,6.5,11.3,4.2,33.3
1896,Middlesex,Virginia,VirginiaMiddlesex,6764,4196,2491,50483,5320,28.6,22.6,22.9,14.1,11.8,9.4,31
1897,Midland,Michigan,MichiganMidland,49175,27675,20493,57117,1948,39.9,17,21.7,8.8,12.6,3.5,21.1
1898,Midland,Texas,TexasMidland,58752,45463,12258,75815,3574,34.4,14.5,23.4,16.7,11,2.4,19.5
1899,Mifflin,Pennsylvania,PennsylvaniaMifflin,21491,16663,4599,46286,1795,25.2,19.4,18.7,12.6,24.1,3.8,24.1
1900,Milam,Texas,TexasMilam,10523,7950,2475,41768,2688,28.9,17.8,20.5,18,14.8,4.7,27.2
1901,Millard,Utah,UtahMillard,5872,5145,603,59312,4036,29.4,16.1,18.4,19.3,16.8,5.5,17.5
1902,Mille,Minnesota,MinnesotaMille,14666,9953,4403,53737,1711,27.8,19.1,20.2,15.4,17.5,4.9,30
1903,Miller,Arkansas,ArkansasMiller,16506,11907,4235,41862,1885,30.3,18.2,24,9,18.4,2,18.4
1904,Miller,Georgia,GeorgiaMiller,2835,2066,749,37255,4203,28.8,23.2,20.6,14.1,13.2,1.7,24.3
