,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Unnamed: 0,county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
565,North Carolina,Union,North CarolinaUnion,50,44,31,24.6,35.4,113926,7247,111658,115036,38.0,226694,2831,Union,North Carolina,129475.0,79778.0,48199.0,70858.0,1509.0,39.3,15.1,24.1,9.1,12.5,7.2,29.5
566,North Carolina,Wake,North CarolinaWake,101,56,38,15.1,52.8,546490,37598,508866,537692,36.0,1046558,2881,Wake,North Carolina,629804.0,225398.0,392146.0,73577.0,687.0,50.1,13.8,23.4,6.0,6.7,8.2,24.9
567,North Carolina,Yancey,North CarolinaYancey,105,58,44,33.2,20.3,7649,540,8648,9019,47.4,17667,3089,Yancey,North Carolina,11282.0,7481.0,3678.0,37610.0,2962.0,31.3,19.4,19.6,13.6,16.1,5.1,28.7
568,Ohio,Adams,OhioAdams,81,45,27,44.5,13.2,9968,1013,13950,13928,42.0,27878,16,Adams,Ohio,11905.0,9660.0,2130.0,36320.0,2651.0,28.3,18.9,16.7,13.6,22.5,4.8,36.5
569,Ohio,Allen,OhioAllen,105,52,36,38.8,18.9,44181,4122,52371,51271,39.0,103642,47,Allen,Ohio,46362.0,32052.0,13611.0,47905.0,1708.0,28.2,18.4,21.8,8.5,23.2,2.0,18.9
570,Ohio,Ashtabula,OhioAshtabula,93,44,31,44.6,14.3,40162,3645,49335,48801,42.4,98136,90,Ashtabula,Ohio,43253.0,26225.0,16207.0,43017.0,1597.0,26.1,18.4,21.4,9.2,24.9,2.7,25.9
571,Ohio,Athens,OhioAthens,61,41,24,35.1,30.2,25214,1993,32846,33090,28.9,65936,96,Athens,Ohio,24876.0,10386.0,14047.0,37191.0,2008.0,36.5,23.5,22.8,7.8,9.4,4.5,20.2
572,Ohio,Belmont,OhioBelmont,66,30,12,42.4,16.7,25970,2918,34995,33477,44.5,68472,169,Belmont,Ohio,32534.0,23092.0,9007.0,46484.0,1587.0,28.3,20.4,22.4,14.1,14.8,2.0,23.2
573,Ohio,Butler,OhioButler,126,61,40,32.9,30.2,180029,14048,185536,192758,36.5,378294,323,Butler,Ohio,182034.0,111722.0,67729.0,62188.0,1209.0,38.5,16.5,24.4,6.9,13.8,4.2,24.4
574,Ohio,Clark,OhioClark,108,57,40,37.9,18.7,57829,5116,65405,69793,41.1,135198,523,Clark,Ohio,62870.0,38217.0,23625.0,46275.0,1248.0,29.1,18.5,23.2,8.4,20.7,3.5,22.0
575,Ohio,Clermont,OhioClermont,100,50,35,32.4,28.6,98953,7284,100124,103092,39.8,203216,559,Clermont,Ohio,108315.0,73077.0,33505.0,64183.0,1592.0,36.4,15.7,25.5,9.1,13.3,5.1,28.0
576,Ohio,Clinton,OhioClinton,97,54,39,39.1,18.9,16299,1479,20769,21127,39.9,41896,571,Clinton,Ohio,19940.0,15061.0,4556.0,49997.0,2050.0,27.4,16.6,24.2,10.4,21.4,4.0,25.6
577,Ohio,Columbiana,OhioColumbiana,31,7,1,44.7,14.9,42928,4452,52418,51585,44.0,104003,608,Columbiana,Ohio,49169.0,35124.0,13183.0,45498.0,1393.0,25.7,18.1,22.2,10.8,23.3,2.7,25.3
578,Ohio,Cuyahoga,OhioCuyahoga,152,67,46,27.8,32.5,531193,61697,597647,656136,40.3,1253783,695,Cuyahoga,Ohio,603721.0,195089.0,402315.0,46720.0,430.0,39.6,18.3,23.9,5.5,12.7,4.0,24.3
579,Ohio,Delaware,OhioDelaware,101,50,38,18.3,54.3,105395,5957,97504,99504,38.6,197008,755,Delaware,Ohio,124004.0,65163.0,56961.0,100229.0,2514.0,53.2,12.2,23.6,4.3,6.6,7.5,26.2
580,Ohio,Fayette,OhioFayette,80,49,35,45.9,16.3,12991,1032,13960,14685,40.7,28645,909,Fayette,Ohio,12305.0,9220.0,2911.0,44289.0,2298.0,26.7,16.8,24.2,10.5,21.9,3.4,24.0
581,Ohio,Franklin,OhioFranklin,102,58,40,24.6,40.0,652631,52518,622353,652980,34.0,1275333,962,Franklin,Ohio,604058.0,203154.0,391584.0,56319.0,509.0,42.4,16.9,24.1,5.1,11.5,4.4,21.8
582,Ohio,Gallia,OhioGallia,116,43,7,41.2,15.9,11253,976,14802,15393,40.6,30195,999,Gallia,Ohio,13358.0,10289.0,2911.0,42002.0,2864.0,27.8,19.8,22.3,11.2,18.9,5.2,29.0
583,Ohio,Geauga,OhioGeauga,100,61,41,25.3,38.0,43210,3119,46425,47536,44.6,93961,1017,Geauga,Ohio,55381.0,33581.0,20980.0,77104.0,2375.0,40.8,14.8,23.3,9.8,11.3,8.2,28.3
584,Ohio,Greene,OhioGreene,93,51,39,24.5,39.2,77337,5303,81592,84219,38.1,165811,1110,Greene,Ohio,86616.0,50937.0,34023.0,65032.0,1700.0,45.2,16.0,22.9,6.1,9.8,4.3,21.0
585,Ohio,Guernsey,OhioGuernsey,50,40,3,42.7,14.6,16708,1588,19522,19752,42.5,39274,1132,Guernsey,Ohio,17806.0,13077.0,4498.0,42744.0,2537.0,27.3,17.6,22.6,12.5,20.0,3.3,24.4
586,Ohio,Hamilton,OhioHamilton,126,70,48,26.3,37.9,383560,32306,391728,420309,36.8,812037,1155,Hamilton,Ohio,417408.0,173015.0,238101.0,52389.0,581.0,41.4,17.7,23.6,5.8,11.5,4.5,23.2
587,Ohio,Hancock,OhioHancock,21,21,0,36.0,27.1,38943,2860,37306,38384,39.2,75690,1171,Hancock,Ohio,37999.0,25796.0,11535.0,52831.0,2001.0,32.8,16.7,19.8,8.1,22.7,3.3,17.1
588,Ohio,Harrison,OhioHarrison,49,23,1,47.9,11.6,6133,621,7566,7741,46.0,15307,1206,Harrison,Ohio,7500.0,5668.0,1742.0,46223.0,2725.0,24.5,17.0,21.1,16.7,20.7,2.7,28.3
589,Ohio,Jefferson,OhioJefferson,112,58,37,44.8,15.8,24721,2775,32489,34397,44.8,66886,1403,Jefferson,Ohio,32572.0,22309.0,9823.0,43161.0,1770.0,28.8,21.1,24.2,9.9,16.0,3.8,25.0
590,Ohio,Knox,OhioKnox,80,49,38,39.8,23.0,29315,1929,29959,31256,38.9,61215,1515,Knox,Ohio,30703.0,21825.0,8433.0,51211.0,1892.0,32.3,18.7,20.1,10.1,18.7,5.5,24.9
591,Ohio,Lake,OhioLake,140,59,37,31.8,27.4,110740,10136,112379,117673,43.7,230052,1550,Lake,Ohio,127867.0,71615.0,54337.0,61137.0,1160.0,36.9,16.5,24.3,7.2,15.1,3.3,23.6
592,Ohio,Lawrence,OhioLawrence,77,51,35,43.9,14.9,21825,2024,29728,30894,41.6,60622,1593,Lawrence,Ohio,27427.0,19759.0,7353.0,45466.0,2272.0,29.5,19.6,24.7,7.5,18.8,1.8,23.5
593,Ohio,Licking,OhioLicking,77,48,37,34.3,26.1,84753,5935,84398,87895,39.7,172293,1640,Licking,Ohio,91830.0,57965.0,32324.0,59747.0,1621.0,36.1,16.5,24.6,9.1,13.8,4.2,25.8
594,Ohio,Lorain,OhioLorain,154,51,35,31.0,24.9,134333,14728,151054,155659,41.8,306713,1694,Lorain,Ohio,151988.0,76719.0,72792.0,54987.0,963.0,33.6,17.9,24.1,8.5,16.0,3.3,24.2
595,Ohio,Lucas,OhioLucas,136,61,38,29.7,26.3,187666,21679,209580,222799,37.9,432379,1709,Lucas,Ohio,194882.0,79628.0,111989.0,44820.0,790.0,33.7,19.4,23.0,7.0,16.9,2.9,20.6
596,Ohio,Madison,OhioMadison,84,51,39,41.6,17.5,19598,1236,24041,19947,40.7,43988,1749,Madison,Ohio,19309.0,13445.0,5558.0,62897.0,1726.0,32.1,16.8,21.0,11.6,18.5,4.1,25.3
597,Ohio,Mahoning,OhioMahoning,142,54,38,37.6,24.2,90990,10298,112742,118322,43.5,231064,1757,Mahoning,Ohio,116565.0,58601.0,56346.0,43251.0,939.0,32.0,18.9,24.9,8.3,15.8,3.1,21.9
598,Ohio,Medina,OhioMedina,93,51,35,31.0,33.9,86254,7124,87695,89562,41.9,177257,1863,Medina,Ohio,104378.0,63451.0,39326.0,71595.0,1509.0,40.0,14.4,24.8,8.0,12.8,4.3,27.1
599,Ohio,Miami,OhioMiami,93,49,39,36.6,23.3,50380,3783,51847,52953,41.6,104800,1891,Miami,Ohio,56968.0,40531.0,15420.0,54568.0,1561.0,31.7,16.0,21.7,8.7,21.8,3.3,20.9
600,Ohio,Montgomery,OhioMontgomery,112,64,44,27.8,27.9,231691,21730,256154,275880,39.3,532034,1969,Montgomery,Ohio,261849.0,126085.0,131592.0,47045.0,686.0,37.1,18.8,23.3,6.2,14.7,3.2,21.5
601,Ohio,Morgan,OhioMorgan,96,9,1,43.9,10.2,6077,620,7349,7353,44.3,14702,1990,Morgan,Ohio,6721.0,4932.0,1703.0,40276.0,2601.0,31.2,14.5,18.2,15.6,20.6,3.7,31.2
602,Ohio,Noble,OhioNoble,87,47,36,47.9,9.9,4207,449,8616,5827,49.7,14443,2063,Noble,Ohio,6221.0,5024.0,1156.0,42171.0,5489.0,22.3,18.3,24.6,9.5,25.4,3.8,30.7
603,Ohio,Portage,OhioPortage,101,55,39,36.6,29.0,79554,6229,79741,82903,37.9,162644,2290,Portage,Ohio,81280.0,45034.0,34935.0,53816.0,1220.0,32.2,18.4,24.4,8.1,17.0,4.8,25.5
604,Ohio,Preble,OhioPreble,101,54,38,43.9,16.3,19757,1418,20397,20810,42.6,41207,2310,Preble,Ohio,21437.0,16697.0,4435.0,52661.0,1632.0,29.0,18.9,19.5,10.4,22.1,3.0,26.5
605,Ohio,Scioto,OhioScioto,92,31,14,41.2,15.7,26808,2546,37604,38773,39.9,76377,2520,Scioto,Ohio,31146.0,21926.0,8876.0,38978.0,1851.0,33.8,19.9,22.3,9.3,14.6,2.5,25.6
606,Ohio,Stark,OhioStark,119,62,42,38.2,22.8,169291,14858,181448,192027,41.9,373475,2654,Stark,Ohio,185714.0,108610.0,74336.0,50117.0,834.0,32.2,18.7,23.9,8.4,16.8,3.3,21.8
607,Ohio,Summit,OhioSummit,114,59,39,30.2,32.5,248140,22267,262858,278952,40.9,541810,2698,Summit,Ohio,273915.0,122023.0,148151.0,53291.0,806.0,37.5,17.0,26.1,6.2,13.2,3.5,22.8
608,Ohio,Trumbull,OhioTrumbull,153,52,37,44.5,18.7,76338,8857,98467,103327,44.2,201794,2802,Trumbull,Ohio,98677.0,53756.0,43534.0,45380.0,778.0,28.0,18.6,23.2,9.2,21.0,2.8,22.8
609,Ohio,Warren,OhioWarren,115,59,39,25.8,43.0,111257,7581,114030,112534,39.3,226564,2911,Warren,Ohio,132391.0,85069.0,45040.0,79397.0,2054.0,48.2,13.1,21.5,6.4,10.8,5.6,25.4
610,Ohio,Washington,OhioWashington,108,48,38,40.3,18.8,24633,2311,29953,30718,44.1,60671,2940,Washington,Ohio,31382.0,21798.0,9114.0,46021.0,1778.0,30.2,18.4,23.2,11.2,16.9,3.1,22.1
611,Ohio,Wood,OhioWood,80,46,34,30.7,33.5,64533,4911,63995,65941,34.8,129936,3060,Wood,Ohio,65860.0,34815.0,29797.0,58033.0,1604.0,37.1,17.5,21.7,7.3,16.4,3.0,20.1
612,Oklahoma,Adair,OklahomaAdair,151,49,33,46.6,11.6,7904,488,10969,11144,37.6,22113,7,Adair,Oklahoma,7108.0,5585.0,1387.0,33366.0,1560.0,23.9,17.6,19.4,14.0,25.2,3.2,23.1
613,Oklahoma,Canadian,OklahomaCanadian,84,49,36,29.8,27.4,71482,4544,67922,68788,35.9,136710,373,Canadian,Oklahoma,61940.0,43550.0,16742.0,69220.0,1481.0,36.7,15.4,25.3,10.5,12.1,3.6,23.8
614,Oklahoma,Carter,OklahomaCarter,147,64,43,36.7,20.5,20051,1506,23494,24912,38.2,48406,406,Carter,Oklahoma,19479.0,14699.0,4470.0,47754.0,1702.0,28.7,18.9,22.8,12.3,17.3,3.0,19.6
615,Oklahoma,Cleveland,OklahomaCleveland,121,64,43,24.7,33.4,134700,7984,138143,138590,33.9,276733,562,Cleveland,Oklahoma,119778.0,66677.0,49827.0,60632.0,915.0,40.1,17.1,25.2,8.7,9.0,3.1,23.3
616,Oklahoma,Comanche,OklahomaComanche,107,58,40,32.8,22.2,45028,3239,63585,58976,33.0,122561,613,Comanche,Oklahoma,35631.0,20905.0,13747.0,49569.0,1661.0,34.1,20.5,22.8,9.5,13.2,10.2,16.7
617,Oklahoma,Creek,OklahomaCreek,93,47,35,40.0,17.0,29298,2029,35189,35971,40.2,71160,661,Creek,Oklahoma,30505.0,23294.0,6577.0,47147.0,1518.0,29.6,17.2,22.2,12.2,18.8,4.9,24.9
618,Oklahoma,Dewey,OklahomaDewey,99,57,39,41.5,24.0,2604,131,2449,2469,40.2,4918,769,Dewey,Oklahoma,2359.0,2124.0,214.0,52930.0,3469.0,30.4,16.6,18.4,20.7,13.9,9.2,21.7
619,Oklahoma,Garfield,OklahomaGarfield,72,11,0,36.2,22.9,25532,1475,31003,31187,36.0,62190,1005,Garfield,Oklahoma,22430.0,16970.0,4919.0,50724.0,1975.0,28.7,17.1,20.9,15.2,18.0,2.8,16.6
620,Oklahoma,Grant,OklahomaGrant,65,44,19,36.9,24.6,2694,92,2240,2178,43.3,4418,1078,Grant,Oklahoma,2226.0,1916.0,280.0,54460.0,4957.0,36.8,9.5,20.0,17.1,16.6,2.5,18.1
621,Oklahoma,Johnston,OklahomaJohnston,97,49,38,34.9,20.1,3465,288,5458,5583,39.8,11041,1438,Johnston,Oklahoma,4251.0,3441.0,738.0,38636.0,4667.0,32.7,15.1,18.1,12.3,21.8,4.7,24.3
622,Oklahoma,Kay,OklahomaKay,113,58,42,32.4,18.9,17094,1220,22275,22605,38.6,44880,1461,Kay,Oklahoma,17249.0,12834.0,4040.0,44067.0,1504.0,28.2,18.6,23.5,12.8,16.9,2.2,17.5
623,Oklahoma,Mayes,OklahomaMayes,51,44,31,39.5,14.3,18480,980,20435,20545,40.3,40980,1823,Mayes,Oklahoma,16626.0,12749.0,3581.0,45302.0,1766.0,27.4,17.5,22.3,14.5,18.3,4.6,23.3
624,Oklahoma,Muskogee,OklahomaMuskogee,27,6,0,34.4,20.4,27643,1778,33709,35375,37.9,69084,2016,Muskogee,Oklahoma,25081.0,16526.0,8027.0,41329.0,1214.0,29.7,19.5,23.4,10.1,17.2,3.3,20.5
625,Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,1734924,113561,382760,399291,34.5,782051,2103,Oklahoma,Oklahoma,294740.0,145050.0,141724.0,50762.0,484.0,36.5,17.2,25.0,10.7,10.6,3.7,21.2
626,Oklahoma,Oklahoma,OklahomaOklahoma,112,67,45,31.3,25.5,361100,24760,382760,399291,34.5,782051,2103,Oklahoma,Oklahoma,294740.0,145050.0,141724.0,50762.0,484.0,36.5,17.2,25.0,10.7,10.6,3.7,21.2
627,Oklahoma,Osage,OklahomaOsage,90,49,36,38.1,18.0,19209,1320,23675,23636,42.1,47311,2132,Osage,Oklahoma,20538.0,14121.0,6002.0,47683.0,2589.0,31.9,17.2,22.2,12.3,16.5,2.7,24.4
628,Oklahoma,Ottawa,OklahomaOttawa,154,60,37,36.3,14.5,13581,818,15520,16046,38.1,31566,2147,Ottawa,Oklahoma,11438.0,8545.0,2686.0,38472.0,987.0,28.1,21.5,21.7,12.1,16.7,1.9,20.0
629,Oklahoma,Pittsburg,OklahomaPittsburg,141,56,39,38.2,16.1,15489,1273,22583,21799,40.6,44382,2255,Pittsburg,Oklahoma,17924.0,13851.0,3768.0,44941.0,1883.0,29.1,18.9,23.4,13.3,15.3,2.0,20.9
630,Oklahoma,Sequoyah,OklahomaSequoyah,141,47,33,38.6,14.4,15431,1124,20382,20977,41.0,41359,2547,Sequoyah,Oklahoma,15386.0,12113.0,3035.0,37455.0,1610.0,28.0,21.1,21.3,12.2,17.4,2.2,25.4
631,Oklahoma,Tulsa,OklahomaTulsa,129,58,42,25.4,31.8,302728,21282,313659,329122,35.5,642781,2805,Tulsa,Oklahoma,266678.0,150574.0,108996.0,52017.0,462.0,37.3,16.6,25.1,9.2,11.9,4.0,19.7
632,Oklahoma,Washington,OklahomaWashington,101,56,40,34.0,28.5,21049,1311,25253,26748,40.2,52001,2941,Washington,Oklahoma,23501.0,17076.0,5790.0,50388.0,1871.0,35.6,18.4,24.2,10.1,11.6,3.7,17.7
633,Pennsylvania,Adams,PennsylvaniaAdams,86,54,40,39.9,22.3,50293,3742,50224,51799,43.6,102023,17,Adams,Pennsylvania,56627.0,37563.0,18250.0,62661.0,1660.0,30.1,16.2,22.1,11.0,20.6,3.8,27.6
634,Pennsylvania,Allegheny,PennsylvaniaAllegheny,128,79,47,27.0,41.6,578590,57367,591630,633931,40.8,1225561,43,Allegheny,Pennsylvania,707837.0,275955.0,421004.0,56333.0,474.0,45.0,16.8,23.7,6.1,8.3,4.7,26.7
635,Pennsylvania,Armstrong,PennsylvaniaArmstrong,122,54,39,49.0,16.7,28377,3074,33003,33328,46.3,66331,81,Armstrong,Pennsylvania,36111.0,27284.0,8406.0,47527.0,1677.0,28.3,19.0,21.2,13.6,17.9,3.5,29.7
636,Pennsylvania,Beaver,PennsylvaniaBeaver,142,62,42,36.8,24.7,74445,8518,80949,85947,45.1,166896,157,Beaver,Pennsylvania,93083.0,54108.0,37747.0,53981.0,1083.0,33.8,17.4,25.4,8.8,14.6,4.0,25.6
637,Pennsylvania,Berks,PennsylvaniaBerks,102,58,40,36.7,24.9,191443,20043,204883,211759,39.9,416642,190,Berks,Pennsylvania,198260.0,105941.0,89530.0,59580.0,931.0,31.8,16.7,23.3,8.7,19.4,3.9,24.9
638,Pennsylvania,Blair,PennsylvaniaBlair,87,54,38,45.0,21.3,54053,5152,60619,63223,43.4,123842,212,Blair,Pennsylvania,62784.0,44714.0,17425.0,45664.0,1034.0,31.2,18.6,25.3,8.8,16.0,2.9,20.1
639,Pennsylvania,Bradford,PennsylvaniaBradford,81,48,37,47.0,18.7,25992,2107,30206,31098,44.5,61304,253,Bradford,Pennsylvania,30143.0,21586.0,8044.0,50900.0,1451.0,28.4,16.2,19.8,13.6,21.9,4.4,22.5
640,Pennsylvania,Bucks,PennsylvaniaBucks,115,46,33,28.2,41.3,310681,28120,307383,318987,43.8,626370,297,Bucks,Pennsylvania,389093.0,184149.0,200854.0,82031.0,1010.0,43.1,13.9,25.2,7.8,9.9,5.1,29.8
641,Pennsylvania,Cambria,PennsylvaniaCambria,89,56,38,45.4,21.1,50872,5363,66180,68370,45.1,134550,359,Cambria,Pennsylvania,70600.0,48092.0,21749.0,44943.0,969.0,33.1,19.8,22.9,9.8,14.3,2.8,24.1
642,Pennsylvania,Centre,PennsylvaniaCentre,90,51,38,29.4,45.5,71955,4461,84972,76471,31.7,161443,435,Centre,Pennsylvania,77490.0,36371.0,40054.0,56466.0,1612.0,46.8,18.1,19.7,6.5,8.9,4.9,20.4
643,Pennsylvania,Chester,PennsylvaniaChester,143,55,39,20.8,53.0,262061,18035,254746,262410,40.4,517156,477,Chester,Pennsylvania,310650.0,126844.0,179065.0,92417.0,1401.0,49.7,13.7,21.9,7.3,7.4,7.0,27.9
644,Pennsylvania,Clearfield,PennsylvaniaClearfield,54,42,31,49.5,15.1,32307,3275,41905,38311,44.7,80216,554,Clearfield,Pennsylvania,39124.0,28984.0,9598.0,45188.0,1457.0,26.7,19.7,21.1,11.7,20.7,2.4,24.4
645,Pennsylvania,Cumberland,PennsylvaniaCumberland,137,55,33,32.0,36.6,121949,8702,122321,125112,40.5,247433,682,Cumberland,Pennsylvania,139399.0,76149.0,61168.0,65544.0,1244.0,40.6,15.4,25.0,6.2,12.7,4.3,22.1
646,Pennsylvania,Dauphin,PennsylvaniaDauphin,116,61,40,33.2,30.8,131661,12767,132864,141651,39.8,274515,714,Dauphin,Pennsylvania,144482.0,65154.0,77397.0,57071.0,1116.0,38.4,17.9,25.2,6.0,12.4,4.1,22.0
647,Pennsylvania,Delaware,PennsylvaniaDelaware,129,64,43,30.2,39.0,267759,26947,271056,292471,39.0,563527,757,Delaware,Pennsylvania,325464.0,117843.0,203601.0,69839.0,1025.0,43.0,17.5,23.9,6.6,9.1,4.5,29.0
648,Pennsylvania,Elk,PennsylvaniaElk,67,44,34,48.0,19.6,13337,1871,15423,15185,46.9,30608,855,Elk,Pennsylvania,16713.0,11993.0,4478.0,49876.0,2142.0,26.3,14.0,18.6,8.4,32.8,3.7,18.8
649,Pennsylvania,Erie,PennsylvaniaErie,87,49,34,38.5,27.9,114331,12418,136256,139716,39.4,275972,874,Erie,Pennsylvania,137184.0,66912.0,68336.0,48192.0,1037.0,33.7,20.6,23.2,7.2,15.3,3.6,19.3
650,Pennsylvania,Fayette,PennsylvaniaFayette,100,51,37,48.0,17.3,49743,6594,65327,66962,44.8,132289,910,Fayette,Pennsylvania,59941.0,39978.0,19518.0,41632.0,1212.0,27.7,19.6,22.8,11.8,18.1,2.9,26.3
651,Pennsylvania,Franklin,PennsylvaniaFranklin,50,42,32,43.1,21.6,71308,5876,75503,78248,41.4,153751,963,Franklin,Pennsylvania,80896.0,57308.0,22468.0,58267.0,1638.0,30.8,17.1,23.1,10.4,18.5,3.7,24.4
652,Pennsylvania,Greene,PennsylvaniaGreene,101,49,36,46.0,17.6,14425,1556,19304,17840,42.0,37144,1111,Greene,Pennsylvania,17635.0,12556.0,4900.0,50972.0,2967.0,30.7,19.3,19.7,16.4,13.8,3.1,26.8
653,Pennsylvania,Indiana,PennsylvaniaIndiana,112,48,36,43.2,23.0,34238,3428,42835,42920,39.8,85755,1327,Indiana,Pennsylvania,41196.0,28087.0,12634.0,46306.0,1207.0,30.0,19.5,22.7,12.5,15.3,3.0,23.0
654,Pennsylvania,Lackawanna,PennsylvaniaLackawanna,81,50,38,36.9,28.3,93870,9962,102480,108974,42.3,211454,1533,Lackawanna,Pennsylvania,113975.0,51501.0,61124.0,48380.0,1117.0,35.1,17.2,24.8,8.3,14.7,3.7,20.9
655,Pennsylvania,Lancaster,PennsylvaniaLancaster,153,62,43,35.3,27.3,260618,21118,263680,274667,38.6,538347,1563,Lancaster,Pennsylvania,280485.0,159902.0,115294.0,61492.0,650.0,33.3,16.0,23.0,10.6,17.0,5.0,23.1
656,Pennsylvania,Lawrence,PennsylvaniaLawrence,93,43,31,43.3,22.1,36080,4152,42321,45061,45.1,87382,1594,Lawrence,Pennsylvania,45558.0,29290.0,15772.0,47188.0,1429.0,30.6,18.5,23.6,9.8,17.4,3.2,22.9
657,Pennsylvania,Lebanon,PennsylvaniaLebanon,115,55,30,44.0,20.7,66060,5703,67999,70675,41.2,138674,1602,Lebanon,Pennsylvania,70890.0,46267.0,23646.0,57698.0,1688.0,30.1,18.4,24.0,9.5,18.0,4.0,23.1
658,Pennsylvania,Lehigh,PennsylvaniaLehigh,93,52,37,32.9,29.9,173080,18308,177051,185562,39.2,362613,1617,Lehigh,Pennsylvania,180284.0,82287.0,95889.0,60116.0,820.0,35.1,16.6,24.7,7.1,16.6,4.5,24.7
659,Pennsylvania,Luzerne,PennsylvaniaLuzerne,54,43,31,39.0,22.9,140183,17091,156972,160912,43.0,317884,1714,Luzerne,Pennsylvania,151727.0,86127.0,64100.0,49290.0,817.0,31.0,17.8,25.9,7.9,17.3,3.3,22.1
660,Pennsylvania,Lycoming,PennsylvaniaLycoming,109,51,37,38.9,23.4,50970,4913,56457,58402,41.4,114859,1715,Lycoming,Pennsylvania,59221.0,41439.0,16961.0,50634.0,1359.0,30.4,19.9,24.1,9.2,16.5,3.1,20.2
661,Pennsylvania,Mercer,PennsylvaniaMercer,105,54,38,43.0,22.8,43397,4651,55546,57084,44.6,112630,1882,Mercer,Pennsylvania,56420.0,35282.0,20426.0,47340.0,1186.0,30.6,21.2,22.8,8.4,17.1,4.9,20.8
662,Pennsylvania,Monroe,PennsylvaniaMonroe,80,44,33,35.1,24.7,71996,9390,82895,84691,42.8,167586,1948,Monroe,Pennsylvania,83499.0,38640.0,43844.0,61430.0,1956.0,32.5,20.2,24.5,8.8,14.0,4.8,38.6
663,Pennsylvania,Montgomery,PennsylvaniaMontgomery,99,56,38,23.6,49.3,412925,34036,399358,421943,41.3,821301,1970,Montgomery,Pennsylvania,501561.0,182907.0,313543.0,84791.0,781.0,49.8,13.1,23.0,6.2,7.9,6.1,28.7
664,Pennsylvania,Northampton,PennsylvaniaNorthampton,117,54,38,34.5,30.3,144689,14239,148366,153412,42.1,301778,2072,Northampton,Pennsylvania,169403.0,82830.0,84145.0,65390.0,1003.0,35.4,17.3,24.8,8.3,14.3,3.7,27.6
665,Pennsylvania,Philadelphia,PennsylvaniaPhiladelphia,119,59,41,32.6,29.7,634409,89529,745543,829979,34.3,1575522,2221,Philadelphia,Pennsylvania,709271.0,128325.0,576275.0,40649.0,466.0,37.7,23.1,22.4,5.9,10.9,3.5,32.9
666,Pennsylvania,Somerset,PennsylvaniaSomerset,71,44,34,49.8,15.9,29567,3094,39038,35911,45.9,74949,2608,Somerset,Pennsylvania,40062.0,31105.0,8543.0,46132.0,1176.0,28.3,19.6,20.8,12.6,18.7,4.8,24.2
667,Pennsylvania,Susquehanna,PennsylvaniaSusquehanna,71,40,23,45.0,18.6,18323,1451,20794,20546,48.2,41340,2709,Susquehanna,Pennsylvania,21325.0,14879.0,6084.0,52014.0,1763.0,27.2,17.4,21.3,14.8,19.3,5.4,28.0
668,Pennsylvania,Tioga,PennsylvaniaTioga,79,47,37,45.3,19.1,17128,1703,20516,20710,44.3,41226,2768,Tioga,Pennsylvania,21087.0,15750.0,4958.0,50017.0,1332.0,29.4,18.5,20.6,12.1,19.4,4.8,23.9
669,Pennsylvania,Warren,PennsylvaniaWarren,95,24,9,45.4,19.5,17163,1505,20013,20022,47.0,40035,2912,Warren,Pennsylvania,20401.0,14020.0,5987.0,45781.0,1519.0,30.7,16.1,20.9,10.3,21.9,3.3,20.4
670,Pennsylvania,Washington,PennsylvaniaWashington,100,58,41,37.3,30.0,95218,9871,101709,105838,44.5,207547,2943,Washington,Pennsylvania,117443.0,71397.0,44746.0,59309.0,1109.0,35.8,16.8,23.7,11.2,12.6,4.4,26.9
671,Pennsylvania,Westmoreland,PennsylvaniaWestmoreland,81,50,35,36.9,29.1,160646,16077,173251,181500,46.8,354751,2995,Westmoreland,Pennsylvania,202492.0,128596.0,71099.0,56702.0,902.0,36.2,16.7,23.4,9.0,14.7,3.9,26.3
672,Pennsylvania,Wyoming,PennsylvaniaWyoming,76,43,25,46.4,19.6,12144,1110,13887,13701,44.2,27588,3082,Wyoming,Pennsylvania,14858.0,9936.0,4704.0,55965.0,2345.0,25.2,17.7,24.0,14.4,18.7,6.0,25.6
673,Pennsylvania,York,PennsylvaniaYork,97,57,40,39.6,24.9,214165,18647,219415,224599,41.0,444014,3101,York,Pennsylvania,233060.0,143415.0,85491.0,61707.0,624.0,33.3,16.0,23.7,9.4,17.6,3.4,27.1
674,Rhode Island,Kent,Rhode IslandKent,133,47,31,28.0,33.3,80562,7721,79219,84642,43.8,163861,1474,Kent,Rhode Island,,,,69047.0,2197.0,38.4,17.9,25.4,8.2,10.1,2.9,25.3
675,Rhode Island,Providence,Rhode IslandProvidence,112,54,40,31.0,29.0,287648,32616,308485,326048,37.3,634533,2320,Providence,Rhode Island,56842.0,10185.0,45931.0,52530.0,812.0,35.0,20.7,24.0,7.3,13.0,3.4,24.4
676,Rhode Island,Washington,Rhode IslandWashington,154,49,32,22.8,46.1,60597,5139,61110,65132,44.5,126242,2944,Washington,Rhode Island,,,,77862.0,2350.0,44.8,18.4,21.4,7.7,7.8,4.9,25.9
