,State,County,Abbreviation,Max AQI,90th Percentile AQI,Median AQI,"Percent of adults with a high school diploma only, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",# Employed,# Unemployed,Male,Female,Median Age,Population (2014-2020),Unnamed: 0,county,state,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Income,IncomeErr,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute
221,Illinois,DuPage,IllinoisDuPage,154,59,41,18.2,49.4,445824,38391,457178,474565,39.1,931743,812,DuPage,Illinois,467186.0,187957.0,269638.0,84442.0,675.0,45.5,13.0,25.6,5.4,10.5,6.0,29.3
222,Illinois,Effingham,IllinoisEffingham,84,48,37,35.8,22.7,17988,1277,16971,17203,39.1,34174,848,Effingham,Illinois,19041.0,14983.0,3700.0,54655.0,2216.0,30.6,16.4,23.0,11.4,18.6,3.4,17.3
223,Illinois,Hamilton,IllinoisHamilton,118,56,40,34.9,17.0,3944,281,4018,4203,44.1,8221,1150,Hamilton,Illinois,4316.0,3429.0,821.0,47293.0,7758.0,30.2,18.6,21.6,14.4,15.3,4.2,27.7
224,Illinois,Jersey,IllinoisJersey,112,55,39,38.8,20.3,9883,795,10841,11228,42.7,22069,1419,Jersey,Illinois,11942.0,8699.0,2956.0,56320.0,2678.0,33.0,18.3,23.0,10.2,15.5,4.0,28.6
225,Illinois,Jo Daviess,IllinoisJo,87,44,32,35.9,25.0,9560,866,10956,10878,49.7,21834,1424,Jo,Illinois,12477.0,7161.0,5097.0,55532.0,1868.0,28.0,18.8,24.0,10.7,18.6,6.4,21.5
226,Illinois,Kane,IllinoisKane,161,64,39,22.7,33.1,237738,23911,264211,266628,37.0,530839,1455,Kane,Illinois,231734.0,96739.0,130069.0,74862.0,1202.0,34.6,16.7,24.9,7.6,16.3,5.0,29.0
227,Illinois,Lake,IllinoisLake,185,74,39,20.8,45.3,335133,29411,351343,352276,38.2,703619,1545,Lake,Illinois,323706.0,120938.0,196479.0,82613.0,942.0,42.3,15.3,24.8,5.9,11.6,6.5,30.0
228,Illinois,Macon,IllinoisMacon,90,56,41,35.4,22.1,42512,4665,51062,55450,41.3,106512,1728,Macon,Illinois,48934.0,28373.0,19633.0,49052.0,1793.0,32.0,20.2,23.3,8.4,16.1,3.2,17.9
229,Illinois,Macoupin,IllinoisMacoupin,93,45,31,39.8,18.4,20596,1523,22602,23117,43.6,45719,1732,Macoupin,Illinois,23919.0,16058.0,7313.0,53890.0,2348.0,31.0,17.3,23.9,11.2,16.7,5.2,27.6
230,Illinois,Madison,IllinoisMadison,112,70,47,29.8,26.8,121270,10182,129718,135952,40.1,265670,1740,Madison,Illinois,135686.0,75272.0,56845.0,56536.0,1150.0,34.9,17.8,24.5,8.8,14.0,3.8,24.8
231,Illinois,McHenry,IllinoisMcHenry,147,58,40,26.5,34.4,145249,13157,153382,154407,40.2,307789,1837,McHenry,Illinois,162766.0,81479.0,77208.0,82230.0,1657.0,36.6,15.6,26.7,8.4,12.7,5.9,33.6
232,Illinois,McLean,IllinoisMcLean,136,58,41,24.6,44.8,79341,5762,84245,88974,32.9,173219,1845,McLean,Illinois,87013.0,40365.0,43719.0,64573.0,1837.0,43.4,16.9,25.1,5.8,8.8,3.6,18.0
233,Illinois,Monroe,IllinoisMonroe,43,7,1,27.6,35.0,17363,1023,16691,17245,42.6,33936,1940,Monroe,Illinois,21024.0,14046.0,6489.0,74410.0,4039.0,41.1,14.8,24.6,10.1,9.4,5.9,28.4
234,Illinois,Peoria,IllinoisPeoria,115,57,40,27.6,30.6,75016,8668,89387,95076,37.2,184463,2199,Peoria,Illinois,82264.0,37612.0,42600.0,53063.0,1092.0,38.4,18.8,24.4,7.5,10.9,2.8,18.9
235,Illinois,Randolph,IllinoisRandolph,103,54,38,37.3,13.3,12786,978,18019,14527,42.0,32546,2357,Randolph,Illinois,14896.0,11065.0,3590.0,49717.0,1994.0,24.7,19.3,20.0,12.5,23.5,2.7,25.2
236,Illinois,Rock Island,IllinoisRock,102,56,38,29.5,23.5,62443,6472,71596,73679,40.1,145275,2423,Rock,Illinois,66750.0,28585.0,36647.0,51426.0,957.0,29.5,19.5,23.0,8.5,19.5,2.7,19.1
237,Illinois,Sangamon,IllinoisSangamon,97,54,39,27.2,34.5,88916,7953,94876,102785,40.0,197661,2495,Sangamon,Illinois,104395.0,53303.0,48756.0,58687.0,1256.0,41.2,18.2,25.1,6.5,9.0,3.9,19.6
238,Illinois,Tazewell,IllinoisTazewell,26,9,1,31.7,26.3,56948,5029,65987,67865,40.9,133852,2742,Tazewell,Illinois,68358.0,42194.0,24486.0,60874.0,1682.0,35.1,16.4,25.5,8.3,14.8,2.8,21.2
239,Illinois,Wabash,IllinoisWabash,74,17,1,30.7,18.2,5242,476,5666,5907,43.6,11573,2874,Wabash,Illinois,5592.0,4228.0,1248.0,49716.0,3423.0,27.9,17.7,16.8,13.2,24.4,3.4,20.3
240,Illinois,Will,IllinoisWill,155,60,42,26.9,34.3,311763,32572,341816,346881,37.6,688697,3030,Will,Illinois,330593.0,149695.0,174226.0,80782.0,1137.0,36.6,16.0,24.9,8.6,14.0,4.2,32.9
241,Illinois,Winnebago,IllinoisWinnebago,101,61,39,31.7,22.9,120253,15506,139748,146426,39.6,286174,3050,Winnebago,Illinois,121966.0,60592.0,58791.0,51110.0,701.0,30.8,17.8,23.9,7.2,20.3,3.5,21.9
242,Indiana,Allen,IndianaAllen,120,58,39,28.2,28.5,170783,14203,180669,189347,35.8,370016,44,Allen,Indiana,168964.0,91885.0,72825.0,51091.0,655.0,33.7,16.5,24.3,7.6,17.9,4.0,21.3
243,Indiana,Bartholomew,IndianaBartholomew,97,52,37,30.8,33.5,40975,2827,41150,40743,37.7,81893,138,Bartholomew,Indiana,36299.0,22409.0,12934.0,57331.0,2560.0,40.7,14.4,18.9,6.4,19.5,2.7,19.6
244,Indiana,Boone,IndianaBoone,101,48,32,19.5,49.3,34064,1522,31750,32571,38.0,64321,230,Boone,Indiana,38500.0,22351.0,15244.0,75591.0,2282.0,48.2,12.4,20.8,7.1,11.6,5.4,24.9
245,Indiana,Brown,IndianaBrown,80,44,33,32.9,28.9,7062,506,7441,7593,49.2,15034,280,Brown,Indiana,8886.0,5725.0,2996.0,59292.0,5009.0,33.3,15.2,24.5,11.5,15.4,4.5,33.3
246,Indiana,Carroll,IndianaCarroll,100,44,31,40.8,16.7,9076,583,10034,9960,42.8,19994,392,Carroll,Indiana,9514.0,7086.0,2224.0,56188.0,2345.0,26.3,14.7,19.6,13.1,26.3,4.1,28.4
247,Indiana,Clark,IndianaClark,91,58,42,34.6,21.2,56726,4412,56359,59343,38.9,115702,518,Clark,Indiana,58040.0,33656.0,23088.0,52834.0,1041.0,31.1,16.9,25.5,7.6,18.8,3.3,24.0
248,Indiana,Daviess,IndianaDaviess,19,4,0,34.0,13.2,15891,632,16634,16303,34.7,32937,718,Daviess,Indiana,11971.0,9576.0,2169.0,48355.0,2821.0,25.0,15.4,19.3,17.4,22.9,2.3,25.5
249,Indiana,Delaware,IndianaDelaware,97,50,35,35.1,23.7,48633,3833,55743,59873,35.4,115616,753,Delaware,Indiana,48089.0,26724.0,20328.0,41208.0,1503.0,32.4,21.6,24.1,8.0,13.9,3.4,20.6
250,Indiana,Dubois,IndianaDubois,67,54,33,38.3,23.7,21569,1026,21048,21370,40.4,42418,813,Dubois,Indiana,21805.0,15032.0,6292.0,57307.0,3230.0,31.6,14.9,21.0,9.7,22.7,4.3,19.1
251,Indiana,Elkhart,IndianaElkhart,158,54,36,34.7,19.8,102155,8339,100713,102891,35.5,203604,856,Elkhart,Indiana,73225.0,46311.0,25413.0,52449.0,1232.0,25.5,14.2,21.6,7.3,31.5,3.5,19.4
252,Indiana,Floyd,IndianaFloyd,143,44,32,30.9,29.6,38422,2671,37135,39674,39.9,76809,928,Floyd,Indiana,41742.0,23385.0,17507.0,59451.0,1921.0,36.7,14.5,25.1,8.1,15.6,3.9,22.6
253,Indiana,Gibson,IndianaGibson,114,26,3,40.9,18.0,18332,1205,16848,16748,40.3,33596,1025,Gibson,Indiana,16165.0,11817.0,4027.0,51149.0,1981.0,26.7,15.6,18.9,12.5,26.3,2.3,21.5
254,Indiana,Greene,IndianaGreene,90,50,34,41.1,14.9,12442,822,16033,16262,42.9,32295,1105,Greene,Indiana,14782.0,11103.0,3389.0,49648.0,1966.0,29.3,18.7,22.4,12.2,17.4,0.7,28.7
255,Indiana,Hamilton,IndianaHamilton,97,54,38,14.9,59.3,174455,8524,154532,161563,36.9,316095,1151,Hamilton,Indiana,193823.0,101563.0,88367.0,90582.0,1988.0,53.3,11.1,24.7,5.0,6.0,7.9,25.5
256,Indiana,Hendricks,IndianaHendricks,87,45,32,27.5,37.0,84885,4501,80391,80549,37.7,160940,1232,Hendricks,Indiana,88430.0,53688.0,32453.0,74245.0,1577.0,40.4,14.5,24.4,7.8,13.0,4.3,27.0
257,Indiana,Henry,IndianaHenry,63,51,29,43.7,16.4,20424,1442,25391,23092,42.2,48483,1240,Henry,Indiana,21020.0,15043.0,5543.0,46131.0,1368.0,28.9,17.9,23.5,9.3,20.5,3.9,26.8
258,Indiana,Howard,IndianaHoward,108,53,38,35.9,21.6,32921,4010,39852,42535,41.7,82387,1293,Howard,Indiana,40619.0,26400.0,13270.0,47958.0,1663.0,28.7,18.7,20.9,8.0,23.7,3.2,19.9
259,Indiana,Knox,IndianaKnox,105,48,33,35.8,16.9,17148,1080,18949,18460,38.0,37409,1510,Knox,Indiana,16027.0,11654.0,4067.0,44837.0,1750.0,27.1,21.1,19.3,10.4,22.1,1.5,18.4
260,Indiana,LaPorte,IndianaLaPorte,154,61,37,39.6,18.0,42924,4520,57068,53484,40.4,110552,1529,LaPorte,Indiana,49469.0,25991.0,22419.0,49921.0,1962.0,26.6,19.5,22.7,10.2,21.0,3.7,22.1
261,Indiana,Lake,IndianaLake,136,65,44,35.1,22.6,201989,23196,235515,251334,38.7,486849,1546,Lake,Indiana,220233.0,91733.0,124801.0,52559.0,814.0,30.0,19.1,23.5,9.5,17.8,2.6,28.3
262,Indiana,Madison,IndianaMadison,97,55,39,39.4,18.4,54137,4621,64707,64798,40.3,129505,1741,Madison,Indiana,51633.0,31153.0,19459.0,45432.0,1143.0,29.2,20.8,24.0,8.7,17.3,3.7,25.9
263,Indiana,Marion,IndianaMarion,144,68,48,28.0,30.9,456145,38918,455007,489516,34.4,944523,1777,Marion,Indiana,390405.0,133968.0,247265.0,44869.0,575.0,34.9,17.7,25.0,7.5,14.9,3.2,23.3
264,Indiana,Monroe,IndianaMonroe,69,51,31,22.2,45.7,64390,3765,72416,72987,29.3,145403,1941,Monroe,Indiana,63020.0,22062.0,39855.0,45689.0,1794.0,43.3,19.9,21.6,5.4,9.7,4.1,18.7
265,Indiana,Perry,IndianaPerry,105,45,34,44.7,16.1,8495,594,10222,8919,42.2,19141,2207,Perry,Indiana,8734.0,5343.0,3202.0,49689.0,3628.0,23.7,18.3,18.5,11.9,27.6,2.2,23.5
266,Indiana,Porter,IndianaPorter,151,67,41,35.0,28.4,77220,6767,83212,84829,39.5,168041,2292,Porter,Indiana,86089.0,44899.0,39537.0,65979.0,1797.0,35.7,16.0,22.0,11.1,15.2,4.4,27.2
267,Indiana,Posey,IndianaPosey,112,45,31,38.2,21.9,12202,632,12787,12802,42.3,25589,2294,Posey,Indiana,13264.0,9206.0,3811.0,60992.0,2225.0,31.7,17.6,19.4,10.9,20.3,3.5,23.6
268,Indiana,Shelby,IndianaShelby,115,46,32,42.4,18.7,21443,1643,21941,22458,41.0,44399,2564,Shelby,Indiana,20017.0,14568.0,5023.0,57216.0,2445.0,28.7,17.1,19.9,11.4,22.9,2.5,23.5
269,Indiana,Spencer,IndianaSpencer,63,53,32,46.0,15.2,9754,579,10363,10163,43.6,20526,2614,Spencer,Indiana,10781.0,7354.0,3208.0,55280.0,2922.0,28.6,14.4,20.8,12.0,24.3,5.3,26.8
270,Indiana,Sullivan,IndianaSullivan,53,51,29,44.2,12.1,7352,551,11174,9618,41.0,20792,2689,Sullivan,Indiana,9004.0,6687.0,2153.0,45031.0,3877.0,26.2,18.7,18.0,16.5,20.6,0.9,22.8
271,Indiana,Tippecanoe,IndianaTippecanoe,69,56,39,25.4,38.7,88211,5936,96866,92428,28.0,189294,2770,Tippecanoe,Indiana,71395.0,34571.0,34993.0,50486.0,996.0,39.2,17.7,20.6,6.7,15.8,3.2,17.7
272,Indiana,Vanderburgh,IndianaVanderburgh,101,57,39,32.5,27.0,85014,6559,87676,93637,38.1,181313,2859,Vanderburgh,Indiana,77563.0,41838.0,34404.0,44815.0,1408.0,33.2,18.1,23.6,7.7,17.4,2.4,19.6
273,Indiana,Vigo,IndianaVigo,112,57,40,32.0,25.1,42198,3616,54705,52988,36.2,107693,2869,Vigo,Indiana,43593.0,24512.0,18080.0,42030.0,1275.0,32.5,21.0,22.1,7.3,17.1,2.9,19.9
274,Indiana,Wabash,IndianaWabash,97,49,35,42.6,18.1,13615,884,15365,16266,42.2,31631,2875,Wabash,Indiana,14598.0,10762.0,3494.0,49052.0,1738.0,30.3,18.2,20.0,10.3,21.2,2.8,19.6
275,Indiana,Warrick,IndianaWarrick,112,47,33,31.3,30.3,29930,1724,30409,31519,40.9,61928,2915,Warrick,Indiana,33884.0,21324.0,11919.0,66080.0,2162.0,39.3,14.4,21.6,10.1,14.6,2.6,23.6
276,Indiana,Whitley,IndianaWhitley,76,56,39,39.2,20.7,16139,1016,16702,16947,40.8,33649,3015,Whitley,Indiana,17581.0,12856.0,4233.0,57041.0,2694.0,27.0,13.8,22.6,10.3,26.4,2.7,22.9
277,Iowa,Black Hawk,IowaBlack,91,53,32,30.5,29.1,63173,4145,65309,67700,34.9,133009,205,Black,Iowa,66549.0,29623.0,35621.0,50916.0,994.0,31.8,18.4,24.3,7.4,18.2,3.2,15.7
278,Iowa,Bremer,IowaBremer,87,45,35,32.9,30.7,12967,533,12274,12508,39.7,24782,263,Bremer,Iowa,14534.0,8287.0,5954.0,65440.0,2649.0,37.1,15.4,22.8,9.1,15.5,5.5,20.2
279,Iowa,Cerro Gordo,IowaCerro,60,37,18,30.6,23.6,21893,1203,20850,22134,44.5,42984,436,Cerro,Iowa,23794.0,12435.0,10941.0,50569.0,2060.0,32.1,16.8,22.5,9.7,19.0,3.4,16.3
280,Iowa,Clinton,IowaClinton,87,56,37,38.8,17.9,20509,1480,23126,24092,42.2,47218,564,Clinton,Iowa,24669.0,13349.0,10806.0,50295.0,2832.0,28.6,16.4,22.8,10.6,21.5,4.5,19.5
281,Iowa,Harrison,IowaHarrison,87,49,37,37.2,19.5,6776,284,6989,7154,44.1,14143,1201,Harrison,Iowa,8144.0,5569.0,2440.0,57558.0,2479.0,31.4,13.5,23.0,13.2,18.9,4.7,26.4
282,Iowa,Johnson,IowaJohnson,105,58,35,16.3,52.8,80056,4032,72765,74236,30.0,147001,1427,Johnson,Iowa,83570.0,22925.0,59177.0,59965.0,1839.0,47.0,17.8,20.8,5.2,9.2,4.2,18.9
283,Iowa,Lee,IowaLee,73,52,30,40.8,16.4,14666,1027,17371,17170,43.2,34541,1607,Lee,Iowa,16721.0,9763.0,6539.0,48266.0,2235.0,24.9,20.0,20.1,11.1,23.9,3.1,17.5
284,Iowa,Linn,IowaLinn,105,60,40,27.0,33.1,111300,7553,109540,112581,37.5,222121,1667,Linn,Iowa,126716.0,53098.0,70451.0,62702.0,1489.0,38.6,15.2,24.4,8.7,13.0,3.2,18.8
285,Iowa,Montgomery,IowaMontgomery,76,51,35,35.2,18.5,4621,226,4869,5286,44.0,10155,1959,Montgomery,Iowa,5320.0,3659.0,1583.0,43674.0,4866.0,30.4,17.0,22.3,10.6,19.6,4.9,19.0
286,Iowa,Muscatine,IowaMuscatine,124,54,30,35.3,21.5,19796,1257,21476,21474,38.1,42950,2012,Muscatine,Iowa,20629.0,10823.0,9372.0,56398.0,2540.0,29.2,14.9,21.1,9.5,25.3,4.6,17.2
287,Iowa,Palo Alto,IowaPalo,87,51,36,29.2,25.5,4330,210,4512,4543,41.8,9055,2165,Palo,Iowa,4950.0,3370.0,1519.0,50470.0,2584.0,33.3,19.6,20.1,10.3,16.7,2.7,15.3
288,Iowa,Polk,IowaPolk,186,54,36,24.5,36.7,248931,15876,233599,240675,35.3,474274,2274,Polk,Iowa,257991.0,106800.0,146250.0,63530.0,972.0,39.1,16.6,25.7,7.8,10.9,3.7,19.4
289,Iowa,Pottawattamie,IowaPottawattamie,77,52,31,32.7,21.5,44771,2478,45923,47580,39.5,93503,2297,Pottawattamie,Iowa,45733.0,26241.0,18570.0,56291.0,2064.0,30.5,17.0,25.4,10.7,16.4,3.2,20.5
290,Iowa,Scott,IowaScott,155,63,44,29.6,31.8,80541,5862,84515,87773,38.3,172288,2524,Scott,Iowa,92639.0,43661.0,46890.0,57681.0,1423.0,36.4,17.6,23.3,7.9,14.9,4.4,19.1
291,Iowa,Van Buren,IowaVan,87,49,36,38.9,14.4,3497,170,3698,3525,44.3,7223,2853,Van,Iowa,3788.0,2859.0,875.0,47197.0,3094.0,29.4,14.1,19.3,13.1,24.1,5.3,22.3
292,Iowa,Woodbury,IowaWoodbury,79,50,29,32.2,23.1,51606,2861,50496,51902,35.7,102398,3064,Woodbury,Iowa,45172.0,25736.0,18704.0,51350.0,1565.0,30.0,17.2,22.3,10.4,20.1,4.0,17.8
293,Kansas,Chase,KansasChase,58,38,18,29.1,25.5,1384,81,1340,1305,44.4,2645,452,Chase,Kansas,1478.0,1114.0,341.0,42772.0,4209.0,35.7,12.5,20.5,13.9,17.4,8.3,20.9
294,Kansas,Ford,KansasFord,79,29,11,25.3,17.7,16640,584,17896,16588,31.9,34484,936,Ford,Kansas,8850.0,5763.0,2926.0,49890.0,3711.0,24.3,14.4,16.1,15.2,30.0,2.3,14.4
295,Kansas,Johnson,KansasJohnson,117,56,36,14.5,56.0,324544,17602,286987,298515,37.5,585502,1430,Johnson,Kansas,336277.0,151280.0,177925.0,81121.0,827.0,51.0,12.8,23.9,4.9,7.4,6.1,20.9
296,Kansas,Leavenworth,KansasLeavenworth,77,44,32,28.3,31.5,34611,2135,42933,37109,37.6,80042,1601,Leavenworth,Kansas,36115.0,21378.0,13753.0,70022.0,2408.0,37.8,19.0,21.7,10.2,11.4,3.3,22.6
297,Kansas,Neosho,KansasNeosho,106,54,39,32.5,18.1,5845,401,7923,8202,40.1,16125,2034,Neosho,Kansas,6629.0,4795.0,1727.0,44402.0,2389.0,31.0,14.7,23.0,12.4,18.9,2.6,16.6
298,Kansas,Sedgwick,KansasSedgwick,114,54,38,26.3,30.9,234769,22448,253201,258863,35.2,512064,2540,Sedgwick,Kansas,213552.0,117653.0,90820.0,52841.0,879.0,35.8,16.9,23.4,10.1,13.8,3.2,18.8
299,Kansas,Shawnee,KansasShawnee,169,58,39,31.4,30.9,85910,5433,86327,91957,38.9,178284,2559,Shawnee,Kansas,84061.0,39890.0,42032.0,54667.0,1174.0,38.2,16.8,23.6,8.7,12.8,2.9,18.0
300,Kansas,Sherman,KansasSherman,106,44,13,30.3,21.8,2795,99,3003,2963,38.8,5966,2577,Sherman,Kansas,2673.0,2222.0,386.0,52030.0,3602.0,37.8,12.5,24.8,14.7,10.2,6.6,15.3
301,Kansas,Sumner,KansasSumner,117,59,40,34.9,23.3,10126,891,11581,11627,41.1,23208,2700,Sumner,Kansas,10779.0,7998.0,2551.0,52695.0,2960.0,31.3,16.4,20.6,13.1,18.6,5.2,23.5
302,Kansas,Trego,KansasTrego,147,51,37,31.1,24.8,1419,51,1450,1408,49.2,2858,2792,Trego,Kansas,1603.0,1341.0,238.0,55197.0,7814.0,29.1,13.2,26.2,15.9,15.6,5.1,20.0
303,Kansas,Wyandotte,KansasWyandotte,116,63,44,32.1,18.1,72303,6089,81294,83051,33.7,164345,3080,Wyandotte,Kansas,55107.0,18512.0,35566.0,42783.0,1077.0,23.5,21.3,23.3,12.4,19.5,2.6,21.5
304,Kentucky,Bell,KentuckyBell,71,46,33,38.5,9.2,7606,642,13325,13863,41.6,27188,167,Bell,Kentucky,10044.0,8140.0,1789.0,23558.0,2343.0,24.6,19.0,22.4,13.7,20.3,2.9,20.6
305,Kentucky,Boone,KentuckyBoone,87,50,36,27.5,32.1,66280,3791,64061,65034,37.3,129095,231,Boone,Kentucky,66953.0,44811.0,20897.0,72731.0,2787.0,39.4,13.2,27.8,6.7,12.8,4.4,24.0
306,Kentucky,Boyd,KentuckyBoyd,88,51,36,33.9,19.4,16086,1465,23958,24133,41.9,48091,248,Boyd,Kentucky,21741.0,14295.0,7083.0,45543.0,2616.0,36.3,17.9,23.7,8.9,13.3,1.5,21.6
307,Kentucky,Bullitt,KentuckyBullitt,115,48,37,41.6,14.7,39359,2672,39627,39839,40.1,79466,303,Bullitt,Kentucky,41964.0,30708.0,10551.0,59917.0,1921.0,27.3,13.0,26.9,11.1,21.7,3.0,28.1
308,Kentucky,Campbell,KentuckyCampbell,93,54,39,28.2,36.3,46886,2761,45124,47143,38.1,92267,368,Campbell,Kentucky,48833.0,28482.0,19373.0,57208.0,2586.0,39.1,15.3,25.8,7.9,11.8,3.6,22.4
309,Kentucky,Carter,KentuckyCarter,59,44,31,40.3,12.6,8663,923,13437,13853,41.0,27290,403,Carter,Kentucky,11585.0,8775.0,2642.0,35095.0,2851.0,24.6,19.9,26.5,13.4,15.6,2.6,30.3
310,Kentucky,Christian,KentuckyChristian,83,51,38,31.0,18.1,22662,1925,38411,33852,28.4,72263,501,Christian,Kentucky,23863.0,15080.0,8296.0,41849.0,1312.0,27.8,20.4,22.2,8.5,21.1,1.9,17.3
311,Kentucky,Daviess,KentuckyDaviess,105,54,38,34.1,22.9,42911,2799,48742,51195,38.7,99937,719,Daviess,Kentucky,49240.0,31023.0,17283.0,48371.0,1723.0,29.9,18.0,23.8,9.0,19.3,1.5,19.2
312,Kentucky,Edmonson,KentuckyEdmonson,64,45,33,39.3,10.3,4247,352,6093,6029,43.8,12122,842,Edmonson,Kentucky,6131.0,4828.0,1227.0,41114.0,4167.0,25.9,21.1,21.7,15.3,16.1,1.6,29.8
313,Kentucky,Fayette,KentuckyFayette,84,51,38,19.6,43.6,162405,9879,156453,162281,34.4,318734,908,Fayette,Kentucky,152664.0,58845.0,90566.0,53013.0,1131.0,42.9,18.1,22.9,6.0,10.1,4.4,20.9
314,Kentucky,Greenup,KentuckyGreenup,61,42,28,36.0,17.1,12064,1174,17411,18354,43.4,35765,1116,Greenup,Kentucky,18176.0,13064.0,4873.0,47517.0,2009.0,36.2,16.1,24.0,10.5,13.3,1.8,23.1
315,Kentucky,Hancock,KentuckyHancock,97,47,37,43.4,11.4,3575,233,4494,4225,39.4,8719,1168,Hancock,Kentucky,4587.0,3145.0,1351.0,49135.0,3514.0,24.1,15.7,19.2,12.1,28.9,2.3,22.5
316,Kentucky,Hardin,KentuckyHardin,80,51,38,30.4,22.0,44196,3385,53723,54372,36.3,108095,1184,Hardin,Kentucky,48941.0,29832.0,18101.0,51923.0,1694.0,32.6,17.7,25.3,8.0,16.4,2.8,22.2
317,Kentucky,Henderson,KentuckyHenderson,114,44,1,36.0,18.2,19643,1278,22328,23809,40.8,46137,1228,Henderson,Kentucky,20688.0,12730.0,7639.0,43458.0,2412.0,28.6,17.3,22.6,10.4,21.1,2.4,20.8
318,Kentucky,Jefferson,KentuckyJefferson,115,61,45,26.7,33.4,363770,26717,370844,396310,38.1,767154,1397,Jefferson,Kentucky,386093.0,150619.0,228288.0,52237.0,561.0,36.9,15.9,24.7,6.4,16.1,3.9,22.2
319,Kentucky,Jessamine,KentuckyJessamine,77,44,31,30.5,29.5,24689,1471,25479,26943,37.9,52422,1420,Jessamine,Kentucky,26251.0,17096.0,8567.0,55450.0,4301.0,35.7,17.1,22.7,10.2,14.3,5.1,23.9
320,Kentucky,Livingston,KentuckyLivingston,105,47,37,43.6,11.8,3268,266,4626,4637,45.7,9263,1676,Livingston,Kentucky,5003.0,4010.0,939.0,43472.0,4463.0,21.8,15.1,20.7,23.0,19.4,4.1,25.2
321,Kentucky,McCracken,KentuckyMcCracken,111,57,39,31.4,24.2,26435,2051,31193,34091,42.1,65284,1828,McCracken,Kentucky,33521.0,21820.0,11190.0,42894.0,2275.0,34.0,19.4,24.3,9.4,12.9,3.2,18.1
322,Kentucky,Morgan,KentuckyMorgan,64,44,33,41.4,12.5,4052,300,7425,5860,41.3,13285,1988,Morgan,Kentucky,5535.0,4297.0,1172.0,33523.0,2845.0,30.8,16.9,18.4,15.1,18.8,2.2,35.2
323,Kentucky,Oldham,KentuckyOldham,97,49,38,20.7,42.4,30867,1571,34328,31046,39.0,65374,2106,Oldham,Kentucky,37936.0,22651.0,14504.0,92237.0,2747.0,45.1,13.1,25.3,7.1,9.4,6.2,27.7
324,Kentucky,Perry,KentuckyPerry,99,48,34,33.0,14.4,7453,728,13273,13644,41.2,26917,2208,Perry,Kentucky,10606.0,8118.0,2350.0,31820.0,3677.0,31.8,17.0,26.1,12.7,12.4,2.5,22.7
325,Kentucky,Pike,KentuckyPike,92,45,32,39.4,13.0,17574,1622,29507,30976,42.1,60483,2242,Pike,Kentucky,25368.0,20279.0,4862.0,32972.0,1465.0,29.6,17.5,25.2,13.8,13.8,2.7,24.1
326,Kentucky,Pulaski,KentuckyPulaski,77,48,36,35.7,16.5,23907,1888,31517,32628,41.9,64145,2327,Pulaski,Kentucky,31537.0,25441.0,5664.0,35022.0,2420.0,29.3,18.9,23.9,10.2,17.8,1.6,21.0
327,Kentucky,Simpson,KentuckySimpson,67,46,36,44.9,14.2,7979,617,8926,9137,39.5,18063,2587,Simpson,Kentucky,8732.0,5888.0,2681.0,44989.0,4615.0,25.7,15.6,25.1,8.5,25.1,2.5,19.5
328,Kentucky,Trigg,KentuckyTrigg,84,45,34,33.2,16.6,5611,419,7077,7267,45.8,14344,2795,Trigg,Kentucky,7375.0,5487.0,1791.0,47259.0,5396.0,30.8,16.7,21.4,10.4,20.7,3.2,26.8
329,Kentucky,Warren,KentuckyWarren,97,53,38,26.6,32.2,59108,4148,61873,64554,32.8,126427,2905,Warren,Kentucky,55351.0,31790.0,22477.0,49508.0,2374.0,32.5,17.5,25.4,7.1,17.5,2.9,20.2
330,Kentucky,Washington,KentuckyWashington,77,46,34,42.4,18.8,5718,381,5865,6154,40.7,12019,2931,Washington,Kentucky,6223.0,4482.0,1644.0,47843.0,3368.0,26.8,15.7,18.5,12.2,26.9,4.0,26.5
331,Maine,Androscoggin,MaineAndroscoggin,66,44,29,35.5,22.8,51486,2984,52514,54930,40.7,107444,63,Androscoggin,Maine,,,,49538.0,1293.0,33.2,19.3,23.5,9.8,14.1,4.1,24.2
332,Maine,Aroostook,MaineAroostook,189,47,33,37.3,19.2,27642,1613,33745,34524,47.6,68269,83,Aroostook,Maine,,,,39021.0,1177.0,31.6,18.6,22.3,12.9,14.8,4.3,17.6
333,Maine,Cumberland,MaineCumberland,97,53,38,22.2,47.6,152368,8495,141276,149668,42.1,290944,679,Cumberland,Maine,6002.0,1800.0,4074.0,65702.0,1115.0,45.1,16.2,23.8,7.1,7.8,7.0,22.9
334,Maine,Hancock,MaineHancock,105,48,35,30.8,34.1,26059,1589,26374,28167,48.5,54541,1169,Hancock,Maine,1486.0,778.0,659.0,51438.0,1931.0,34.0,20.8,20.7,15.3,9.1,6.5,23.1
335,Maine,Kennebec,MaineKennebec,64,44,35,32.7,28.1,58332,3044,59159,62386,44.3,121545,1469,Kennebec,Maine,,,,50116.0,1664.0,37.1,17.8,25.5,9.9,9.8,4.8,23.4
